name	SRX2359277	SRX2359276	SRX2359239	SRX2359238	SRX2359259	SRX2359258	SRX2359271	SRX2359270	SRX2359255	SRX2359254	SRX2359257	SRX2359256	SRX2359237	SRX2359236	SRX2359235	SRX2359252	SRX2359274	SRX2359273	SRX2359272	SRX2359266	SRX2359267	SRX2359268	SRX2359269	SRX2359279	SRX2359260	SRX2359261	SRX2359262	SRX2359263	SRX2359264	SRX2359265	SRX2359248	SRX2359249	SRX2359246	SRX2359247	SRX2359244	SRX2359245	SRX2359242	SRX2359243	SRX2359240	SRX2359241	SRX2359253	SRX2359275	SRX2359278	SRX2359251	SRX2359282	SRX2359280	SRX2359281	SRX2359250
hsa-miR-6809-5p	0.0	0.0	0.3087959443975847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5135259055479138	0.13830180094530664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71637984608579	0.0	0.0	4.02374546322699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38762920165827774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1545293521069886	9.242907513968852
hsa-miR-3939	0.0	2.032364730884424	0.3087959443975847	0.6528431482316275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3204951856946354	0.8067605055142887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40365072479524144	0.0	0.6742788250826329	0.0	0.0	0.0	0.0	0.0	0.3453182303696396	0.0	0.134971199845377	1.2920973388609258	0.0	0.0	0.0	0.0	1.2375364609179798	0.0	0.0	0.0	9.209112294594355
hsa-miR-6855-3p	0.0	0.0	0.463193916596377	0.0	0.0	0.0	3.176134104851598	0.0	0.0	3.2153444812899106	0.0	0.0	0.44016506189821186	0.09220120063020443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8809744752328709	0.0941776991917199	0.0	0.0	0.8398632702596017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.202054209950495
hsa-miR-6730-3p	0.0	0.0	0.6175918887951694	0.6528431482316275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22008253094910593	0.4149054028359199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3683119856322405	0.0	0.9691036824647795	0.0	0.0	0.0	0.0	0.0	0.0	1.3485576501652659	0.0	0.0	0.0	0.0	0.0	0.1883553983834398	0.0	0.134971199845377	0.0	0.0	0.0	0.8007825246831204	0.0	0.0	0.23952026964233877	1.2408333436736112	0.0	9.195859025301996
hsa-miR-6786-3p	1.11267937086883	0.0	0.3087959443975847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8069692801467218	0.3688048025208177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.592735673190854	0.0	0.2691004831968276	0.0	0.0	0.0	0.0	0.0	0.0	0.5873163168219139	0.3767107967668796	0.0	0.0	0.25841946777218516	0.0	0.0	0.0	0.0	2.4750729218359595	0.0	0.0	0.0	9.156605057518574
hsa-miR-4454	3.3380381126064904	1.3549098205896162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14672168729940394	0.13830180094530664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6460691216431863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.397431870979806	0.0	0.0	0.0	0.8809744752328709	0.06278513279447993	0.0	0.0	0.12920973388609258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.09444175597725
hsa-miR-3617-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.155326345577876	0.44016506189821186	0.16135210110285775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32302433471523145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.079867843294178
hsa-miR-6858-5p	0.0	2.032364730884424	0.463193916596377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.046100600315102214	0.0	0.0	0.0	0.0	0.0	1.0903353762583834	0.0	0.0	0.0	0.0	0.0	2.1867925384451796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.724918150271061	0.0	0.0	0.12557026558895987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3592804044635082	0.0	0.0	9.028555982822995
hsa-miR-204-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2923389268950194	0.0	0.0	0.0	0.0	0.0	1.9927483886138344	0.0	0.0	0.0	4.731794028160484	9.016881343669336
hsa-miR-487b-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2471343420449335	0.09220120063020443	0.0	0.0	0.0	0.0	0.0	0.0	5.828739962424057	1.5788746570881602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25841946777218516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.00536962995954
hsa-miR-219a-5p	0.0	0.0	0.0	0.9792647223474412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29344337459880787	0.13830180094530664	0.0	2.703747664637955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2691004831968276	0.0	0.6742788250826329	0.0	2.8765406032335767	0.0	0.0	0.0	0.1883553983834398	0.0	0.0	0.7752584033165555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.898291275742542
hsa-miR-4523	0.0	0.0	0.7719898609939616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5405777166437415	0.20745270141795996	1.1675787889464149	0.0	0.0	0.9460612631431562	0.0	0.0	0.0	0.0	0.0	0.6460691216431863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.397431870979806	0.0	0.0	0.0	0.0	0.0	0.0	0.269942399690754	0.9044681372026481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.851571860661629
hsa-miR-525-5p	0.0	8.806913833832505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.806913833832505
hsa-miR-765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.592735673190854	5.36499395096932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8272222291157407	0.0	8.784951853275915
hsa-miR-579-3p	0.0	0.0	0.3087959443975847	0.6528431482316275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29344337459880787	0.2766036018906133	0.0	0.0	3.0069128927404103	0.0	0.0	0.0	0.0	0.0	2.8507043377742556	0.6460691216431863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3453182303696396	0.0	0.269942399690754	0.12920973388609258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.779842785222973
hsa-miR-944	1.6690190563032452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6460691216431863	0.0	0.0	0.0	5.36499395096932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8007825246831204	0.0	0.0	0.23952026964233877	0.0	0.0	8.72038492324121
hsa-miR-9986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3485576501652659	2.397431870979806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23952026964233877	0.0	4.731794028160484	8.717303818947894
hsa-miR-942-3p	0.0	0.0	0.6175918887951694	0.0	0.0	0.0	0.0	0.0	2.3357527839253494	0.0	0.0	0.0	0.14672168729940394	0.3457545023632666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8891035097862807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5650661951503194	0.0	0.4723991994588195	0.12920973388609258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.501599500664701
hsa-miR-4714-5p	0.0	0.0	0.463193916596377	0.0	0.0	0.0	0.0	0.0	0.0	2.143562987526607	0.0	0.0	0.0	0.11525150078775553	0.5837893944732074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.074569769128685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5873163168219139	0.8162067263282391	2.2923389268950194	0.404913599536131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.481143138093936
hsa-miR-935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3357527839253494	0.0	0.0	0.0	0.5868867491976157	0.046100600315102214	0.0	0.0	0.0	0.9460612631431562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1746326336438278	0.0	0.0	0.0	0.25841946777218516	2.2859938301026523	0.0	0.0	0.0	0.0	0.0	0.8272222291157407	0.0	8.46106955721563
hsa-miR-548ar-3p	0.0	0.0	0.3087959443975847	0.0	0.0	0.0	0.0	0.0	2.3357527839253494	0.0	0.0	0.0	0.22008253094910593	0.11525150078775553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5788746570881602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21974796478067976	0.0	0.0	0.0	0.0	2.834129723785717	0.8007825246831204	0.0	0.0	0.0	0.0	0.0	8.413417630397472
hsa-miR-6724-5p	0.0	0.0	0.3087959443975847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1467216872994039	0.0	0.8756840917098119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7163798460857904	0.0	2.5927356731908535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0004652163255914	1.1746326336438269	0.0	0.0	0.13497119984537706	0.6460486694304628	0.0	0.0	0.8007825246831205	0.0	0.0	0.0	0.0	0.0	8.397217486611822
hsa-miR-6764-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2471343420449335	0.11525150078775553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5961478064697094	0.0	0.0	0.0	0.0	0.0941776991917199	0.0	0.134971199845377	0.19381460082913887	0.0	0.0	0.0	2.9891225829207517	0.0	0.0	0.0	0.0	8.370619732089386
hsa-miR-2116-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11525150078775553	0.0	2.703747664637955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.134971199845377	0.12920973388609258	3.4289907451539787	0.0	0.0	0.0	1.8563046913769696	0.0	0.0	0.0	8.368475535688129
hsa-miR-7155-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6833633527446583	0.0	0.0	0.0	0.0	0.0	0.0	0.9460612631431562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06278513279447993	0.0	0.2024567997680655	0.0	3.4289907451539787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.32365729360434
hsa-miR-6733-5p	0.0	0.0	0.0	0.0	0.0	6.937651327519582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.046100600315102214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06278513279447993	0.0	0.0	0.0	0.0	0.0	1.2011737870246806	0.0	0.0	0.0	0.0	0.0	8.247710847653845
hsa-miR-550b-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6833633527446583	0.0	0.8069692801467218	0.1475219210083271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7104226026645533	0.0	0.429827907651474	0.0	0.0	0.0	0.10764019327873106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38926782332577553	0.0	0.0	0.9690730041456943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.244086084965936
hsa-miR-6783-3p	0.0	1.3549098205896162	0.463193916596377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29344337459880787	0.11525150078775553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8507043377742556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.397431870979806	0.0	0.0	0.0	0.0	0.2825330975751597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47904053928467755	0.0	0.0	8.236508458186455
hsa-miR-4526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16135210110285775	0.0	0.0	0.0	0.0	0.0	1.0903353762583834	0.0	0.0	0.0	0.0	0.71637984608579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5873163168219139	0.06278513279447993	0.0	0.2024567997680655	0.0	0.0	2.834129723785717	0.0	0.0	2.4750729218359595	0.0	0.0	0.0	8.129828218453166
hsa-miR-4762-5p	1.11267937086883	0.0	0.7719898609939616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3668042182485099	0.9220120063020443	0.5837893944732074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2691004831968276	0.0	0.0	0.0	0.0	0.0	1.0004652163255914	0.8809744752328709	0.8162067263282391	0.0	0.4723991994588195	0.8398632702596017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.036284221688504
hsa-miR-3124-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2471343420449335	0.23050300157551107	1.1675787889464149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2691004831968276	0.0	0.6742788250826329	0.0	0.0	0.0	0.0	0.0	0.21974796478067976	0.0	0.269942399690754	0.7106535363735091	2.2859938301026523	0.0	0.0	0.0	0.0	0.9580810785693551	0.0	0.0	8.033014250363271
hsa-miR-6715a-3p	0.0	1.3549098205896162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.993579677449516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47904053928467755	0.0	0.0	7.827530037323809
hsa-miR-181b-2-3p	0.0	2.032364730884424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44016506189821186	0.20745270141795996	0.0	0.0	0.0	0.9460612631431562	1.0513881740909565	0.0	0.0	0.0	0.0	0.6460691216431863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0941776991917199	0.0	0.0	0.38762920165827774	0.0	0.0	0.0	0.0	0.0	0.3592804044635082	1.6544444582314815	0.0	7.819032816622883
hsa-miR-5006-3p	0.0	0.0	0.463193916596377	0.6528431482316275	0.0	0.0	2.6467784207096647	0.0	0.0	0.0	0.0	0.0	0.9536909674461257	0.2996539020481644	1.1675787889464149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71637984608579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25114053117791973	0.0	0.2024567997680655	0.45223406860132404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.805950389611474
hsa-miR-6516-5p	0.0	2.7098196411792324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.347546996790463	0.48405630330857324	1.1675787889464149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06278513279447993	0.0	0.0	1.0336778710887407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.805464734107904
hsa-miR-4424	0.0	0.0	0.0	0.6528431482316275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06915090047265332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6460691216431863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8765406032335767	2.724918150271061	0.0	0.0	0.06278513279447993	0.0	0.269942399690754	0.12920973388609258	0.0	0.0	0.0	0.0	0.0	0.3592804044635082	0.0	0.0	7.79073959468694
hsa-miR-3074-3p	0.0	0.0	0.463193916596377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1004126547455295	0.18440240126040885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8507043377742556	0.6460691216431863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06278513279447993	0.0	0.269942399690754	0.9690730041456943	0.0	0.0	0.0	0.0	1.2375364609179798	0.0	0.0	0.0	7.784119429568665
hsa-miR-1295b-5p	1.11267937086883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8007825246831204	0.0	3.7126093827539393	2.155682426781049	0.0	0.0	7.781753705086938
hsa-miR-301a-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7336084364970198	0.46100600315102214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5788746570881602	0.0	0.9691036824647795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21974796478067976	1.528225951263346	0.3374279996134425	1.6797265405192034	0.0	0.0	0.0	0.0	0.0	0.23952026964233877	0.0	0.0	7.747241505019992
hsa-miR-548u	0.0	0.0	0.0	0.0	0.0	4.625100885013055	1.588067052425799	0.0	0.0	0.0	0.0	0.0	0.22008253094910593	0.09220120063020443	0.0	0.0	0.0	0.0	0.0	1.0903353762583834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12920973388609258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.74499677916264
hsa-miR-219a-2-3p	0.0	0.0	0.0	0.0	0.0	4.625100885013055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0903353762583834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9927483886138344	0.0	0.0	0.0	0.0	7.708184649885272
hsa-miR-3192-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.116494759183407	0.0	0.0	0.0	0.0	0.0	0.9460612631431562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5873163168219139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.6498723391484775
hsa-miR-129-5p	0.0	0.0	0.3087959443975847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44016506189821186	0.13830180094530664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.397431870979806	1.1506162412934307	0.0	1.0004652163255914	1.1746326336438278	0.0	0.0	0.0	0.19381460082913887	0.0	0.0	0.8007825246831204	0.0	0.0	0.0	0.0	0.0	7.605005894996019
hsa-miR-518b	0.0	0.0	0.0	0.9792647223474412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8891035097862807	2.68249697548466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.550865207618383
hsa-miR-4786-5p	0.0	0.0	0.3087959443975847	0.6528431482316275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3668042182485099	0.2996539020481644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.794863741959612	0.0	0.0	0.0	0.5873163168219139	0.06278513279447993	0.0	0.0	0.45223406860132404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.525296473103217
hsa-miR-1278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3668042182485099	0.43795570299347103	0.0	0.0	0.0	1.4190918947147342	1.0513881740909565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5961478064697094	0.0	0.0	0.0	0.0	0.3453182303696396	0.0	0.0	0.19381460082913887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.41052062771616
hsa-miR-6734-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14672168729940394	0.3227042022057155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.397431870979806	0.0	0.0	0.0	0.8809744752328709	0.3139256639723996	3.056451902526692	0.0	0.25841946777218516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.376629269989074
hsa-miR-19a-5p	0.0	0.0	0.3087959443975847	0.6528431482316275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14672168729940394	0.5532072037812266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5788746570881602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6742788250826329	0.0	0.0	0.0	0.0	0.0	0.5964587615475594	0.0	0.134971199845377	0.38762920165827774	2.2859938301026523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.319774459034502
hsa-miR-7850-5p	0.0	0.0	0.0	0.9792647223474412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3668042182485099	0.0	0.5837893944732074	0.0	0.0	0.0	0.0	2.7258384406459584	0.0	0.0	0.0	0.9691036824647795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8809744752328709	0.0	0.0	0.134971199845377	0.6460486694304629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.286794802688607
hsa-miR-6500-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5036291758880242	0.0	0.0	0.0	0.14672168729940394	0.3457545023632666	0.5837893944732074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8809744752328709	0.0	0.0	0.0	0.12920973388609258	0.0	0.0	0.0	0.0	0.0	0.0	1.6544444582314815	0.0	7.244523427374347
hsa-miR-548ag	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7336084364970198	0.09220120063020443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8507043377742556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2024567997680655	0.5168389355443703	0.0	2.834129723785717	0.0	0.0	0.0	0.0	0.0	0.0	7.229939433999633
hsa-miR-548ab	0.0	0.0	0.3859949304969808	0.32642157411581374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.038831586394469	0.0	0.1267766508665311	0.0	0.0	0.0	0.0	0.0	0.0	1.9429133208080187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7503489122441935	0.0	0.1569628319861998	0.0	0.0	0.25841946777218516	0.0	0.0	0.0	0.9963741943069172	0.0	0.23952026964233877	0.0	0.0	7.2225637386336485
hsa-miR-6884-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.281078489293023	0.0	0.0	0.0	0.0	0.22008253094910593	0.3918551026783688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4682907920547847	0.5964587615475594	0.0	0.0	0.25841946777218516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.216185144295027
hsa-miR-3173-3p	0.0	0.0	0.463193916596377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3668042182485099	0.13830180094530664	0.5837893944732074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.203818952191012	0.0	0.0	0.0	0.0	0.0	0.0	0.6592438943420392	1.528225951263346	0.134971199845377	0.12920973388609258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.207559061791268
hsa-miR-6804-3p	0.0	0.0	0.0	0.0	0.0	0.0	2.1174227365677316	0.0	2.3357527839253494	0.0	0.0	0.0	0.0	0.09220120063020443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3374279996134425	0.0	2.2859938301026523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.16879855083938
