name	SRX3313436	SRX3313437	SRX3313434	SRX3313435	SRX3313432	SRX3313433	SRX3313430	SRX3313431	SRX3313454	SRX3313455	SRX3313456	SRX3313457	SRX3313443	SRX3313441	SRX3313438	SRX3313439	SRX3313440	SRX3313447	SRX3313446	SRX3313445	SRX3313442	SRX3313444	SRX3313425	SRX3313424	SRX3313427	SRX3313426	SRX3313421	SRX3313420	SRX3313423	SRX3313422	SRX3313450	SRX3313449	SRX3313448	SRX3313429	SRX3313428	SRX3313451	SRX3313452	SRX3313453	SRX3313418	SRX3313419	SRX3313458	SRX3313412	SRX3313413	SRX3313414	SRX3313415	SRX3313416	SRX3313417
hsa-miR-185-5p	0.0	0.0	0.0	0.0	0.0	24.82108137177843	41.530653775551734	0.0	0.0	0.0	16.88352618072126	0.0	0.0	0.0	26.784103211836882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.03411184406014	0.0	0.0	0.0	0.0	0.0	148.05347638394844
hsa-miR-1185-5p	0.0	0.0	0.0	0.0	0.0	24.82108137177843	37.37758839799656	0.0	0.0	0.0	22.511368240961684	0.0	0.0	0.0	32.42286178274991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.902715873298863	0.0	0.0	0.0	0.0	0.0	148.03561566678545
hsa-miR-505-3p	0.0	0.0	0.0	0.0	0.0	16.54738758118562	0.0	0.0	0.0	0.0	19.697447210841474	0.0	0.0	0.0	7.048448213641285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	102.61146170027192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	145.9047447059403
hsa-miR-4491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	143.91151497707696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	143.91151497707696
hsa-miR-551b-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.277517141826056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.885659951268794	0.0	0.0	120.66365007541478	0.0	0.0	143.82682716850962
hsa-miR-378a-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.506586070010826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	128.06556957162067	0.0	0.0	0.0	0.0	0.0	0.0	143.5721556416315
hsa-miR-6787-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	143.1229426077	0.0	143.1229426077
hsa-miR-429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.50487226757967	0.0	0.0	0.0	102.61146170027192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	142.11633396785157
hsa-miR-346	0.0	0.0	0.0	0.0	0.0	0.0	16.612261510220694	0.0	0.0	0.0	11.255684120480842	0.0	0.0	0.0	16.916275712739083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.02190011028833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.279847863552625	0.0	0.0	0.0	0.0	0.0	141.08596931728158
hsa-miR-3158-3p	0.0	0.0	0.0	0.0	42.95192028123596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.39018976806126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.719674210837326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	141.06178426013454
hsa-miR-29a-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	141.04372355430183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	141.04372355430183
hsa-miR-10399-5p	0.0	0.0	0.0	0.0	0.0	0.0	12.45919613266552	0.0	0.0	0.0	16.88352618072126	0.0	0.0	0.0	12.687206784554313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.07671560694776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	140.10664470488885
hsa-miR-490-3p	0.0	0.0	0.0	0.0	0.0	0.0	24.91839226533104	0.0	0.0	0.0	11.255684120480842	0.0	0.0	31.299394356719198	40.88099963911945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.902715873298863	0.0	0.0	0.0	0.0	0.0	139.2571862549494
hsa-miR-2467-5p	0.0	0.0	0.0	0.0	0.0	0.0	24.91839226533104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.19379285456514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.84145377929946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.01705592203007	0.0	0.0	0.0	0.0	0.0	137.97069482122572
hsa-miR-3127-5p	0.0	0.0	43.47259053166978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.17803529101923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	135.650625822689
hsa-miR-6881-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	133.5247187635611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	133.5247187635611
hsa-miR-377-5p	0.0	0.0	0.0	0.0	0.0	24.82108137177843	33.22452302044139	0.0	0.0	0.0	0.0	0.0	0.0	31.299394356719198	22.555034283652112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.39418791228383	0.0	0.0	0.0	0.0	0.0	133.29422094487495
hsa-miR-664a-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.255684120480842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.558673340411545	0.0	0.0	0.0	0.0	0.0	70.52186177715092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	132.3362192380433
hsa-miR-769-3p	0.0	0.0	0.0	0.0	0.0	66.18955032474248	8.306130755110347	0.0	0.0	0.0	5.627842060240421	0.0	0.0	0.0	25.374413569108626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.148451892791346	0.0	0.0	0.0	0.0	0.0	131.64638860199324
hsa-miR-138-1-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.627842060240421	0.0	0.0	0.0	4.229068928184771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.02190011028833	0.0	0.0	0.0	0.0	0.0	0.0	51.30573085013596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.131395970761276	0.0	0.0	0.0	0.0	0.0	131.31593791961077
hsa-miR-493-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.819379285456514	0.0	0.0	0.0	0.0	0.0	0.0	94.79871073753397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.925978421220098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.754263980507518	0.0	0.0	0.0	0.0	0.0	131.2983324247181
hsa-miR-95-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	126.39668335102886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.754263980507518	0.0	0.0	0.0	0.0	0.0	131.15094733153637
hsa-miR-1247-5p	0.0	0.0	0.0	0.0	4.9559908016810725	0.0	8.306130755110347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.458137856369541	0.0	0.0	0.0	0.0	0.0	0.0	94.79871073753397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.262791941522552	0.0	0.0	0.0	0.0	0.0	130.7817620922175
hsa-miR-454-5p	0.0	0.0	0.0	0.0	11.563978537255835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.458137856369541	104.44955086693128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.754263980507518	0.0	0.0	0.0	0.0	0.0	129.22593124106416
hsa-miR-200c-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.627842060240421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.39018976806126	0.0	0.0	0.0	0.0	0.0	0.0	79.00974453515934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	129.02777636346102
hsa-miR-3065-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	128.2643271253399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	128.2643271253399
hsa-miR-512-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	128.06556957162067	0.0	0.0	0.0	0.0	0.0	0.0	128.06556957162067
hsa-miR-217-5p	0.0	0.0	0.0	0.0	0.0	33.09477516237124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	94.79871073753397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	127.89348589990522
hsa-miR-4492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.4613724855582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.3045116413873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	126.76588412694551
hsa-miR-15b-3p	0.0	0.0	0.0	0.0	39.64792641344858	0.0	8.306130755110347	0.0	0.0	0.0	5.627842060240421	0.0	0.0	0.0	8.458137856369541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.851956842440195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.754263980507518	0.0	0.0	0.0	0.0	0.0	124.6462579081166
hsa-miR-135b-5p	0.0	0.0	0.0	0.0	0.0	33.09477516237124	24.91839226533104	0.0	0.0	0.0	5.627842060240421	0.0	0.0	0.0	35.242241068206425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.771319902537588	0.0	0.0	0.0	0.0	0.0	122.65457045868672
hsa-miR-582-5p	0.0	0.0	0.0	0.0	0.0	16.54738758118562	20.765326887775867	0.0	0.0	0.0	14.069605150601053	0.0	0.0	0.0	40.88099963911945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.525583883045105	0.0	0.0	0.0	0.0	0.0	120.78890314172709
hsa-miR-3180-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	116.16290686058133	0.0	2.819379285456513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	118.98228614603784
hsa-miR-548ab	0.0	0.0	0.0	0.0	0.0	24.82108137177843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.638758570913028	0.0	0.0	82.23515141547254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.754263980507518	0.0	0.0	0.0	0.0	0.0	117.44925533867152
hsa-miR-6068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	112.70780501549731	112.70780501549731
ebv-miR-BART3-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.48762736535662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.70423763116107	20.149103364900263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	112.34096836141796
hsa-miR-11400	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	110.97547442015315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	110.97547442015315
hsa-miR-6503-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	110.97547442015315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	110.97547442015315
hsa-miR-3679-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.819379285456514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	107.4575542660649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	110.27693355152142
hsa-miR-190b-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.255684120480842	0.0	0.0	0.0	2.819379285456514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.3045116413873	0.0	46.70423763116107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109.08381267848573
hsa-miR-5196-3p	0.0	0.0	108.68147632917446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	108.68147632917446
hsa-miR-376a-3p	0.0	0.0	0.0	0.0	0.0	24.82108137177843	20.765326887775867	0.0	0.0	0.0	14.069605150601053	0.0	0.0	0.0	33.832551425478165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.262791941522552	0.0	0.0	0.0	0.0	0.0	107.75135677715608
hsa-miR-193a-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	107.4575542660649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	107.4575542660649
hsa-miR-6716-3p	0.0	0.0	97.81332869625702	0.0	0.0	0.0	8.306130755110347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	106.11945945136736
hsa-miR-4729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	104.44955086693128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	104.44955086693128
hsa-miR-503-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	104.05466338316396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	104.05466338316396
hsa-miR-5010-3p	0.0	0.0	0.0	0.0	0.0	0.0	12.45919613266552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.229068928184771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.00974453515934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.131395970761276	0.0	0.0	0.0	0.0	0.0	102.8294055667709
hsa-miR-216a-5p	0.0	0.0	0.0	0.0	0.0	0.0	24.91839226533104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.84039605193512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	102.75878831726615
hsa-miR-6813-5p	0.0	0.0	86.94518106333956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.506586070010826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	102.45176713335039
hsa-miR-455-3p	0.0	0.0	0.0	0.0	0.0	0.0	12.45919613266552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.867827499097798	0.0	0.0	0.0	0.0	0.0	0.0	63.19914049168931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.639923931776313	0.0	0.0	0.0	0.0	0.0	102.16608805522894
hsa-miR-11401	100.70493454179255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.70493454179255
hsa-miR-3651	0.0	0.0	97.81332869625702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.81332869625702
hsa-miR-876-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.819379285456514	0.0	0.0	0.0	0.0	0.0	0.0	94.79871073753397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.61809002299049
hsa-miR-6769b-3p	0.0	0.0	0.0	94.78223780863465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	94.78223780863465
hsa-miR-377-3p	0.0	0.0	0.0	0.0	0.0	0.0	8.306130755110347	68.23144104803494	0.0	0.0	5.627842060240421	0.0	0.0	0.0	7.048448213641285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.754263980507518	0.0	0.0	0.0	0.0	0.0	93.9681260575345
hsa-miR-378d	0.0	0.0	0.0	0.0	0.0	0.0	29.071457642886212	0.0	0.0	0.0	12.099860429516905	0.0	0.0	0.0	7.471355106459762	0.0	0.0	0.0	0.0	0.0	0.0	23.69967768438349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.568079210387022	0.0	0.0	5.467403577583645	0.0	0.0	0.0	0.0	0.0	93.37783365121703
hsa-miR-1247-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.93032548846503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.93032548846503
hsa-miR-3065-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.638758570913028	0.0	0.0	82.23515141547254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.754263980507518	0.0	0.0	0.0	0.0	0.0	92.62817396689309
hsa-miR-6741-3p	0.0	0.0	86.94518106333956	0.0	3.3039938677873817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90.24917493112694
hsa-miR-190a-3p	0.0	0.0	0.0	0.0	11.563978537255835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.84039605193512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.40437458919095
hsa-miR-504-5p	0.0	0.0	0.0	0.0	0.0	0.0	8.306130755110347	0.0	0.0	0.0	8.44176309036063	0.0	0.0	0.0	43.700378924575965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.525583883045105	0.0	0.0	0.0	0.0	0.0	88.97385665309204
hsa-miR-561-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.754263980507518	0.0	83.68901163277262	0.0	0.0	0.0	88.44327561328014
