name	SRX1936168	SRX1936162	SRX1936158	SRX1936159	SRX1936164	SRX1936154	SRX1936155	SRX1936149	SRX1936157	SRX1936150	SRX1936151	SRX1936152	SRX1936153	SRX1936165	SRX1936161	SRX1936163	SRX1936167	SRX1936160	SRX1936166	SRX1936156
hsa-miR-491-3p	0.0	0.0	0.0	0.0	0.22549587105785301	2.5341412175534894	0.0	0.0	0.0	0.0	0.0	3.441837252725505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.201474341336848
hsa-miR-3200-5p	0.0	0.0	0.0	0.0	0.45099174211570603	0.0	0.0	0.0	0.0	5.671249035887664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.12224077800337
hsa-miR-4708-3p	0.0	0.0	0.0	0.0	0.45099174211570603	0.0	0.0	0.0	0.0	5.671249035887664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.12224077800337
hsa-miR-4684-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3225054259533016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.901743566044939	0.0	1.8749562510208093	0.0	6.099205243019051
hsa-miR-3611	0.0	0.0	0.0	0.0	1.4657231618760445	2.5341412175534894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0832847233564546	0.0	6.083149102785988
hsa-miR-6831-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3225054259533016	0.0	0.0	0.0	0.0	3.7513176503246766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.073823076277979
hsa-miR-3913-5p	0.0	0.0	0.0	0.0	1.8039669684628241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7513176503246766	0.0	0.0	0.0	0.0	0.0	0.416656944671291	0.0	5.971941563458792
hsa-miR-4797-5p	0.0	0.0	0.0	0.0	0.9019834842314121	3.8012118263302344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2499708340138729	0.0	5.953166144575519
hsa-miR-664b-3p	0.0	0.0	0.0	0.0	1.4657231618760445	0.0	0.0	0.0	0.0	0.0	0.0	3.441837252725505	0.0	0.0	0.0	0.0	0.0	0.0	1.0416423616782273	0.0	5.949202776279777
hsa-miR-509-5p	0.0	0.0	0.0	0.0	2.029462839520677	0.0	0.0	3.4837581389299523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41665694467129094	0.0	5.9298779231219205
hsa-miR-4520-3p	0.0	0.0	0.0	0.0	0.22549587105785301	0.0	0.0	0.0	0.0	5.671249035887664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.896744906945517
hsa-miR-129-2-3p	0.0	0.0	0.0	0.0	4.284421550099207	0.0	0.0	1.1612527129766508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.416656944671291	0.0	5.862331207747149
hsa-miR-2467-5p	0.0	0.0	0.0	0.0	0.22549587105785301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.626976475487015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.852472346544868
hsa-miR-551b-3p	0.0	0.0	0.0	0.0	0.22549587105785301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.626976475487015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.852472346544868
hsa-miR-508-3p	0.0	0.0	0.0	0.0	3.4951860013967218	0.0	0.0	2.3225054259533016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.817691427350024
hsa-miR-539-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.8062635648832535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.8062635648832535
hsa-miR-7109-3p	0.0	0.0	0.0	0.0	0.22549587105785301	0.0	0.0	0.0	0.0	0.0	0.0	5.162755879088258	0.0	0.0	0.0	0.0	0.0	0.0	0.416656944671291	0.0	5.804908694817402
hsa-miR-520g-3p	0.0	0.0	0.0	0.0	1.127479355289265	0.0	0.0	4.645010851906603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.772490207195868
hsa-miR-4685-3p	0.0	0.0	0.0	0.0	1.0147314197603385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7513176503246766	0.0	0.0	0.0	0.9508717830224696	0.0	0.0	0.0	5.716920853107484
hsa-miR-4639-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.671249035887664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.671249035887664
hsa-miR-4747-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.671249035887664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.671249035887664
hsa-miR-6876-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.671249035887664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.671249035887664
hsa-miR-6790-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.626976475487015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.626976475487015
hsa-miR-3677-3p	0.0	0.0	0.0	0.0	3.156942194809942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4263076745337042	0.0	0.833313889342582	0.0	5.4165637586862285
hsa-miR-4717-3p	4.978158330325696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.416656944671291	0.0	5.394815274996987
hsa-miR-627-5p	0.0	0.0	0.0	0.0	0.9019834842314121	3.8012118263302344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6249854170069364	0.0	5.328180727568583
hsa-miR-19a-5p	0.0	0.0	0.0	0.0	0.0	2.5341412175534894	0.0	2.3225054259533016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.416656944671291	0.0	5.273303588178082
hsa-miR-1252-5p	0.0	0.0	0.0	0.0	0.676487613173559	2.5341412175534894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4263076745337042	0.0	0.6249854170069364	0.0	5.261921922267689
hsa-miR-889-3p	4.978158330325696	0.0	0.0	0.0	0.22549587105785301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.203654201383549
hsa-miR-548q	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.162755879088258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.162755879088258
hsa-miR-6749-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.162755879088258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.162755879088258
hsa-miR-504-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.162755879088258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.162755879088258
hsa-miR-6826-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.162755879088258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.162755879088258
hsa-miR-4437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.162755879088258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.162755879088258
hsa-miR-1224-5p	0.0	0.0	0.0	0.0	0.22549587105785301	2.5341412175534894	0.0	2.3225054259533016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.082142514564644
hsa-miR-6870-5p	0.0	0.0	0.0	0.0	0.0	5.068282435106979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.068282435106979
hsa-miR-548al	0.0	0.0	0.0	0.0	0.0	5.068282435106979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.068282435106979
hsa-miR-1915-5p	0.0	0.0	0.0	0.0	0.0	5.068282435106979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.068282435106979
hsa-miR-4653-3p	0.0	0.0	0.0	0.0	0.0	5.068282435106979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.068282435106979
hsa-miR-6727-5p	4.978158330325696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.978158330325696
hsa-miR-1290	4.978158330325696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.978158330325696
hsa-miR-6799-5p	4.978158330325696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.978158330325696
hsa-miR-449b-5p	4.978158330325696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.978158330325696
hsa-miR-5699-5p	0.0	0.0	0.0	0.0	1.127479355289265	3.8012118263302344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.9286911816195
hsa-miR-3157-5p	0.0	0.0	0.0	0.0	0.676487613173559	3.8012118263302344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.416656944671291	0.0	4.894356384175085
hsa-miR-6734-5p	0.0	0.0	0.0	0.0	1.0147314197603385	0.0	0.0	0.0	0.0	3.780832690591776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.795564110352115
hsa-miR-572	0.0	0.0	0.0	0.0	0.22549587105785301	0.0	0.0	3.4837581389299523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9508717830224696	0.0	0.0	0.0	4.660125793010275
hsa-miR-7705	0.0	0.0	0.0	0.0	0.45099174211570603	0.0	0.0	0.0	0.0	3.780832690591776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.416656944671291	0.0	4.648481377378773
hsa-miR-6745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.645010851906603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.645010851906603
hsa-miR-6886-5p	0.0	0.0	0.0	0.0	0.0	3.8012118263302344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.833313889342582	0.0	4.634525715672816
hsa-miR-26a-1-3p	0.0	0.0	0.0	0.0	2.931446323752089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.666627778685164	0.0	4.598074102437253
hsa-miR-6770-3p	0.0	0.0	0.0	0.0	0.7892355487024852	0.0	0.0	0.0	0.0	3.780832690591775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.57006823929426
hsa-miR-548ay-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.441837252725505	0.0	0.0	0.0	0.0	0.0	0.0	1.0416423616782273	0.0	4.483479614403732
hsa-miR-597-5p	0.0	0.0	0.0	0.0	1.4657231618760445	2.5341412175534894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.416656944671291	0.0	4.416521324100825
hsa-miR-6770-5p	0.0	0.0	0.0	0.0	0.45099174211570603	3.801211826330234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.25220356844594
hsa-miR-5696	0.0	0.0	0.0	0.0	0.3382438065867795	0.0	0.0	3.4837581389299523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.416656944671291	0.0	4.238658890188023
hsa-miR-3150b-3p	0.0	0.0	0.0	0.0	0.45099174211570603	0.0	0.0	0.0	0.0	3.780832690591776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.231824432707482
hsa-miR-4429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.472604086323972	0.0	0.0	3.7513176503246766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.223921736648649
hsa-miR-548d-3p	0.0	0.0	0.0	0.0	0.22549587105785301	2.5341412175534894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4582993063495184	0.0	4.21793639496086
hsa-miR-4723-5p	0.0	0.0	0.0	0.0	0.0	3.8012118263302344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.416656944671291	0.0	4.217868771001525
hsa-miR-1909-3p	0.0	0.0	0.0	0.0	0.0	3.8012118263302344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.416656944671291	0.0	4.217868771001525
hsa-miR-95-5p	0.0	0.0	0.0	0.0	0.45099174211570603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7513176503246766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.202309392440383
hsa-miR-1538	0.0	0.0	0.0	0.0	0.3382438065867795	0.0	0.0	0.0	0.0	0.0	0.0	3.441837252725505	0.0	0.0	0.0	0.0	0.0	0.0	0.416656944671291	0.0	4.196738003983575
hsa-miR-500b-3p	0.0	0.0	0.0	0.0	0.22549587105785301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.958240974377264	0.0	4.183736845435117
hsa-miR-6797-3p	0.0	0.0	0.0	0.0	0.7892355487024855	0.0	0.0	2.3225054259533016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0416423616782273	0.0	4.153383336334015
hsa-miR-5008-5p	0.0	0.0	0.0	0.0	0.3382438065867795	3.8012118263302344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.139455632917014
hsa-miR-6875-5p	0.0	0.0	0.0	0.0	0.3382438065867795	0.0	0.0	0.0	0.0	3.780832690591776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.119076497178556
hsa-miR-6793-5p	0.0	0.0	0.0	0.0	0.22549587105785301	0.0	0.0	0.0	0.0	0.0	0.0	3.441837252725505	0.0	0.0	0.0	0.0	0.0	0.0	0.416656944671291	0.0	4.083990068454649
hsa-miR-1234-3p	0.0	0.0	0.0	0.0	3.6079339369256482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.416656944671291	0.0	4.024590881596939
hsa-miR-506-3p	0.0	0.0	0.0	0.0	1.6912190329338976	0.0	0.0	2.3225054259533016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.013724458887199
hsa-miR-3622a-3p	0.0	0.0	0.0	0.0	0.22549587105785301	0.0	0.0	0.0	0.0	3.780832690591776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.006328561649629
hsa-miR-6801-3p	0.0	0.0	0.0	0.0	0.22549587105785301	0.0	0.0	0.0	0.0	3.780832690591776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.006328561649629
hsa-miR-7111-5p	0.0	0.0	0.0	0.0	0.22549587105785301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7513176503246766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9768135213825295
hsa-miR-4683	0.0	0.0	0.0	0.0	1.4657231618760445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4999416680277458	0.0	3.9656648299037904
hsa-miR-5581-3p	0.0	0.0	0.0	0.0	0.5637396776446325	0.0	0.0	2.3225054259533016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0416423616782273	0.0	3.9278874652761613
hsa-miR-4284	0.0	0.0	0.0	0.0	0.45099174211570603	0.0	0.0	0.0	0.0	0.0	0.0	3.441837252725505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.892828994841211
hsa-miR-1286	0.0	0.0	0.0	0.0	0.45099174211570603	0.0	0.0	0.0	0.0	0.0	0.0	3.441837252725505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.892828994841211
hsa-miR-3620-3p	0.0	0.0	0.0	0.0	0.45099174211570603	0.0	0.0	0.0	0.0	0.0	0.0	3.441837252725505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.892828994841211
hsa-miR-219b-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.441837252725505	0.0	0.0	0.0	0.0	0.0	0.0	0.416656944671291	0.0	3.858494197396796
hsa-miR-1249-5p	0.0	0.0	0.0	0.0	1.2402272908181915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9508717830224696	0.0	1.666627778685164	0.0	3.857726852525825
hsa-miR-3675-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.803487132089878	0.0	0.0	0.0	3.803487132089878
hsa-miR-4677-5p	0.0	0.0	0.0	0.0	0.22549587105785301	2.5341412175534894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0416423616782273	0.0	3.8012794502895697
hsa-miR-4755-3p	0.0	0.0	0.0	0.0	0.0	3.8012118263302344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8012118263302344
hsa-miR-6816-3p	0.0	0.0	0.0	0.0	0.0	3.8012118263302344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8012118263302344
hsa-miR-7110-3p	0.0	0.0	0.0	0.0	0.0	3.8012118263302344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8012118263302344
hsa-miR-101-2-5p	0.0	0.0	0.0	0.0	0.0	3.8012118263302344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8012118263302344
hsa-miR-4691-3p	0.0	0.0	0.0	0.0	0.0	3.8012118263302344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8012118263302344
hsa-miR-376b-3p	0.0	0.0	0.0	0.0	0.0	3.8012118263302344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8012118263302344
hsa-miR-1911-5p	0.0	0.0	0.0	0.0	0.0	3.8012118263302344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8012118263302344
hsa-miR-6735-3p	0.0	0.0	0.0	0.0	0.0	3.8012118263302344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8012118263302344
hsa-miR-4742-5p	0.0	0.0	0.0	0.0	0.0	3.8012118263302344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8012118263302344
hsa-miR-6766-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.780832690591776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.780832690591776
hsa-miR-380-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.780832690591776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.780832690591776
hsa-miR-4700-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.780832690591776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.780832690591776
hsa-miR-6131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.780832690591776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.780832690591776
hsa-miR-933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.780832690591776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.780832690591776
hsa-miR-6832-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.780832690591776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.780832690591776
hsa-miR-6827-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.780832690591776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.780832690591776
hsa-miR-4431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.780832690591776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.780832690591776
hsa-miR-6882-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.780832690591776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.780832690591776
hsa-miR-5684	0.0	0.0	0.0	0.0	0.3382438065867795	0.0	0.0	0.0	0.0	0.0	0.0	3.441837252725505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7800810593122844
hsa-miR-4320	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7513176503246766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7513176503246766
hsa-miR-6892-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7513176503246766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7513176503246766
hsa-miR-6893-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7513176503246766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7513176503246766
hsa-miR-4762-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7513176503246766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7513176503246766
hsa-miR-6876-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7513176503246766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7513176503246766
hsa-miR-106a-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7513176503246766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7513176503246766
hsa-miR-5698	0.0	0.0	0.0	0.0	0.22549587105785301	0.0	0.0	3.4837581389299523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7092540099878053
hsa-miR-4745-3p	0.0	0.0	0.0	0.0	0.22549587105785301	0.0	0.0	0.0	0.0	0.0	0.0	3.441837252725505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.667333123783358
hsa-miR-6848-5p	0.0	0.0	0.0	0.0	0.45099174211570603	2.5341412175534894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6249854170069364	0.0	3.610118376676132
hsa-miR-3144-3p	0.0	0.0	0.0	0.0	0.676487613173559	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8526153490674084	0.0	0.0	0.0	3.5291029622409673
hsa-miR-10396a-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.489950686996793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.489950686996793
hsa-miR-3682-3p	0.0	0.0	0.0	0.0	0.0	2.5341412175534894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9508717830224696	0.0	0.0	0.0	3.485013000575959
hsa-miR-3654	0.0	0.0	0.0	0.0	0.0	2.5341412175534894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9508717830224696	0.0	0.0	0.0	3.485013000575959
hsa-miR-4687-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4837581389299523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4837581389299523
hsa-miR-6852-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4837581389299523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4837581389299523
hsa-miR-876-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4837581389299523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4837581389299523
hsa-miR-10396a-5p	0.0	0.0	0.0	0.0	0.30066116141047067	0.0	0.0	0.7741684753177671	0.0	0.0	0.0	1.7209186263627525	0.0	0.0	0.0	0.0	0.31695726100748983	0.0	0.3472141205594091	0.0	3.4599196446578895
hsa-miR-5194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.441837252725505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.441837252725505
hsa-miR-512-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.441837252725505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.441837252725505
hsa-miR-3136-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.441837252725505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.441837252725505
hsa-miR-6727-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.441837252725505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.441837252725505
hsa-miR-1292-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.441837252725505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.441837252725505
hsa-miR-5703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.441837252725505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.441837252725505
hsa-miR-6883-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.441837252725505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.441837252725505
hsa-miR-4768-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.441837252725505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.441837252725505
hsa-miR-4667-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.441837252725505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.441837252725505
