name	SRX1169949	SRX1169948	SRX1169947	SRX1169946	SRX1169945	SRX1169944	SRX1169943	SRX1169942	SRX1169941	SRX1169940	SRX1169929	SRX1169921	SRX1169920	SRX1169923	SRX1169922	SRX1169925	SRX1169924	SRX1169927	SRX1169926	SRX1169958	SRX1169950	SRX1169951	SRX1169952	SRX1169953	SRX1169954	SRX1169955	SRX1169956	SRX1169957	SRX1169938	SRX1169939	SRX1169919	SRX1169932	SRX1169933	SRX1169930	SRX1169936	SRX1169937	SRX1169935
hsa-miR-618	5.205337841377408	3.95265970417484	7.069485977674563	19.14291313311174	7.987671949999632	5.5197511061051925	4.7297085099564145	5.201469212283331	13.436459403370815	6.427987258740332	8.124362450103662	15.575462027734956	2.1561791592093518	9.040785417074034	5.7242359858463745	13.279963503535594	17.838837847574528	7.4896064688411945	7.9858331320237905	6.684202011317309	7.721537595721081	18.929759235381194	17.128765933381295	9.379676852322923	4.650742643106481	11.375501623572475	6.140357161184229	16.573739981417912	15.635438706281336	10.948443491481678	7.63520276207537	11.392272393789845	16.948118419893024	7.677827604746203	9.71096595121125	11.407950008545866	2.319610005074423
hsa-miR-185-5p	469.42179661017326	1096.2042912911556	1825.0149954673718	1658.2410185711708	1025.7246047331257	1279.6749002701956	1846.8565789677807	1527.6450594990772	1920.1073722400322	1440.363606516199	2575.7063046753065	2252.33910865974	965.0804248484682	241.46431051435232	1462.5046349364734	2879.408557296012	526.2457165034485	821.581161281759	2056.352031496126	2600.8366438321596	1778.106768076194	1504.9158592128051	3076.936029575282	2751.154204855704	2276.35964908358	1803.1772256689637	2483.5551732289787	1646.6498134479325	1746.198609835772	2771.252729547803	856.9959139063433	2213.8602942851808	2148.9407103166263	2466.2141994895396	2191.3223093876622	1889.1767124771575	667.9372238421446
hsa-miR-377-5p	0.0	0.2027004976499918	0.0	0.0	0.0	0.0	0.0	0.26448148537033883	0.0	0.28254889049408055	0.0	0.0	1.1415066136990686	2.202242601594957	0.8285078400567122	0.0	0.0	0.9675568165488624	0.0	0.4092368578357536	0.44547332283006236	1.1955637411819702	0.653215650001829	0.35619026021479455	0.0	0.3204366654527458	0.7309949001409797	0.0	0.2895451612274321	2.01681853790452	1.6308200074335741	0.0	0.0	0.0	0.0	0.4038212392405616	0.0
hsa-miR-30b-3p	0.0	0.0	0.27190330683363706	0.22130535414002014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3805022045663562	0.0	0.22595668365183058	0.0	0.0	0.1075063129498736	0.0	0.0	0.0	0.0	0.21773855000060968	0.35619026021479455	0.0	0.0	0.2923979600563919	0.0	0.0	0.5762338679727199	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-1468-5p	0.11075186896547677	0.5067512441249795	0.0	0.7745687394900704	0.0	0.8317433173583166	1.0405358721904112	0.4408024756172314	0.7464699668539342	0.7063722262352014	1.1336319697819064	0.8237023187744448	0.2536681363775708	1.4488438168387874	0.9791456291579326	0.0	0.8701872120768062	0.6808733153491995	0.0	1.0912982875620096	0.44547332283006236	0.7970424941213134	0.29031806666747956	0.35619026021479455	0.35774943408511395	0.3204366654527458	0.2923979600563919	1.9498517625197545	1.3512107523946835	0.8643508019590799	0.14825636431214312	0.45569089575159377	0.3228213032360576	0.5758370703559652	0.7140416140596508	0.8076424784811232	0.6627457157355494
hsa-miR-610	0.11075186896547677	0.0	0.27190330683363706	0.0	0.0	0.30245211540302425	0.37837668079651315	0.17632099024689257	0.18661749171348355	0.14127444524704028	0.0	0.5241742028564649	0.634170340943927	0.8693062901032725	0.5272322618542714	0.0	0.8701872120768062	1.2184048800985674	0.0	0.2728245718905024	0.0	0.0	0.9435337166693086	0.4749203469530594	2.3253713215532406	0.0	0.0	0.0	0.0	0.0	0.667153639404644	0.0	0.0	0.0	0.0	0.6057318588608425	0.0
hsa-miR-4639-3p	0.0	0.0	0.27190330683363706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14515903333373978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-150-3p	0.0	0.0	0.27190330683363706	0.0	0.0	0.15122605770151212	0.0	0.0	0.18661749171348355	0.4238233357411208	0.0	0.14976405795898998	0.8878384773214978	0.6374912794090665	0.6778700509554918	0.0	0.0	0.788379628299073	0.0	0.9548860016167584	0.0	0.3985212470606567	0.14515903333373978	0.2374601734765297	2.3253713215532406	0.9613099963582373	0.2923979600563919	2.437314703149693	0.0	0.0	0.4447690929364293	0.0	0.3228213032360576	0.0	0.0	0.2019106196202808	0.2209152385785165
hsa-miR-342-3p	938.2344579410365	1354.8501262925452	741.8881726955786	803.6703935594832	882.6377504749593	909.3222849591924	834.3205811563115	815.5727403870015	833.4337179924175	1417.8303324992962	468.1900035199273	518.8575787989207	607.5351866242821	662.4693468113672	478.802212658229	652.2805603207189	479.9082474603586	343.3751635618963	724.714356731159	1896.1307746389916	1446.0064059063825	786.6809416977364	728.2628702353725	1233.0119507768804	1006.170283364383	1319.3979700016807	802.7785993348239	731.1944109449079	386.7358203461069	232.22224879300612	421.8634846502032	541.816475048645	1114.5405494224888	572.3820479338294	648.9210188574107	910.4149838678462	1173.3912897097903
hsa-miR-6780a-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2923979600563919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6749-3p	0.7752630827583373	3.141857713574873	1.6314198410018224	2.545011572610232	1.0752635317307195	1.361034519313609	4.256737658960773	0.617123465864124	3.4524235966994454	1.3421072298468826	1.8893866163031772	1.7222866665283847	2.0293450910205664	2.8976876336775748	1.4310589964615936	0.0	1.3052808181152094	1.5409238189481884	0.0	1.7733597172882656	2.672839936980374	0.0	1.379010816670528	1.8996813878122376	1.9676218874681266	3.8452399854329493	1.0233928601973716	0.9749258812598772	1.737270967364593	0.8643508019590799	4.521819111520365	2.050609030882172	0.3228213032360576	2.495293971542516	1.856508196555092	1.4133743373419656	1.4359490507603572
hsa-miR-7-5p	31.951914196540034	24.324059717999017	47.7190303493033	15.491374789801409	18.586698191345295	22.079004424420766	26.675555996154173	81.63661848431128	78.8458902489468	64.27987258740335	132.634940464483	199.63548925933358	174.14317562320235	42.36419320436613	82.24823284926633	118.73849720808295	44.37954781591712	56.51248517398353	199.64582830059476	58.248046098622275	80.33368921702123	87.87393497687476	339.0189223509493	250.28302284426218	110.54457513230018	63.766896425096405	125.14632690413575	19.985980565827475	18.916950533525572	31.40474580451323	20.014609182139317	157.44120448217564	111.69617091967592	118.23854511309152	80.25827742030474	53.809180128804854	19.219625756330935
hsa-miR-6125	0.0	0.0	0.0	0.22130535414002014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-144-3p	1.2736464931029827	2.027004976499918	39.69788279771101	4.868717791080443	10.906244393268727	62.68320091727677	8.040504466925904	128.89064387047847	94.52175955287942	37.36709076784215	162.86512632533388	60.72932550237043	455.9684751386835	366.61543941288676	158.0943596617308	196.07475525808437	141.8405155685194	298.7242082500488	1746.900997630204	1.6369474313430143	9.057957564211268	8.169685564743464	260.92336241739724	300.98076988150143	118.41506268217272	165.02488270816409	77.04686247485927	5.362092346929324	94.19869245265792	17.287016039181598	845.1354047613718	143.99832305750363	40.029841601271144	57.967598415833834	54.26716266853346	161.32658507660437	65.50136823853013
hsa-miR-331-5p	1.2736464931029827	3.141857713574873	7.3413892845082005	2.545011572610232	4.45466320288441	3.4025862982840227	4.7297085099564145	0.8816049512344628	5.691833497261248	8.547103937445936	9.446933081515885	6.364972463257073	6.975873750383197	9.446461685788895	11.222515288040919	3.9058716186869398	1.7403744241536123	8.815517661889636	7.9858331320237905	8.866798586441329	6.088135412010852	3.9852124706065672	7.403110700020729	17.33459266378667	18.602970572425924	6.248514976328543	1.9005867403665473	4.874629406299386	8.396809675595533	2.8811693398635994	11.93463732712752	10.480890602286657	6.2950154131031235	7.485881914627548	7.711649431844228	7.874514165190952	2.6509828629421976
hsa-miR-607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14127444524704028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19303010748495478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-889-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17917718824978934	0.0	0.0	0.2969822152200416	0.0	0.21773855000060968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-26b-5p	21.430486644819755	42.26305376002329	265.3776274696298	37.621910203803424	78.03341058845794	102.00197591966993	149.1750064040253	176.84995321763324	178.87286580737398	261.14581203915395	240.51891625539446	371.11533562237713	266.8588794692045	147.93661265801913	226.1826403354824	311.94894661246354	198.4026843535118	126.63049150906778	333.4085332619932	97.2619598789641	83.60049358444171	81.49759502390431	251.34286621737044	534.5228504956684	426.25845071241326	185.5328292971398	152.77793412946477	54.108386409923185	153.4106779236678	52.725398919503874	182.9483535611846	348.37568980209346	228.88030399436485	193.097364259367	171.08437072869233	234.41822937914603	77.20987588319151
