name	SRX326607	SRX326606	SRX326605	SRX326604	SRX326603	SRX326602	SRX326601	SRX326620	SRX326629	SRX326628	SRX326623	SRX326609	SRX326608	SRX326622	SRX326625	SRX326624	SRX326627	SRX326600	SRX326618	SRX326619	SRX326621	SRX326610	SRX326611	SRX326612	SRX326598	SRX326614	SRX326615	SRX326616	SRX326617	SRX326632	SRX326633	SRX326630	SRX326631	SRX326636	SRX326637	SRX326634	SRX326635	SRX326638	SRX326639	SRX326599	SRX326613	SRX326626
hsa-miR-484	252.14465909839194	319.62417646353276	183.612353699139	296.52596846167694	191.897474951659	319.6836814099733	245.886798039708	423.1205969939378	293.02440813421725	97.38647753907358	292.8442280172151	134.72771743297835	281.2788615036399	278.8407009452323	280.85453608312747	473.0863372094683	243.6305643882859	182.2463819211589	246.54838765945914	36.80926069032954	304.1739244746647	293.2542469049856	138.5602150322575	328.07638032451416	261.19384102392587	222.88868366282307	354.5093590470788	236.27488257948147	427.61802372560624	248.80140290752547	128.41700203057403	179.90190628400188	368.83680953931935	217.19474307870914	285.2899866174137	298.16291205139316	272.2623740470817	130.57904552298024	277.1078954888099	243.18052546958387	337.17721509810497	359.0893272828862
hsa-miR-5589-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.398308701591303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4330501257685828	0.0	0.0	0.0	0.0	0.0	0.0	0.6667887630979539	0.19054426014474313	0.0	0.0	0.0	0.629027644349657	0.17822508313086222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46214842636150083
hsa-miR-30b-3p	1.3833832796180978	0.9349641601524151	0.20311101072913604	1.6270286335345787	1.9761799588517728	4.711127936568028	1.4004943745142036	0.7059069018917882	1.039323992495561	0.796617403182606	2.204850450506068	1.9110314529500474	1.4789997497801333	2.198068588532237	0.8264478746928714	0.761507182630935	1.7222388999715696	0.0	0.5206935325437363	0.0	0.18753016305466383	4.024071998696201	0.4123815923579093	0.6755175984718891	3.1053428919621306	0.3860212740956409	2.6671550523918155	0.5716327804342294	0.5755289686751094	0.9776086558252474	1.7439345954769312	0.0	1.3366881234814667	0.8575088559227095	0.8878319085604162	1.0768323468950796	4.040999985856501	2.0089083926612346	5.4789393784859755	3.9106474684063426	2.3726309115582054	2.079667918626754
hsa-miR-1301-3p	11.897096204715641	21.37060937491235	22.443766685569532	52.87843058987381	16.849534385999327	46.77477022735399	39.8140543611895	53.50774316339754	13.121465405256458	23.69936774468253	22.950488780267708	10.03291512798775	20.571541974214583	23.760074742705605	20.247972929975347	21.89333150063938	26.760942907250545	17.627998251302575	33.84507961534286	4.54702632057012	9.188977989678527	32.69558498940663	5.77334229301073	4.0531055908313345	33.23867021396503	12.429885025879637	22.670817945330434	21.4362292662836	15.922968133344693	13.882042912718513	12.841700203057403	11.951525242643482	16.0402574817776	17.640182178981455	28.114677104413175	15.195300895075013	59.94149979020475	5.580301090725651	43.831515027887804	25.007561442703718	28.603383767118366	18.254862841279284
hsa-miR-3926	0.1844511039490797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2004409500460062	0.0	0.0	0.0	0.27548262489762376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.336749998821375	0.0	0.0	0.0	0.39543848525970093	0.0
hsa-miR-6715b-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5974630523869545	0.2004409500460062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4445258420653026	0.0	0.0	0.0	0.0	0.3145138221748285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-2114-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18753016305466383	0.0	0.0	0.0	2.760304792855227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3920	0.0	0.5342652343728087	0.20311101072913604	1.4914429140733638	0.8320757721481149	1.5142911224682947	1.0003531246530024	1.129451043026861	0.12991549906194513	0.5974630523869545	0.4008819000920124	0.0	0.13445452270728483	0.3140097983617481	0.27548262489762376	0.0	0.9273594076769991	0.5423999461939253	0.0	0.0	0.0	2.0120359993481003	0.0	0.22517253282396305	0.6900761982138067	0.15440850963825636	0.8890516841306052	0.0	0.3836859791167396	0.29328259674757423	1.7439345954769312	0.0	0.0	0.4900050605272626	0.0	0.8375362698072841	0.0	0.0	0.0	1.0291177548437744	0.2636256568398006	0.9242968527230017
hsa-miR-629-5p	791.0185592856283	727.2685502899858	246.37365601444202	699.4867267004076	901.9701370085565	987.3178118493281	465.56434421350735	719.8838585492456	426.5125834203659	638.0905399492674	935.4579138647109	1183.1673483076981	461.98574002223074	484.6217888049646	337.1907328746915	608.2538621264592	1590.553864081436	216.68877850447316	518.6107584135614	483.06741529485413	247.1647549060469	1099.0746646439	1177.7618277741888	459.12679442806063	423.36174760417043	372.5105295022935	876.8272234738093	757.9850668557882	673.3688933498779	544.5280212946628	749.0991785116818	701.9948510942171	783.2992403601395	700.4622340237219	763.831385331478	774.2424574175623	734.4517474294189	164.5072761545922	606.8979003861388	571.1603539382947	306.728451733108	955.491871502403
hsa-miR-2467-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5509652497952475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-5006-3p	0.46112775987269927	0.0	0.0	0.8135143167672894	0.20801894303702873	2.355563968284014	0.0	0.5647255215134305	0.0	0.0	0.3006614250690093	1.6721525213312916	0.0	0.837359462297995	0.5509652497952475	0.0	0.0	0.0	0.0	0.0	0.18753016305466383	0.0	0.8247631847158186	0.0	0.34503809910690336	0.3860212740956409	0.6667887630979539	0.4763606503618578	0.3836859791167396	0.0	0.6341580347188841	1.258055288699314	0.35645016626172443	0.0	0.0	0.3589441156316932	0.0	0.0	2.5287412516089116	0.5145588774218872	0.39543848525970093	0.0
hsa-miR-1298-3p	0.46112775987269927	0.0	0.0	0.0	0.0	0.3365091383262877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26495983076485685	0.0	0.0	0.0	0.18753016305466383	0.0	0.0	0.0	0.0	0.23161276445738455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1160602181451302	0.0	0.0	0.0	0.0
hsa-miR-493-3p	12.54267506853742	13.089498242133812	35.34131586686967	68.3352026084523	64.06983445540484	103.81306917365976	56.41991623042934	39.24842374518342	6.430817203566284	17.923891571608635	74.16315151702229	37.50399226414468	63.52976197919209	7.640905093469204	58.54005779074505	15.230143652618699	46.76541012999724	28.47599717518108	20.307047769205717	13.641078961710358	1.2189460598553148	109.15295296463445	1.0309539808947732	4.841209455715205	42.554698889851416	20.767944546345483	28.671916813212018	37.44194711844202	26.6661755486134	18.37904272951465	66.11097511944367	39.7859985051158	22.099910308226914	31.85032893427207	33.14572458625553	40.919629182013026	170.73224940243713	6.026725177983704	99.67455100091793	114.23207078765896	87.9191565560735	12.246933298579773
hsa-miR-4520-2-3p	0.0	0.46748208007620756	0.0	0.33896429865303723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23887893161875592	0.13445452270728483	0.20933986557449874	0.13774131244881188	0.19037679565773374	0.19871987307364267	0.0	0.6508669156796704	0.0	0.0	0.0	0.0	0.0	0.11501269970230113	0.0	0.0	0.0	0.0	0.09776086558252474	0.0	0.0	0.08911254156543111	0.0	0.0	0.0	0.0	0.0	0.42145687526815195	0.15436766322656614	0.5272513136796012	0.0
hsa-miR-3688-5p	0.3689022078981594	0.0	0.3046665160937041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15440850963825636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23929607708779546	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-548c-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23002539940460226	0.0	0.0	0.0	0.0	0.0	0.31707901735944205	0.0	0.0	0.0	0.0	0.23929607708779546	0.0	0.0	0.0	0.0	0.2636256568398006	0.46214842636150083
hsa-miR-218-2-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18753016305466383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.735007590790894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3190-3p	0.27667665592361956	0.0	0.9139995482811122	2.0337857919182234	0.7280663006296005	2.8603276757734455	2.2007768742366056	2.258902086053722	0.12991549906194513	0.398308701591303	0.8017638001840248	0.0	1.4789997497801333	0.5233496639362468	1.377413124488119	2.2845215478928047	1.8547188153539982	0.0	2.082774130174945	0.4330501257685828	0.18753016305466383	0.0	0.4123815923579093	0.0	0.4600507988092045	0.3860212740956409	0.0	1.1432655608684588	0.3836859791167396	0.0	0.6341580347188841	1.887082933048971	0.44556270782715557	0.0	0.0	0.23929607708779546	3.3674999882137504	2.0089083926612346	0.0	0.6174706529062646	0.5272513136796012	0.0
hsa-miR-122-5p	12756.084995806505	11981.432146044606	25978.507605288687	15466.669776099166	28895.183310973032	37620.71213746398	24326.187144061852	14728.041601070268	2520.8153860484526	203809.18543679826	8015.934253764856	8732.69710318686	31796.881166000378	3331.3299508197856	11630.187716615432	7060.313843762713	6334.129714264668	114651.41582657956	53286.474386694616	486400.8186379578	9769.383844332711	15140.570895094455	4080.515856381512	768.4012682617739	3071.069107450845	5075.716528828763	65652.02161462454	27708.66049385833	61624.860242382114	20488.037882726458	6436.862591905353	68256.26145911454	7976.820045688	24532.225856562534	51042.048311077364	8421.666488989329	20308.887303918895	135505.11211382924	36030.76972354958	4852.084390537428	9072.413354484897	24179.143518807363
hsa-miR-6769b-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.336749998821375	0.0	0.0	0.0	0.0	0.0
ebv-miR-BART2-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2026457002760371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67349999764275	0.0	0.0	0.0	0.0	0.0
hsa-miR-3918	0.0	0.0	0.20311101072913604	0.2711714389224298	0.0	0.0	0.0	0.0	0.0	0.398308701591303	0.0	0.0	0.0	0.20933986557449874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34503809910690336	0.15440850963825636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6696361308870782	0.0	0.0	0.0	0.0
hsa-miR-582-3p	23.333064649558583	178.7117208977045	42.45020124238943	131.38256215791722	67.39813754399731	165.7307506256967	86.83065121988061	113.6510112045779	21.95571934146873	206.32390742429496	47.00340278578845	445.5092074689798	26.89090454145697	186.2078104285166	34.98629336199822	16.75315801788057	127.31319868251373	61.833593866107485	172.34955927197672	71.45327075181616	39.943924730643396	90.54161997066451	66.8058179619813	22.404667015984323	48.190321175264174	64.15673575469552	186.47859074639445	44.777901134014634	32.805151214481235	33.14093343247589	59.610855263575104	80.20102465458126	83.40933890524352	196.3695280063005	18.940414049288876	71.19058293361915	72.23287474718494	15.178418966773773	11.800792507508254	66.06935986097031	43.1027948933074	98.89976324136119
hsa-miR-19a-5p	0.0	0.0	0.0	0.2711714389224298	0.0	0.8412728458157193	0.0	0.0	0.5196619962477805	0.0	0.0	0.0	0.13445452270728483	0.6280195967234962	0.0	0.0	0.0	0.0	0.0	0.0	0.18753016305466383	0.0	0.8247631847158186	0.0	0.0	0.15440850963825636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20582355096875488	0.0	0.0
hsa-miR-3916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4008819000920124	0.0	0.0	0.0	0.27548262489762376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4445258420653026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-642a-5p	0.0	0.801397851559213	0.4062220214582721	0.2711714389224298	0.0	1.0095274149788631	0.0	1.2706324234052186	0.0	0.0	0.2004409500460062	0.0	0.3361363067682121	0.837359462297995	0.0	0.3807535913154675	1.0598393230594274	0.0	1.5620805976312089	0.0	0.28129524458199573	0.0	0.0	0.0	0.23002539940460226	0.0	1.1113146051632565	0.0	0.9592149477918489	0.0	0.31707901735944205	0.7862845554370712	0.5346752493925867	0.0	0.0	0.5982401927194887	0.0	0.0	0.42145687526815195	0.5145588774218872	0.0	2.079667918626754
hsa-miR-4687-3p	0.27667665592361956	1.0685304687456174	0.0	1.7626143529957936	0.41603788607405745	1.8508002607945824	1.4004943745142036	1.6941765645402915	0.12991549906194513	0.398308701591303	0.6013228501380186	0.0	0.3361363067682121	0.4186797311489975	0.6887065622440595	0.5711303869732012	0.7948794922945707	0.0	1.0413870650874726	0.0	0.18753016305466383	0.0	0.0	0.0	0.23002539940460226	0.3088170192765127	1.7781033682612104	1.2385376909408303	0.3836859791167396	0.19552173116504948	0.31707901735944205	1.1007983776118997	0.0	1.2250126513181565	0.0	1.1964803854389774	1.8521249935175625	0.6696361308870782	1.05364218817038	0.6174706529062646	0.0	0.9242968527230017
hsa-miR-6766-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6667887630979539	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-211-5p	0.0	0.0	0.0	0.0	0.0	0.6730182766525754	0.0	0.0	0.0	0.0	0.3006614250690093	0.0	0.13445452270728483	0.0	0.27548262489762376	0.0	0.0	0.0	0.0	0.0	0.18753016305466383	0.0	0.4123815923579093	0.0	0.0	0.15440850963825636	0.0	0.5716327804342294	0.0	0.0	0.0	0.0	0.26733762469629335	0.2450025302636313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46214842636150083
hsa-miR-3911	0.5533533118472391	0.5342652343728087	0.0	0.5423428778448596	0.0	1.0095274149788631	1.4004943745142036	0.0	0.454704246716808	0.0	0.4008819000920124	1.9110314529500474	0.3361363067682121	0.0	0.0	0.0	1.192319238441856	0.5423999461939253	0.7810402988156044	0.0	0.0	0.0	3.0928619426843196	0.0	0.34503809910690336	0.7720425481912818	0.8890516841306052	0.19054426014474313	0.0	1.8574564460679701	0.0	0.0	0.5346752493925867	0.6125063256590783	0.8878319085604162	0.23929607708779546	0.8418749970534376	3.5713926980644173	0.0	1.1320295303281518	0.2636256568398006	0.0
hsa-miR-520a-5p	0.0	0.0	0.0	0.0	0.0	0.5047637074894316	0.6002118747918015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3145138221748285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4724-5p	1.6600599355417174	3.0720250976436496	1.0155550536456803	1.7626143529957936	1.8721704873332585	3.0285822449365893	3.201129998889608	4.094260030972372	1.364112740150424	0.9957717539782575	1.9041890254370588	4.777578632375119	0.8739543975973515	3.5587777147664785	3.5812741236691092	0.761507182630935	3.4444777999431393	0.813599919290888	8.851790053243517	3.247875943264371	0.7501206522186553	9.557170996903476	1.2371447770737278	0.22517253282396305	1.3801523964276134	0.9264510578295382	8.445990999240749	4.477790113401463	0.0	0.7820869246601979	1.7439345954769312	1.7298260219615567	0.5346752493925867	5.757559461195336	5.326991451362496	1.794720578158466	1.5153749946961876	0.0	2.3180128139748355	1.9553237342031713	2.8998822252378065	4.159335837253508
hsa-miR-3059-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29328259674757423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-3912-5p	0.0	0.0	0.0	0.2711714389224298	0.0	0.0	0.0	0.0	0.6495774953097256	0.398308701591303	0.2004409500460062	0.0	0.20168178406092727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28129524458199573	0.0	0.0	0.0	0.0	0.3860212740956409	0.0	0.4763606503618578	0.0	0.19552173116504948	0.31707901735944205	0.0	0.35645016626172443	0.0	0.0	0.8375362698072841	0.0	0.0	0.0	0.0	0.2636256568398006	0.0
hsa-miR-671-3p	4.795728702676072	6.144050195287299	6.093330321874081	4.609914461681306	4.992454632888689	12.619092687235788	14.405084995003236	9.45915248534996	1.6889014878052868	2.389852209547818	5.011023751150155	1.6721525213312916	4.638681033401327	6.280195967234962	6.198359060196535	6.09205746104748	6.75647568450385	2.440799757872664	3.384507961534286	0.0	1.4064762229099785	13.078233995762652	1.0309539808947732	2.0265527954156672	7.245800081244971	1.8529021156590764	9.779568525436657	4.573062243473835	1.9184298955836978	2.346260773980594	1.1097765607580472	3.931422777185356	5.257639952360435	3.797539219086285	7.694543207523607	3.1108490021413413	13.806749951676377	0.6696361308870782	11.168607194606027	6.9980007329376654	9.754149303072623	9.242968527230017
hsa-miR-92b-5p	6.916916398090489	1.602795703118426	6.70266335406149	4.745500181142521	4.992454632888689	4.206364229078596	12.20430812076663	6.0707993562693785	4.80687346529197	3.584778314321727	7.616756101748235	4.5386997007563625	10.01686194169272	1.151369260659743	2.754826248976238	7.805448621967083	6.623995769121422	0.0	3.384507961534286	0.4330501257685828	2.250361956655966	0.0	4.536197515937002	0.0	1.1501269970230112	3.0881701927651273	3.1116808944571184	4.954150763763321	10.935050404827077	2.7373042363106928	3.6464086996335836	4.08867968827277	4.633852161402418	1.9600202421090505	6.214823359922913	4.78592154175591	6.0614999787847506	39.73174376596664	4.0038403150474435	0.6174706529062646	0.6590641420995015	5.083632689976509
hsa-miR-6757-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4717707332622427	0.0	0.0	0.0	0.0	0.336749998821375	0.44642408725805216	0.0	0.0	0.0	0.0
hsa-miR-107	95.17676963772502	351.32391370298484	132.59763817100466	114.29876150580402	158.92647248029033	105.04693601418931	132.8468949539185	79.1556939321324	668.9998624194834	164.4351089736095	92.58701550875094	105.46504830968084	91.1937800262162	353.2610231569654	68.09012212052937	103.7870830994077	80.19450877816318	902.1919105025609	79.57932822376773	221.43296430966842	489.1411753009171	60.52874964705538	104.12635207037219	102.19080114660845	515.4485824991483	623.3471534096429	78.45881112452597	96.32012350316754	112.03630590208776	467.88350267796517	119.64448255029589	125.28133916630654	116.05423329871337	408.7050542347801	97.95745391116596	77.492046296931	164.8391244230629	115.47503057074947	136.90324164960452	561.7439264814765	454.4686635870786	66.01020023196774
hsa-miR-6855-3p	0.0	0.0	0.20311101072913604	0.0	0.20801894303702873	0.3365091383262877	0.400141249861201	0.5647255215134305	0.0	0.0	0.4008819000920124	0.0	0.13445452270728483	0.0	0.0	0.761507182630935	0.0	0.0	0.0	0.0	0.18753016305466383	0.0	0.0	0.0	0.0	0.3088170192765127	0.0	0.0	0.0	0.0	0.0	0.0	0.17822508313086222	0.0	0.0	0.3589441156316932	0.0	0.8928481745161043	0.0	0.0	0.0	0.0
hsa-miR-24-2-5p	18.62956149885705	10.551738378862972	16.147325352966316	34.303187023687364	33.90708771503568	52.49542557890088	44.61574935952391	36.565977517994625	3.9624227213893266	16.13150241444777	38.985764783948206	18.15479880302545	22.924496121592068	14.75846052300216	27.961486427108813	21.32220111366618	45.705570806937814	10.305598977684582	26.29502339345868	7.1453270751816165	3.7506032610932762	32.192575989569605	2.6804803503264103	9.232073845782486	17.02187955594057	3.8602127409564093	28.89417973424467	21.81731778657309	15.155596175111212	6.843260590776731	14.268555781174891	23.588536663112134	24.0603862226664	12.98513410397246	26.339013287292346	24.647495940042933	56.742374801401695	4.017816785322469	37.509661898865524	17.083354730406654	11.994967386210927	33.736835124389565
hsa-miR-5589-3p	0.0	0.0	0.0	0.0	0.20801894303702873	0.0	0.0	0.0	0.0	1.7923891571608634	0.2004409500460062	0.0	0.0	0.0	0.0	0.0	0.0	1.3559998654848133	0.0	2.3817756917272055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9592149477918489	0.0	0.0	0.0	0.0	1.2250126513181565	0.0	0.0	0.0	0.0	0.8429137505363039	0.0	0.2636256568398006	0.0
