name	mean Cancer	noSamples_Cancer	stddev Cancer	mean Normal	noSamples_Normal	stddev Normal	FC 	log2(FC) 	t-statistics 	p-value 	p-value_cor 
hsa-miR-764	0.933565439707535	142.0	0.950837080676832	0.864736427037021	50.0	0.9679032480046936	0.9262729641190696	-0.11049068979276114	-0.4381522869569303	0.6617736249331436	1.0
hsa-miR-5187-5p	0.06577325318488624	142.0	0.22408637854641728	0.04086896355077751	50.0	0.16358515403382462	0.62136144362354	-0.6864953719646003	-0.72062486345133	0.4720260192242247	1.0
hsa-miR-6739-3p	0.005432067421285361	142.0	0.06473055398073876	0.0	50.0	0.0	0.0	-Infinity	-0.5923816975988703	0.5542993355504104	1.0
hsa-miR-760	8158.058038680769	142.0	2093.7634843052124	7253.3078428892195	50.0	1190.429868444375	0.8890973572997704	-0.16958669022693193	-2.8922001674237703	0.0042718592838507765	1.0
hsa-miR-26b-3p	2.5509165040296926	142.0	1.710846042820612	3.1925551563212684	50.0	1.6509915809396158	1.2515325967266968	0.3236958671537143	2.3011375229034092	0.022469039111337522	1.0
hsa-miR-138-5p	1051.3427575055885	142.0	313.69038463699286	993.4753170573669	50.0	197.41637267407464	0.9449585398909128	-0.08167706249114765	-1.220890381565846	0.223640437406326	1.0
hsa-miR-9851-3p	6.2898282906410365	142.0	1.5607406864583848	6.16239239635806	50.0	1.419133784320618	0.9797393683270185	-0.02953008242615286	-0.5080003126059621	0.6120423711467875	1.0
hsa-miR-548j-5p	0.28417269404394113	142.0	0.5431440862004991	0.3986809218946454	50.0	0.7647684889755824	1.402952958713894	0.4884666359229202	1.1451309314344598	0.2535953146053712	1.0
hsa-miR-598-3p	0.47184366618021734	142.0	1.6520576585119473	0.33570953137319093	50.0	0.598059856251609	0.7114846620511147	-0.49109543893856505	-0.5688749565280679	0.5701128234426747	1.0
hsa-miR-548u	0.009702042392397277	142.0	0.08165111776077758	0.0	50.0	0.0	0.0	-Infinity	-0.8387776266721888	0.4026481387967694	1.0
hsa-miR-129-1-3p	150.87598614541415	142.0	39.3336271812011	154.91020689035375	50.0	41.2054497701195	1.026738653698352	0.03806900444522152	0.616005842785994	0.5386279294394158	1.0
hsa-miR-548q	0.009042538361085142	142.0	0.10775428066513613	0.0	50.0	0.0	0.0	-Infinity	-0.592381697598868	0.5542993355504223	1.0
hsa-miR-589-5p	4.656921194394942	142.0	7.838092388429478	4.280696808175413	50.0	3.9067054714466183	0.9192117773707763	-0.12153081230198286	-0.32508793619966275	0.7454722008427095	1.0
hsa-miR-548n	0.03531625605242883	142.0	0.2099949701460268	0.0064238288075318135	50.0	0.04542332910987236	0.18189438874820998	-2.458827056845712	-0.9634264192157653	0.33655814228114433	1.0
hsa-miR-548l	0.11527069329988635	142.0	0.7457461259232863	0.10995219632738869	50.0	0.3114682121816363	0.9538608052034427	-0.06814934259188915	-0.04888364968509152	0.961063366480329	1.0
hsa-miR-12114	0.0030141794536950534	142.0	0.035918093555045175	0.0	50.0	0.0	0.0	-Infinity	-0.5923816975988726	0.5542993355504104	1.0
hsa-miR-548k	0.789954859307791	142.0	1.7169871631730635	0.9122465890321363	50.0	1.5940719473986267	1.1548085036548863	0.20765363628851055	0.44104263108720876	0.6596835790669848	1.0
