name	SRX2409152	SRX2409153	SRX2409150	SRX2409151	SRX2409149	SRX2409148
hsa-miR-451b	0.8583117551373893	9.327946098981688	17.917913627110853	0.7759417272196811	1.139748487902013	3.1044339565824512	33.12429565293408
hsa-miR-379-3p	9.870585184079976	4.27530862869994	0.6891505241196482	1.3301858180908819	7.345045810924084	9.579396208882992	33.08967217479752
hsa-miR-940	1.4305195918956488	0.5182192277212048	0.0	2.882069272530244	17.7294209229202	10.466377339335121	33.02660635440242
hsa-miR-6866-5p	7.009546000288679	5.5708566980029515	3.997073039893959	8.313661363068013	1.5196646505360174	6.474962252300541	32.88576400409016
hsa-miR-6837-3p	5.2929224900139005	4.793527856421145	3.7214128302461	5.542440908712008	7.724961973558088	5.587981121848412	32.66324718079966
hsa-miR-4511	0.8583117551373893	1.6842124900939157	1.3783010482392963	5.099045636015047	7.724961973558088	15.699566009002682	32.44439891204642
hsa-miR-136-3p	5.435974449203465	2.072876910884819	0.0	0.33254645452272047	6.458574764778073	17.917018835133003	32.216991414522084
hsa-miR-3150b-3p	0.8583117551373893	3.23887017325753	0.5513204192957185	1.8844299089620826	6.458574764778073	18.98139619167556	31.972903213106356
hsa-miR-6805-5p	1.0013637143269543	8.939281678190783	16.677442683695485	2.1061275453105632	1.6463033714140187	0.8869811304521289	31.25750012338993
hsa-miR-200b-5p	1.4305195918956488	1.0364384554424095	0.0	0.22169763634848033	25.45438289647829	2.9270377304920254	31.07007631065685
hsa-miR-659-5p	3.0040911429808625	2.2024317178151205	3.3079225157743113	1.7735810907878427	10.63765255375212	10.022886774109057	30.948565795219316
hsa-miR-431-3p	4.434610734876511	2.2024317178151205	0.0	1.6627322726136025	7.345045810924084	15.256075443776618	30.900895980005934
hsa-miR-148b-5p	5.86513032677216	4.404863435630241	0.8269806289435778	3.658010999749925	4.305716509852049	11.796849035013315	30.857550935961264
hsa-miR-2115-5p	0.42915587756869467	0.0	8.131976184611847	2.1061275453105632	1.6463033714140187	17.73962260904258	30.053185587947706
hsa-miR-411-3p	7.867857755426068	7.51417880195747	0.27566020964785926	1.5518834544393623	6.458574764778073	6.297566026210116	29.96572101245895
hsa-miR-10399-5p	2.145779387843473	2.5910961386060243	1.9296214675350147	1.6627322726136025	5.065548835120058	16.23175468727396	29.62653278899213
hsa-miR-95-3p	5.722078367582595	3.757089400978735	6.202354717076833	2.216976363484803	5.572103718632063	6.120169800119689	29.59077236787472
hsa-miR-3198	5.006818571634771	4.016199014839337	3.3079225157743113	8.535358999416493	6.711852206534076	1.9513584869946836	29.529509795193675
hsa-miR-196a-5p	0.42915587756869467	2.2024317178151205	11.302068595562229	0.44339527269696066	12.917149529556148	2.2174528261303226	29.511653819329478
hsa-miR-1468-5p	5.57902640839303	4.663973049490844	0.8269806289435778	3.5471621815756853	10.51101383287412	4.346207539215432	29.474363640492687
hsa-miR-3127-5p	3.576298979739122	4.404863435630241	5.099713878485396	3.9905574542726456	8.484794298826097	3.7253207478989414	29.28154879485244
hsa-miR-195-3p	8.440065592184327	6.089075925724156	0.5513204192957185	6.318382635931689	6.07865860214407	1.7739622609042578	29.25146543618422
hsa-miR-4669	3.1471431021704275	17.10123451479976	0.0	0.0	6.07865860214407	2.8383396174468127	29.165375836561072
hsa-miR-4677-3p	5.86513032677216	4.663973049490844	2.3431117820068037	8.978754272113452	2.4061356966820275	4.0801132000797935	28.33721832714508
hsa-miR-412-5p	6.72344208190955	3.627534594048434	0.0	1.3301858180908819	9.62454278672811	6.474962252300541	27.78066753307752
hsa-miR-3175	5.2929224900139005	3.757089400978735	2.7566020964785927	9.532998362984653	4.558993951608052	1.5965660348138322	27.495172336877765
hsa-miR-206	0.6198918231547811	1.4251028762333133	0.27566020964785926	0.11084881817424017	22.415053595406256	2.394849052220748	27.2414063748372
hsa-let-7i-3p	2.431883306222603	3.23887017325753	8.821126708731496	0.6650929090454409	1.3930259296580159	10.200283000199482	26.750282027114565
hsa-miR-491-5p	3.4332470205495573	0.7773288415818073	0.5513204192957185	3.436313363401445	5.192187555998059	12.949924504601082	26.34032170542767
hsa-miR-487a-5p	9.870585184079976	3.3684249801878314	0.0	1.5518834544393623	9.877820228484113	1.5965660348138322	26.265279882005117
hsa-miR-758-3p	9.870585184079976	4.793527856421145	0.0	1.3301858180908819	2.65941313843803	7.184547156662244	25.838259153692277
hsa-miR-376c-3p	1.2874676327060839	0.38866442079090363	0.0	0.44339527269696066	5.698742439510065	17.828320722087792	25.646590487791805
hsa-miR-1275	2.5749352654121678	2.331986524745422	2.4809418868307334	2.5495228180075236	13.04378825043415	2.660943391356387	25.642118136786383
hsa-miR-424-5p	1.2874676327060839	1.6842124900939157	1.102640838591437	1.2193369999166417	1.5196646505360174	18.803999965585135	25.61732257742923
hsa-miR-411-5p	10.87194889840693	5.4413018910726505	0.0	1.9952787271363228	2.4061356966820275	4.878396217486709	25.593061430784644
hsa-miR-3191-3p	6.43733816353042	2.8502057524666267	0.9648107337675074	7.759417272196811	5.8253811603880665	1.5078679217686193	25.34502100411805
hsa-miR-605-3p	8.440065592184327	3.627534594048434	0.0	7.42687081767409	3.419245463706039	2.2174528261303226	25.131169293743216
hsa-miR-501-5p	5.86513032677216	2.8502057524666267	0.0	8.978754272113452	5.065548835120058	2.1287547130851094	24.888393899557403
hsa-miR-18a-5p	4.506136714471293	4.4696408390953914	2.205281677182874	1.9952787271363228	1.836261452731021	9.756792434973418	24.76939184559032
hsa-miR-296-5p	0.8583117551373893	0.9068836485121085	0.6891505241196482	0.44339527269696066	13.550343133946155	8.248924513204798	24.69700884761706
hsa-miR-200a-5p	3.0040911429808625	1.5546576831636145	1.2404709434153667	0.6650929090454409	11.39748487902013	6.829754704481393	24.691552262106807
hsa-miR-656-3p	5.006818571634771	2.7206509455363252	0.0	0.33254645452272047	5.065548835120058	11.530754695877675	24.656319502691552
hsa-miR-125b-2-3p	6.866494041099115	3.627534594048434	0.0	4.2122550906211265	6.458574764778073	3.459226408763303	24.624084899310052
hsa-miR-193b-5p	4.577662694066076	2.461541331675723	9.785937442499003	0.9976393635681614	6.331936043900072	0.44349056522606445	24.5982074409351
hsa-miR-581	5.86513032677216	3.886644207909036	0.9648107337675074	5.764138545060488	3.419245463706039	4.523603765305857	24.42357304252109
hsa-miR-2115-3p	0.28610391837912974	0.2591096138606024	4.272733249541819	2.6603716361817638	0.8864710461460101	15.965660348138321	24.330449812247647
hsa-miR-4688	4.291558775686946	1.6842124900939157	0.0	5.099045636015047	11.650762320776133	1.3304716956781935	24.056050918250236
hsa-miR-3140-3p	2.8610391837912976	7.643733608887771	1.102640838591437	6.65092909045441	3.5458841845840405	2.1287547130851094	23.932981619394063
hsa-miR-490-5p	2.5749352654121678	0.7773288415818073	0.0	13.96695108995426	4.052439068096046	2.3061509391755353	23.677805204219815
hsa-miR-2278	2.431883306222603	2.5910961386060243	0.27566020964785926	7.759417272196811	6.838490927412078	3.6366226348537287	23.533170488939106
hsa-miR-590-3p	3.576298979739122	2.9797605593969276	1.6539612578871556	4.433952726969606	4.179077788974047	6.386264139255329	23.209315452222185
hsa-miR-3157-3p	1.0013637143269543	4.016199014839337	4.548393459189678	2.6603716361817638	5.572103718632063	5.233188669667561	23.03162021283736
hsa-miR-504-5p	9.155325388132152	2.9797605593969276	0.0	3.325464545227205	2.65941313843803	4.878396217486709	22.998359848681023
hsa-miR-4676-3p	3.2901950613599924	1.943322103954518	1.3783010482392963	3.7688598179241652	6.331936043900072	6.2088679131649025	22.921481988542943
hsa-miR-6514-5p	3.8624028981182517	2.9797605593969276	0.9648107337675074	4.877347999666567	8.484794298826097	1.6852641478590449	22.854380637634392
hsa-miR-301a-5p	5.435974449203465	2.8502057524666267	1.7917913627110853	8.091963726719532	1.3930259296580159	2.9270377304920254	22.48999895125075
hsa-miR-103a-2-5p	2.288831347033038	1.4251028762333133	0.9648107337675074	2.5495228180075236	1.2663872087800145	13.925603748098425	22.420258731919823
hsa-miR-450a-2-3p	1.7166235102747787	1.2955480693030121	4.134903144717889	5.985836181408969	3.2926067428280374	5.942773574029264	22.36829122256195
hsa-miR-6780a-5p	2.5749352654121678	3.23887017325753	10.337257861794722	2.5495228180075236	2.7860518593160317	0.7095849043617032	22.19622288214968
hsa-miR-3688-3p	0.42915587756869467	4.663973049490844	2.205281677182874	0.44339527269696066	3.9258003472180447	10.466377339335121	22.133983563492542
hsa-miR-3124-5p	2.7179872246017327	4.016199014839337	3.3079225157743113	3.436313363401445	4.305716509852049	4.346207539215432	22.130346167684305
hsa-miR-127-5p	3.1471431021704275	0.6477740346515061	0.0	0.22169763634848033	5.8253811603880665	11.974245261103741	21.81624119466222
hsa-miR-135a-3p	6.580390122719985	1.4251028762333133	0.27566020964785926	6.54008027228017	5.192187555998059	1.5965660348138322	21.60998707169322
hsa-miR-3605-3p	6.294286204340855	2.9797605593969276	1.516131153063226	2.9929180907044843	5.31882627687606	2.483547165265961	21.585469449647512
hsa-miR-660-3p	0.5722078367582595	0.2591096138606024	7.029335346020411	0.22169763634848033	1.5196646505360174	11.796849035013315	21.398864118537084
hsa-miR-4785	1.0013637143269543	0.6477740346515061	1.3783010482392963	0.9976393635681614	1.8995808131700216	15.256075443776618	21.18073441773256
hsa-miR-4659a-3p	3.21866908176521	3.4979797871181324	3.997073039893959	2.882069272530244	3.9891197076570455	3.4148773522406963	20.99978824120529
hsa-miR-136-5p	5.006818571634771	3.627534594048434	0.0	1.5518834544393623	5.952019881266068	4.6123018783510705	20.750558379739708
hsa-miR-6842-5p	3.2901950613599924	1.813767297024217	3.7214128302461	2.5495228180075236	6.585213485656075	2.660943391356387	20.62105488365029
hsa-miR-627-3p	2.5749352654121678	2.9797605593969276	2.0674515723589444	2.5495228180075236	4.305716509852049	5.942773574029264	20.420160299056874
hsa-miR-195-5p	4.148506816497381	3.325240044544398	1.470187784788583	1.6627322726136025	3.2081809289093703	6.474962252300541	20.289810099653877
hsa-miR-3143	2.145779387843473	8.809726871260482	0.6891505241196482	3.2146157270529647	1.6463033714140187	3.6366226348537287	20.142198516544315
hsa-miR-6764-5p	4.005454857307817	2.331986524745422	2.7566020964785927	4.655650363318086	4.43235523073005	1.5965660348138322	19.7786151073938
hsa-miR-1284	1.5735715510852137	6.348185539584759	4.272733249541819	0.5542440908712007	2.4061356966820275	4.6123018783510705	19.76717200611609
hsa-miR-3115	4.291558775686946	4.27530862869994	0.4134903144717889	8.202812544893773	2.1528582549260245	0.2660943391356387	19.60212285781411
hsa-miR-6513-5p	0.5722078367582595	0.5182192277212048	4.410563354365748	0.9976393635681614	2.4061356966820275	10.288981113244695	19.193746592340098
hsa-miR-610	3.1471431021704275	4.793527856421145	1.102640838591437	3.325464545227205	3.039329301072035	3.5479245218085156	18.956030165290766
hsa-miR-485-3p	0.8583117551373893	1.0364384554424095	0.8269806289435778	0.0	8.104878136192092	8.071528287114374	18.89813726282984
hsa-miR-1255a	1.0013637143269543	0.0	2.3431117820068037	14.74289281717394	0.25327744175600286	0.44349056522606445	18.784136320489765
hsa-miR-3675-5p	1.2874676327060839	1.943322103954518	2.4809418868307334	5.209894454189287	5.192187555998059	2.394849052220748	18.50866268589943
hsa-miR-6503-5p	0.0	0.0	4.134903144717889	0.0	3.9258003472180447	10.288981113244695	18.349684605180627
hsa-miR-3190-3p	3.8624028981182517	3.627534594048434	0.9648107337675074	3.325464545227205	3.5458841845840405	2.9270377304920254	18.253134686237463
hsa-miR-3130-3p	4.434610734876511	3.627534594048434	1.102640838591437	3.7688598179241652	3.165968021950036	2.1287547130851094	18.228368720475693
hsa-miR-30c-2-3p	2.145779387843473	1.5546576831636145	0.0	8.424510181242253	2.65941313843803	3.3705282957180898	18.15488868640546
hsa-miR-3180-3p	3.873406894978988	4.494555225043525	3.148887779439008	4.033191615108893	2.0359609741155613	0.45031349699877327	18.036315985684748
hsa-miR-6847-5p	4.148506816497381	1.6842124900939157	1.7917913627110853	5.209894454189287	3.9258003472180447	1.1530754695877676	17.913280940297483
hsa-miR-616-3p	2.288831347033038	0.7773288415818073	1.6539612578871556	1.5518834544393623	7.978239415314091	3.5479245218085156	17.79816883806397
hsa-miR-3679-5p	9.584481265700846	3.109315366327229	1.9296214675350147	1.2193369999166417	1.5196646505360174	0.3547924521808516	17.717212202196603
hsa-miR-4306	1.3589936123008663	7.125514381166567	3.032262306126452	2.771220454356004	1.582984010975018	1.3304716956781935	17.2014464606031
hsa-miR-6815-5p	0.42915587756869467	7.51417880195747	4.272733249541819	2.9929180907044843	1.3930259296580159	0.5321886782712774	17.134200627701762
hsa-miR-6772-3p	6.294286204340855	3.4979797871181324	0.6891505241196482	3.5471621815756853	2.4061356966820275	0.6208867913164903	17.055601185152838
hsa-miR-6736-5p	1.5735715510852137	1.5546576831636145	0.8269806289435778	1.3301858180908819	9.75118150760611	1.8626603739494707	16.89923756283887
hsa-miR-4755-5p	1.7166235102747787	5.3117470841423495	2.0674515723589444	0.44339527269696066	6.07865860214407	0.5321886782712774	16.15006471988838
hsa-miR-1288-3p	1.7166235102747787	1.4251028762333133	2.8944322013025223	3.2146157270529647	3.039329301072035	3.8140188609441545	16.10412247687977
hsa-miR-376a-3p	2.0027274286539085	1.165993262372711	0.0	0.0	2.65941313843803	10.200283000199482	16.02841682966413
hsa-miR-769-3p	2.5749352654121678	0.0	0.5513204192957185	4.2122550906211265	4.558993951608052	4.0801132000797935	15.977617927016858
hsa-miR-3200-3p	1.144415673516519	3.109315366327229	5.237543983309326	1.5518834544393623	0.5065548835120057	4.346207539215432	15.895920900319876
hsa-miR-378i	1.4305195918956488	0.2591096138606024	0.8269806289435778	0.44339527269696066	2.1528582549260245	10.643773565425548	15.756636927748362
hsa-miR-551a	0.0	0.2591096138606024	3.997073039893959	0.22169763634848033	1.3930259296580159	9.668094321928205	15.539000541689262
hsa-miR-4717-3p	4.291558775686946	0.38866442079090363	0.0	9.422149544810413	0.25327744175600286	1.1530754695877676	15.508725652632034
hsa-miR-4743-5p	3.1471431021704275	1.813767297024217	0.5513204192957185	2.882069272530244	6.838490927412078	0.2660943391356387	15.498885357568325
hsa-miR-655-3p	4.720714653255641	1.5546576831636145	0.0	0.22169763634848033	2.1528582549260245	6.563660365345754	15.213588593039514
hsa-miR-377-5p	2.288831347033038	0.9068836485121085	0.0	0.44339527269696066	2.279496975804026	8.603716965385651	14.522324209431783
hsa-miR-4638-5p	4.005454857307817	2.331986524745422	1.6539612578871556	2.5495228180075236	2.9126905801940333	1.0643773565425547	14.517993394684504
hsa-miR-6843-3p	2.8610391837912976	2.5910961386060243	0.0	2.327825181659043	5.698742439510065	0.7982830174069161	14.276985960973345
hsa-miR-6882-5p	0.7152597959478244	1.165993262372711	0.4134903144717889	1.5518834544393623	3.9258003472180447	6.474962252300541	14.247389426750273
hsa-miR-24-1-5p	3.075617122575645	3.4979797871181324	0.758065576531613	3.658010999749925	1.8995808131700216	1.2861226391555869	14.175376938300925
hsa-miR-6802-5p	3.0040911429808625	0.2591096138606024	0.6891505241196482	4.544801545143846	5.445464997754062	0.1773962260904258	14.120014049949447
hsa-miR-4772-3p	0.0	0.0	2.0674515723589444	0.0	1.2663872087800145	10.73247167847076	14.06631045960972
hsa-miR-4498	3.576298979739122	0.9068836485121085	0.6891505241196482	2.4386739998332834	5.065548835120058	1.3304716956781935	14.007027683002413
hsa-miR-3127-3p	2.145779387843473	2.2024317178151205	0.0	0.8867905453939213	7.851600694436089	0.7982830174069161	13.88488536289552
hsa-miR-942-3p	1.7166235102747787	2.2024317178151205	0.27566020964785926	1.3301858180908819	3.165968021950036	5.1444905566223476	13.835359834401023
hsa-miR-676-3p	1.144415673516519	0.38866442079090363	5.6510342977811145	1.441034636265122	4.938910114242057	0.1773962260904258	13.741455368686143
hsa-miR-7851-3p	0.7152597959478244	0.2591096138606024	0.4134903144717889	3.2146157270529647	7.218407090046083	1.8626603739494707	13.683542915328733
hsa-miR-2277-3p	0.8583117551373893	0.6477740346515061	2.4809418868307334	1.1084881817424015	1.6463033714140187	6.918452817526606	13.660272047302655
hsa-miR-556-3p	2.7179872246017327	1.4251028762333133	2.4809418868307334	1.3301858180908819	1.139748487902013	4.523603765305857	13.617570058964532
hsa-miR-5009-5p	0.8583117551373893	1.813767297024217	4.686223564013607	2.4386739998332834	1.8995808131700216	1.8626603739494707	13.55921780312799
hsa-miR-500b-3p	1.3589936123008663	1.0364384554424095	0.4134903144717889	1.3301858180908819	4.495674591169052	4.922745274009316	13.557528065484313
hsa-miR-128-1-5p	1.8596754694643434	0.6477740346515061	0.8269806289435778	2.882069272530244	2.9126905801940333	4.346207539215432	13.475397524999135
hsa-miR-541-3p	2.431883306222603	1.943322103954518	0.0	0.33254645452272047	5.8253811603880665	2.9270377304920254	13.460170755579934
hsa-miR-2355-5p	0.7152597959478244	0.0	2.3431117820068037	0.0	0.8864710461460101	9.49069809583778	13.43554071993842
hsa-miR-6763-5p	3.7193509389286867	0.7773288415818073	0.4134903144717889	1.5518834544393623	6.585213485656075	0.3547924521808516	13.40205948725857
hsa-miR-490-3p	1.5735715510852137	0.5182192277212048	0.5513204192957185	2.5495228180075236	1.2663872087800145	6.918452817526606	13.377474042416281
hsa-miR-5189-3p	1.144415673516519	1.2955480693030121	1.7917913627110853	3.325464545227205	4.305716509852049	1.5078679217686193	13.37080408237849
hsa-miR-10a-3p	3.0040911429808625	2.9797605593969276	0.27566020964785926	2.9929180907044843	1.5196646505360174	2.5722452783111738	13.344339931577323
hsa-miR-6511a-3p	1.430519591895649	0.7773288415818075	0.0	0.9976393635681616	6.585213485656073	3.4592264087633016	13.249927691464993
hsa-miR-4440	0.8583117551373893	2.2024317178151205	4.686223564013607	1.8844299089620826	1.6463033714140187	1.8626603739494707	13.14036069129169
hsa-miR-597-3p	2.145779387843473	1.2955480693030121	1.3783010482392963	2.216976363484803	3.672522905462042	2.394849052220748	13.103976826553374
hsa-miR-429	1.0013637143269543	0.6477740346515061	0.8269806289435778	1.5518834544393623	4.6856326724860535	4.257509426170219	12.971143931017675
hsa-miR-3187-5p	2.5749352654121678	0.7773288415818073	3.1700924109503816	3.436313363401445	1.3930259296580159	1.5965660348138322	12.948261845817651
hsa-miR-6767-5p	3.2901950613599924	1.813767297024217	0.9648107337675074	1.441034636265122	4.43235523073005	0.7095849043617032	12.651747863508591
hsa-miR-5588-5p	1.7166235102747787	2.072876910884819	0.0	4.655650363318086	3.165968021950036	0.9756792434973418	12.586798049925061
hsa-miR-873-3p	0.0	0.0	3.7214128302461	0.0	2.026219534048023	6.7410565914361795	12.488688955730304
hsa-miR-6750-5p	1.4305195918956488	5.4413018910726505	2.205281677182874	1.441034636265122	0.7598323252680087	1.1530754695877676	12.431045591272072
hsa-miR-194-3p	4.148506816497381	1.943322103954518	0.4134903144717889	2.9929180907044843	0.6331936043900073	2.1287547130851094	12.260185643103288
hsa-miR-5584-5p	1.2874676327060839	0.6477740346515061	0.9648107337675074	4.433952726969606	3.039329301072035	1.7739622609042578	12.147296690070995
hsa-miR-6511a-5p	0.5722078367582596	3.2129592118714707	2.205281677182874	1.7735810907878429	3.140640277774437	1.135335846978725	12.04000594135361
hsa-miR-4734	4.005454857307817	0.6477740346515061	0.9648107337675074	1.2193369999166417	4.305716509852049	0.7095849043617032	11.852678039857224
hsa-miR-556-5p	4.434610734876511	2.072876910884819	0.0	1.9952787271363228	1.2663872087800145	2.0400566000398968	11.809210181717564
hsa-miR-6806-3p	0.0	1.813767297024217	3.445752620598241	0.8867905453939213	2.4061356966820275	3.1931320696276644	11.745578229326071
hsa-miR-9-3p	0.8583117551373892	1.8137672970242171	0.0	2.6603716361817638	1.6463033714140185	4.700999991396284	11.679754051153672
hsa-miR-4791	0.0	0.0	0.4134903144717889	0.0	3.5458841845840405	7.628037721888309	11.587412220944138
hsa-miR-496	0.0	0.2591096138606024	0.0	0.0	3.5458841845840405	7.716735834933522	11.521729633378165
hsa-miR-3661	2.288831347033038	1.0364384554424095	0.0	1.7735810907878427	4.052439068096046	2.3061509391755353	11.45744090053487
hsa-miR-6850-5p	0.28610391837912974	1.4251028762333133	0.27566020964785926	2.882069272530244	4.179077788974047	2.394849052220748	11.442863117985342
hsa-miR-7854-3p	2.145779387843473	2.7206509455363252	0.6891505241196482	0.5542440908712007	2.279496975804026	3.0157358435372386	11.405057767711913
hsa-miR-1185-2-3p	1.6450975306799962	0.6477740346515061	0.0	0.22169763634848033	3.9891197076570455	4.8340471609641025	11.33773607030113
hsa-miR-4742-3p	0.7152597959478244	3.23887017325753	0.9648107337675074	2.4386739998332834	2.9126905801940333	1.0643773565425547	11.334682639542732
hsa-miR-3613-3p	0.0	0.0	0.0	0.0	2.1528582549260245	9.135905643656928	11.288763898582953
hsa-miR-3164	1.5735715510852137	1.943322103954518	1.516131153063226	2.771220454356004	2.279496975804026	1.1530754695877676	11.236817707850756
hsa-miR-133b	1.0013637143269543	0.9068836485121086	0.0	0.6650929090454409	4.601206858567386	3.9027169739893672	11.077264104441257
hsa-miR-212-5p	1.5735715510852137	0.9068836485121085	1.3783010482392963	3.2146157270529647	2.65941313843803	1.3304716956781935	11.063256809005807
hsa-miR-450a-1-3p	0.7152597959478244	1.4251028762333133	0.0	4.7664991814923265	0.5065548835120057	3.6366226348537287	11.050039372039198
hsa-miR-184	1.4305195918956488	2.2024317178151205	1.9296214675350147	3.7688598179241652	0.8864710461460101	0.7095849043617032	10.927488545677662
hsa-miR-4516	2.8610391837912976	5.959521118793855	0.5513204192957185	1.441034636265122	0.0	0.0	10.812915358145995
hsa-miR-487a-3p	1.7166235102747787	0.9068836485121085	0.0	0.5542440908712007	1.3930259296580159	6.2088679131649025	10.779645092481006
hsa-miR-4667-5p	1.0013637143269543	0.9068836485121085	2.8944322013025223	2.6603716361817638	3.165968021950036	0.0	10.629019222273385
hsa-miR-933	0.8583117551373893	2.5910961386060243	1.9296214675350147	2.327825181659043	1.139748487902013	1.7739622609042578	10.620565291743743
hsa-miR-7850-5p	0.28610391837912974	0.0	2.618771991654663	0.22169763634848033	1.3930259296580159	5.942773574029264	10.462373050069553
hsa-miR-187-3p	0.8583117551373893	0.2591096138606024	0.6891505241196482	1.6627322726136025	3.2926067428280374	3.6366226348537287	10.39853354341301
hsa-miR-1976	1.5735715510852137	1.943322103954518	0.5513204192957185	0.22169763634848033	2.279496975804026	3.8140188609441545	10.383427547432111
hsa-miR-6809-5p	2.145779387843473	2.072876910884819	2.205281677182874	2.5495228180075236	1.139748487902013	0.1773962260904258	10.29060550791113
hsa-miR-214-3p	0.42915587756869467	0.9068836485121085	0.0	0.33254645452272047	7.598323252680086	0.9756792434973418	10.242588476780952
hsa-miR-1291	0.42915587756869467	0.6477740346515061	2.618771991654663	0.44339527269696066	2.4061356966820275	3.6366226348537287	10.181855508107581
hsa-miR-193b-3p	0.42915587756869467	0.0	0.8269806289435778	0.0	5.192187555998059	3.7253207478989414	10.173644810409273
hsa-miR-4654	3.7193509389286867	1.813767297024217	0.5513204192957185	2.327825181659043	1.139748487902013	0.6208867913164903	10.17289911612617
hsa-miR-455-5p	4.720714653255641	2.8502057524666267	0.0	0.22169763634848033	0.7598323252680087	1.5965660348138322	10.14901640215259
hsa-miR-6130	2.7179872246017327	2.9797605593969276	0.22971684137321607	2.8451196664721636	0.46434197655267195	0.8869811304521289	10.123907398848843
hsa-miR-371b-5p	0.28610391837912974	0.38866442079090363	1.3783010482392963	1.1084881817424015	0.7598323252680087	6.120169800119689	10.04155969453943
hsa-miR-4657	1.0013637143269543	0.2591096138606024	1.102640838591437	0.6650929090454409	5.698742439510065	1.2417735826329805	9.96872309796748
hsa-miR-3150a-5p	1.144415673516519	1.2955480693030121	0.0	1.6627322726136025	5.065548835120058	0.7982830174069161	9.966527867960108
hsa-miR-5100	4.291558775686946	1.5546576831636145	1.2404709434153667	2.1061275453105632	0.5065548835120057	0.2660943391356387	9.965464170224136
hsa-miR-3940-3p	0.0	1.165993262372711	1.9296214675350147	1.7735810907878427	2.7860518593160317	2.3061509391755353	9.961398619187136
hsa-miR-3173-5p	2.5749352654121678	0.7773288415818073	0.6891505241196482	1.1084881817424015	2.65941313843803	2.1287547130851094	9.938070664379165
hsa-miR-584-3p	0.7152597959478244	0.6477740346515061	0.0	0.33254645452272047	0.5065548835120057	7.716735834933522	9.91887100356758
hsa-miR-18b-3p	0.5722078367582595	1.0364384554424095	4.410563354365748	1.441034636265122	1.3930259296580159	1.0643773565425547	9.917647569032109
hsa-miR-5193	0.28610391837912974	1.0364384554424095	0.0	0.0	4.305716509852049	4.168811313125006	9.797070196798593
hsa-miR-181c-5p	1.5735715510852137	0.0	0.4134903144717889	0.0	0.25327744175600286	7.273245269707457	9.513584577020463
hsa-miR-6513-3p	1.144415673516519	2.9797605593969276	0.0	2.216976363484803	1.6463033714140187	1.5078679217686193	9.495323889580888
hsa-miR-629-3p	1.7166235102747787	0.38866442079090363	0.9648107337675074	0.8867905453939213	1.8995808131700216	3.5479245218085156	9.404394545205648
hsa-miR-4662a-5p	1.0013637143269543	1.4251028762333133	0.0	0.5542440908712007	1.8995808131700216	4.523603765305857	9.403895259907348
hsa-let-7e-3p	1.0013637143269543	1.5546576831636145	0.27566020964785926	0.22169763634848033	4.558993951608052	1.7739622609042578	9.386335455999218
hsa-miR-6884-5p	0.28610391837912974	2.7206509455363252	4.134903144717889	0.7759417272196811	0.8864710461460101	0.5321886782712774	9.336259460270313
hsa-miR-4799-5p	1.2874676327060839	0.0	0.0	3.7688598179241652	2.65941313843803	1.5078679217686193	9.223608510836899
hsa-miR-3135a	1.144415673516519	1.943322103954518	0.6891505241196482	0.5542440908712007	1.0131097670240115	3.8140188609441545	9.158261020430052
hsa-miR-552-5p	1.5735715510852137	0.9068836485121085	0.27566020964785926	4.101406272446886	1.5196646505360174	0.7095849043617032	9.086771236589788
hsa-miR-29b-2-5p	1.4305195918956488	2.072876910884819	0.6891505241196482	2.1061275453105632	1.3930259296580159	1.3304716956781935	9.022172197546888
hsa-miR-3146	1.7166235102747787	1.2955480693030121	0.0	2.5495228180075236	2.1528582549260245	1.2417735826329805	8.956326235144319
hsa-miR-6876-5p	2.431883306222603	1.2955480693030121	0.4134903144717889	1.8844299089620826	2.026219534048023	0.8869811304521289	8.93855226345964
hsa-miR-205-5p	0.0	1.6842124900939157	3.032262306126452	1.9952787271363228	1.7729420922920203	0.44349056522606445	8.928186180874775
hsa-miR-6891-5p	0.8583117551373893	0.38866442079090363	0.9648107337675074	5.764138545060488	0.7598323252680087	0.1773962260904258	8.913154006114723
hsa-miR-658	1.144415673516519	1.0364384554424095	1.2404709434153667	4.7664991814923265	0.37991616263400435	0.2660943391356387	8.833834755636266
hsa-miR-4647	0.7152597959478244	1.0364384554424095	3.445752620598241	0.22169763634848033	2.7860518593160317	0.5321886782712774	8.737389045924264
hsa-miR-3682-3p	0.7152597959478244	2.7206509455363252	1.2404709434153667	1.441034636265122	2.1528582549260245	0.44349056522606445	8.713765141316728
hsa-miR-937-3p	1.7166235102747787	1.165993262372711	2.0674515723589444	0.33254645452272047	2.532774417560029	0.8869811304521289	8.702370347541313
hsa-miR-539-3p	1.7166235102747787	0.5182192277212048	0.0	0.22169763634848033	2.65941313843803	3.5479245218085156	8.66387803459101
hsa-miR-4755-3p	0.42915587756869467	1.2955480693030121	0.4134903144717889	1.7735810907878427	2.65941313843803	2.0400566000398968	8.611245090609266
hsa-miR-154-5p	1.144415673516519	0.5182192277212048	0.0	0.44339527269696066	1.2663872087800145	5.233188669667561	8.60560605238226
hsa-miR-370-5p	1.144415673516519	1.6842124900939157	0.0	0.0	3.165968021950036	2.483547165265961	8.478143350826432
hsa-miR-6810-5p	3.4332470205495573	0.5182192277212048	0.5513204192957185	1.6627322726136025	2.026219534048023	0.2660943391356387	8.457832813363746
