name	SRX1733814	SRX1733815	SRX1733816	SRX1733810	SRX1733811	SRX1733812	SRX1733813	SRX1733809	SRX1733808
hsa-miR-146a-5p	0.0	0.0	1509.7188148707303	0.0	1161.271592393671	5988.023952095808	4622.496147919877	0.0	335.360400643892	13616.87090792398
hsa-miR-338-3p	0.0	346.9210754553339	754.8594074353651	0.0	1161.271592393671	0.0	10785.82434514638	0.0	558.9340010731534	13607.810421503904
hsa-miR-219a-5p	1362.3978201634877	7632.263660017346	0.0	0.0	1306.43054144288	0.0	0.0	2911.208151382824	290.6456805580397	13502.945853564577
hsa-miR-338-5p	0.0	0.0	566.1445555765239	0.0	435.47684714762664	11976.047904191617	0.0	0.0	201.2162403863352	13178.885547302103
hsa-miR-7704	0.0	3816.1318300086728	0.0	0.0	0.0	8982.035928143712	0.0	0.0	223.57360042926132	13021.741358581647
hsa-let-7c-5p	0.0	1734.6053772766695	1321.003963011889	0.0	0.0	0.0	9244.992295839755	0.0	201.2162403863352	12501.817876514648
hsa-miR-3065-3p	0.0	0.0	0.0	0.0	0.0	11976.047904191617	0.0	0.0	0.0	11976.047904191617
hsa-miR-30e-5p	681.1989100817439	693.8421509106678	2264.5782223060955	648.3682731791657	0.0	0.0	0.0	5822.416302765648	536.5766410302272	10646.980500273548
hsa-miR-4433b-3p	0.0	0.0	0.0	0.0	725.7947452460444	8982.035928143712	0.0	0.0	245.93096047218745	9953.761633861945
hsa-let-7d-3p	0.0	2254.9869904596703	1132.2891111530478	0.0	0.0	0.0	6163.328197226503	0.0	402.4324807726704	9953.036779611892
hsa-miR-374b-5p	0.0	2254.9869904596703	0.0	0.0	0.0	0.0	0.0	7278.020378457059	22.357360042926132	9555.364728959656
hsa-miR-148a-3p	6811.989100817439	0.0	566.1445555765239	1296.7365463583315	0.0	0.0	0.0	0.0	648.3634412448579	9323.233643997151
hsa-miR-326	0.0	0.0	0.0	0.0	0.0	8982.035928143712	0.0	0.0	44.714720085852264	9026.750648229565
hsa-miR-26b-5p	0.0	0.0	8114.738629930176	0.0	435.47684714762664	0.0	0.0	0.0	469.50456090144877	9019.720037979252
hsa-miR-23b-3p	0.0	1040.7632263660016	849.2168333647858	0.0	725.7947452460444	0.0	6163.328197226503	0.0	201.2162403863352	8980.319242589669
hsa-miR-4497	0.0	4509.973980919341	0.0	3241.841365895829	435.47684714762664	0.0	0.0	0.0	782.5076015024147	8969.799795465211
hsa-miR-10396a-5p	0.0	1676.7851980341138	0.0	0.0	0.0	6986.027944111777	0.0	0.0	29.809813390568177	8692.622955536459
hsa-miR-330-3p	8174.386920980927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	156.50152030048292	8330.88844128141
hsa-miR-3912-3p	8174.386920980927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8174.386920980927
hsa-miR-1908-5p	0.0	1561.1448395490027	0.0	0.0	0.0	5988.023952095808	0.0	0.0	402.4324807726704	7951.601272417482
hsa-let-7e-5p	0.0	2775.368603642671	377.42970371768257	4538.577912254161	0.0	0.0	0.0	0.0	134.1441602575568	7825.520379872071
hsa-miR-320d	0.0	99.12030727295254	1455.8002857682043	1049.7391089567445	3017.232440951414	0.0	0.0	0.0	2053.683215371643	7675.575358320958
hsa-miR-122b-3p	0.0	0.0	943.5742592942065	864.4910309055543	0.0	0.0	0.0	5822.416302765648	0.0	7630.481592965409
hsa-miR-30b-5p	0.0	346.9210754553339	3963.011889035667	0.0	0.0	0.0	3081.6640986132516	0.0	156.50152030048292	7548.098583404736
hsa-miR-329-3p	0.0	6418.039895923677	377.42970371768257	0.0	0.0	0.0	0.0	0.0	737.7928814165624	7533.262481057923
hsa-miR-9-3p	0.0	346.9210754553339	3208.1524816003025	0.0	580.6357961968355	0.0	3081.6640986132516	0.0	245.93096047218745	7463.30441233791
hsa-miR-375-3p	0.0	6764.960971379011	0.0	432.24551545277717	0.0	0.0	0.0	0.0	0.0	7197.206486831788
hsa-miR-378d	0.0	346.9210754553339	1037.931685223627	1945.1048195374972	1451.5894904920888	0.0	0.0	0.0	2318.45823645144	7100.005307159987
hsa-miR-1307-3p	0.0	0.0	2075.863370447254	1080.613788631943	3048.3379300333863	0.0	0.0	0.0	715.4355213736362	6920.25061048622
hsa-miR-495-3p	0.0	0.0	566.1445555765239	0.0	0.0	0.0	0.0	5822.416302765648	424.7898408155965	6813.350699157768
hsa-miR-140-3p	0.0	0.0	4340.44159275335	432.24551545277717	1596.7484395412978	0.0	0.0	0.0	402.4324807726704	6771.868028520095
hsa-miR-149-5p	0.0	0.0	0.0	0.0	290.31789809841774	0.0	3081.6640986132516	2911.208151382824	89.42944017170453	6372.619588266197
hsa-miR-874-3p	0.0	346.9210754553339	2264.5782223060955	0.0	290.31789809841774	0.0	3081.6640986132516	0.0	223.57360042926132	6207.05489490236
hsa-miR-33a-5p	6130.790190735695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6130.790190735695
hsa-miR-145-5p	0.0	0.0	6038.875259482921	0.0	0.0	0.0	0.0	0.0	44.714720085852264	6083.589979568774
hsa-miR-769-5p	0.0	0.0	943.5742592942065	648.3682731791657	725.7947452460444	0.0	0.0	2911.208151382824	156.50152030048292	5385.446949402724
hsa-miR-658	0.0	2775.368603642671	1698.4336667295715	648.3682731791657	0.0	0.0	0.0	0.0	245.93096047218745	5368.101504023596
hsa-miR-222-3p	0.0	0.0	1321.003963011889	864.4910309055543	0.0	0.0	3081.6640986132516	0.0	89.42944017170453	5356.5885327024
hsa-miR-199a-3p	0.0	0.0	0.0	2161.227577263886	0.0	0.0	3081.6640986132516	0.0	0.0	5242.8916758771375
hsa-miR-93-5p	2724.7956403269754	1908.0659150043364	377.42970371768257	0.0	0.0	0.0	0.0	0.0	44.714720085852264	5055.005979134848
hsa-miR-330-5p	0.0	0.0	0.0	0.0	0.0	0.0	4622.496147919877	0.0	402.4324807726704	5024.928628692548
hsa-miR-200b-3p	0.0	520.3816131830008	1132.2891111530478	3241.841365895829	0.0	0.0	0.0	0.0	0.0	4894.512090231878
hsa-miR-134-5p	0.0	520.3816131830008	566.1445555765239	432.24551545277717	1306.43054144288	0.0	0.0	0.0	2012.162403863352	4837.364629518534
hsa-miR-16-5p	2043.5967302452318	0.0	2075.863370447254	0.0	0.0	0.0	0.0	0.0	581.2913611160794	4700.751461808565
hsa-miR-432-5p	0.0	0.0	0.0	0.0	0.0	0.0	4622.496147919877	0.0	67.0720801287784	4689.568228048655
hsa-miR-324-3p	0.0	0.0	0.0	0.0	0.0	0.0	4622.496147919877	0.0	0.0	4622.496147919877
hsa-miR-146b-5p	0.0	0.0	3774.297037176826	648.3682731791657	0.0	0.0	0.0	0.0	0.0	4422.665310355992
hsa-miR-95-3p	3405.9945504087195	0.0	754.8594074353651	0.0	0.0	0.0	0.0	0.0	223.57360042926132	4384.427558273346
hsa-miR-29b-3p	1362.3978201634877	346.9210754553339	566.1445555765239	1512.8593040847202	290.31789809841774	0.0	0.0	0.0	245.93096047218745	4324.5716138506705
hsa-miR-183-5p	2724.7956403269754	1040.7632263660016	0.0	432.24551545277717	0.0	0.0	0.0	0.0	0.0	4197.804382145754
hsa-miR-656-3p	2724.7956403269754	867.3026886383348	0.0	0.0	580.6357961968355	0.0	0.0	0.0	0.0	4172.734125162146
hsa-miR-625-3p	0.0	1040.7632263660016	0.0	0.0	0.0	0.0	3081.6640986132516	0.0	44.714720085852264	4167.142045065106
hsa-miR-532-5p	0.0	0.0	754.8594074353651	0.0	0.0	0.0	3081.6640986132516	0.0	0.0	3836.5235060486166
hsa-miR-153-3p	0.0	0.0	3774.297037176826	0.0	0.0	0.0	0.0	0.0	44.714720085852264	3819.011757262678
hsa-miR-221-3p	0.0	2254.9869904596703	943.5742592942065	0.0	435.47684714762664	0.0	0.0	0.0	111.78680021463066	3745.8248971161343
hsa-miR-142-5p	0.0	0.0	377.42970371768257	0.0	290.31789809841774	0.0	0.0	2911.208151382824	0.0	3578.955753198924
hsa-miR-584-5p	0.0	0.0	0.0	0.0	290.31789809841774	0.0	3081.6640986132516	0.0	201.2162403863352	3573.1982370980045
hsa-miR-1469	0.0	0.0	0.0	2593.473092716663	870.9536942952533	0.0	0.0	0.0	0.0	3464.426787011916
hsa-miR-598-3p	3405.9945504087195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3405.9945504087195
hsa-miR-139-3p	0.0	0.0	2075.863370447254	0.0	1161.271592393671	0.0	0.0	0.0	0.0	3237.1349628409253
hsa-miR-339-5p	0.0	0.0	1887.148518588413	0.0	1306.43054144288	0.0	0.0	0.0	0.0	3193.579060031293
hsa-miR-323a-3p	0.0	0.0	2642.007926023778	0.0	290.31789809841774	0.0	0.0	0.0	223.57360042926132	3155.899424551457
hsa-miR-708-5p	0.0	0.0	0.0	0.0	0.0	0.0	3081.6640986132516	0.0	44.714720085852264	3126.3788186991037
hsa-miR-429	0.0	0.0	0.0	0.0	0.0	0.0	3081.6640986132516	0.0	0.0	3081.6640986132516
hsa-miR-6511b-3p	0.0	0.0	0.0	0.0	0.0	0.0	3081.6640986132516	0.0	0.0	3081.6640986132516
hsa-miR-1296-5p	0.0	0.0	0.0	0.0	0.0	0.0	3081.6640986132516	0.0	0.0	3081.6640986132516
hsa-miR-381-3p	0.0	0.0	2075.863370447254	0.0	290.31789809841774	0.0	0.0	0.0	558.9340010731534	2925.115269618825
hsa-miR-193a-5p	0.0	0.0	0.0	0.0	1887.0663376397154	0.0	0.0	0.0	1028.4385619746022	2915.5048996143178
hsa-miR-877-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2911.208151382824	0.0	2911.208151382824
hsa-miR-28-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2911.208151382824	0.0	2911.208151382824
hsa-miR-138-5p	0.0	0.0	0.0	0.0	2758.0200319349688	0.0	0.0	0.0	134.1441602575568	2892.1641921925257
hsa-miR-140-5p	0.0	0.0	1132.2891111530478	0.0	1306.43054144288	0.0	0.0	0.0	447.14720085852264	2885.8668534544504
hsa-miR-151a-3p	0.0	520.3816131830008	377.42970371768257	0.0	1306.43054144288	0.0	0.0	0.0	603.6487211590056	2807.890579502569
hsa-miR-450b-5p	0.0	2775.368603642671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2775.368603642671
hsa-miR-520f-5p	0.0	0.0	471.78712964710326	756.4296520423601	0.0	0.0	0.0	1455.604075691412	22.357360042926132	2706.1782174238015
hsa-miR-199b-3p	0.0	0.0	0.0	1080.613788631943	0.0	0.0	1540.8320493066258	0.0	0.0	2621.4458379385687
hsa-miR-2110	0.0	0.0	0.0	0.0	2467.702133836551	0.0	0.0	0.0	134.1441602575568	2601.846294094108
hsa-miR-543	0.0	2254.9869904596703	0.0	0.0	0.0	0.0	0.0	0.0	201.2162403863352	2456.2032308460057
hsa-miR-376a-5p	0.0	0.0	2453.293074164937	0.0	0.0	0.0	0.0	0.0	0.0	2453.293074164937
hsa-miR-4755-3p	0.0	2428.4475281873374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2428.4475281873374
hsa-miR-1228-5p	0.0	1734.6053772766695	0.0	0.0	290.31789809841774	0.0	0.0	0.0	402.4324807726704	2427.355756147758
hsa-miR-941	0.0	0.0	1509.71881487073	0.0	870.9536942952532	0.0	0.0	0.0	0.0	2380.6725091659832
hsa-let-7d-5p	0.0	0.0	1415.3613889413098	648.3682731791657	72.57947452460444	0.0	0.0	0.0	234.75228045072438	2371.0614170958042
hsa-miR-484	0.0	0.0	2264.5782223060955	0.0	0.0	0.0	0.0	0.0	44.714720085852264	2309.2929423919477
hsa-miR-519d-5p	0.0	0.0	471.78712964710326	324.18413658958286	0.0	0.0	0.0	1455.604075691412	22.357360042926132	2273.9327019710245
hsa-miR-574-3p	0.0	0.0	0.0	1080.613788631943	1161.271592393671	0.0	0.0	0.0	0.0	2241.885381025614
hsa-miR-4492	0.0	1734.6053772766695	0.0	324.18413658958286	0.0	0.0	0.0	0.0	167.680200321946	2226.4697141881984
hsa-miR-411-5p	0.0	0.0	1132.2891111530478	0.0	1016.1126433444622	0.0	0.0	0.0	0.0	2148.40175449751
hsa-miR-363-3p	2043.5967302452318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.714720085852264	2088.311450331084
hsa-miR-497-5p	2043.5967302452318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2043.5967302452318
hsa-miR-184	0.0	0.0	0.0	1945.1048195374972	0.0	0.0	0.0	0.0	89.42944017170453	2034.5342597092017
hsa-miR-152-3p	0.0	0.0	1509.7188148707303	0.0	435.47684714762664	0.0	0.0	0.0	67.0720801287784	2012.2677421471353
hsa-miR-10395-3p	0.0	1908.0659150043364	0.0	0.0	0.0	0.0	0.0	0.0	44.714720085852264	1952.7806350901888
hsa-miR-141-3p	0.0	0.0	0.0	1945.1048195374972	0.0	0.0	0.0	0.0	0.0	1945.1048195374972
hsa-miR-6858-5p	0.0	1908.0659150043364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1908.0659150043364
hsa-miR-379-5p	0.0	0.0	1509.7188148707303	0.0	290.31789809841774	0.0	0.0	0.0	44.714720085852264	1844.7514330550002
hsa-miR-151a-5p	0.0	1821.335646140503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1821.335646140503
hsa-miR-4466	0.0	1387.6843018213356	377.42970371768257	0.0	0.0	0.0	0.0	0.0	0.0	1765.114005539018
hsa-miR-20a-5p	1362.3978201634877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	380.07512072974424	1742.472940893232
hsa-miR-324-5p	0.0	0.0	0.0	0.0	1741.9073885905066	0.0	0.0	0.0	0.0	1741.9073885905066
hsa-miR-200a-3p	1362.3978201634877	0.0	0.0	0.0	290.31789809841774	0.0	0.0	0.0	0.0	1652.7157182619055
hsa-miR-361-5p	0.0	520.3816131830008	377.42970371768257	432.24551545277717	290.31789809841774	0.0	0.0	0.0	0.0	1620.3747304518783
hsa-miR-1248	0.0	0.0	1509.7188148707303	0.0	0.0	0.0	0.0	0.0	0.0	1509.7188148707303
hsa-miR-204-3p	0.0	0.0	0.0	0.0	1306.43054144288	0.0	0.0	0.0	201.2162403863352	1507.6467818292151
hsa-miR-4676-5p	0.0	1387.6843018213356	0.0	0.0	0.0	0.0	0.0	0.0	111.78680021463066	1499.4711020359662
hsa-miR-296-3p	0.0	0.0	566.1445555765239	0.0	870.9536942952533	0.0	0.0	0.0	0.0	1437.0982498717772
hsa-miR-345-5p	1362.3978201634877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.714720085852264	1407.1125402493399
hsa-miR-20b-5p	1362.3978201634877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1362.3978201634877
hsa-miR-1911-5p	1362.3978201634877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1362.3978201634877
hsa-miR-107	0.0	809.4825093957792	0.0	288.1636769685181	0.0	0.0	0.0	0.0	260.8358671674715	1358.4820535317685
hsa-miR-210-3p	0.0	0.0	0.0	1296.7365463583315	0.0	0.0	0.0	0.0	44.714720085852264	1341.4512664441836
hsa-miR-7975	0.0	0.0	0.0	1296.7365463583315	0.0	0.0	0.0	0.0	0.0	1296.7365463583315
