name	SRX732315	SRX732316	SRX732317
hsa-miR-214-5p	1.7373256304175604	26.337275145513445	20.74943777004196
hsa-miR-767-5p	0.0	3.9018185400760657	1.5961105976955354
hsa-miR-4645-3p	0.0	4.877273175095082	0.0
hsa-miR-98-5p	995.1401211031784	428.90740301786155	1100.7975764656683
hsa-miR-516a-5p	1.15821708694504	17.558183430342297	3.9902764942388385
hsa-miR-651-5p	3.4746512608351208	23.410911240456393	12.768884781564283
hsa-miR-6131	17.952364847648123	33.16545759064656	30.326101356215172
hsa-miR-656-3p	2.31643417389008	0.0	0.0
hsa-miR-376a-3p	1.7373256304175604	0.0	3.9902764942388385
hsa-miR-148a-5p	27.797210086680966	27.31272978053246	13.566940080412051
hsa-miR-6750-5p	1.15821708694504	0.0	1.5961105976955354
hsa-miR-618	3.4746512608351208	0.0	5.586387091934374
hsa-miR-185-5p	3812.2715416796	3612.108513475418	11083.391990397799
hsa-miR-377-5p	1.7373256304175604	2.926363905057049	0.0
hsa-miR-30b-3p	1.15821708694504	6.828182445133115	0.0
hsa-miR-1468-5p	31.271861347516086	0.0	5.586387091934374
hsa-miR-150-3p	21.427016108483244	32.19000295562754	49.4794285285616
hsa-miR-342-3p	96.13201821643834	98.52091813692066	88.58413817210221
hsa-miR-7-5p	96.71112675991084	193.1400177337653	165.99550216033566
hsa-miR-548a-3p	1.7373256304175602	0.0	1.5961105976955352
hsa-miR-4797-5p	0.0	2.926363905057049	0.0
hsa-miR-3689a-5p	0.3860723623150134	0.6503030900126776	0.0
hsa-miR-144-3p	2860.2170962107766	3939.8612708418073	15966.692364047289
hsa-miR-331-5p	13.898605043340483	54.62545956106492	44.69109673547499
hsa-miR-523-5p	0.0	2.601212360050711	0.0
hsa-miR-26b-5p	8817.60320100317	3444.330316252147	5608.732640302112
hsa-miR-889-3p	9.26573669556032	9.754546350190164	11.172774183868748
hsa-miR-5189-5p	0.0	1.9509092700380328	5.586387091934374
hsa-miR-15a-3p	1.7373256304175604	0.0	0.0
hsa-miR-3120-3p	13.898605043340483	0.0	0.0
hsa-miR-181c-5p	96.71112675991085	64.38000591125508	81.4016404824723
hsa-miR-1224-5p	3.4746512608351208	0.0	3.9902764942388385
hsa-miR-191-3p	6.3701939781977215	11.705455620228197	6.384442390782142
hsa-miR-517-5p	0.0	1.9509092700380328	0.0
hsa-miR-214-3p	20.268799021538204	43.89545857585574	55.86387091934374
hsa-miR-93-5p	2637.839415517329	1687.5365185828985	4518.589102076061
hsa-miR-98-3p	2.31643417389008	0.0	0.0
hsa-miR-33b-5p	10.423953782505363	17.558183430342297	43.89304143662722
hsa-miR-296-5p	0.0	1.9509092700380328	1.5961105976955354
hsa-miR-148a-3p	13500.274883521968	14925.919097743481	5503.389340854206
hsa-miR-127-5p	0.0	1.9509092700380328	0.0
hsa-miR-185-3p	19.110581934593164	15.607274160304263	33.518322551606246
hsa-miR-1271-5p	22.006124651955766	4.877273175095082	11.172774183868748
hsa-miR-377-3p	0.0	0.0	1.5961105976955354
hsa-miR-3659	0.0	1.9509092700380328	0.0
hsa-miR-19b-3p	236.27628573678822	292.6363905057049	138.86162199951158
hsa-miR-4797-3p	0.0	0.0	3.192221195391071
hsa-miR-1260b	43.43314076043901	49.26045906846033	37.109571396421195
hsa-miR-1260a	37.642055325713805	32.67773027313705	27.532907810247984
hsa-miR-3074-5p	2.31643417389008	0.0	0.0
hsa-miR-18a-5p	84.54984734698793	144.36728598281442	177.16827634420443
hsa-miR-331-3p	18.53147339112064	15.607274160304263	11.172774183868748
hsa-miR-499a-5p	26.059884456263404	128.76001182251017	59.05609211473481
hsa-miR-26b-3p	16.794147760703083	25.36182051049443	6.384442390782142
hsa-miR-4786-5p	0.0	1.9509092700380328	0.0
hsa-miR-3648	0.0	10.73000098520918	2.3941658965433033
hsa-miR-941	152.88465547674525	173.6309250333849	133.27523490757713
hsa-miR-940	3.4746512608351208	4.877273175095082	1.5961105976955354
hsa-miR-519a-5p	0.0	6.503030900126776	0.0
hsa-miR-628-5p	1.7373256304175604	0.0	1.5961105976955354
hsa-miR-181c-3p	56.75263726030697	25.36182051049443	26.335824861976334
hsa-miR-494-3p	13.898605043340483	6.828182445133115	1.5961105976955354
hsa-miR-512-5p	0.0	1.9509092700380328	0.0
hsa-miR-3144-5p	0.0	1.9509092700380328	0.0
hsa-miR-873-5p	4.63286834778016	22.435456605437377	31.922211953910708
hsa-miR-570-3p	3.4746512608351208	0.0	0.0
hsa-miR-93-3p	19.110581934593164	10.73000098520918	27.133880160824102
hsa-let-7c-5p	3268.780931290371	611.6727639548888	740.95444221521
hsa-miR-33b-3p	1.7373256304175604	9.754546350190164	3.9902764942388385
hsa-miR-6500-3p	1.15821708694504	3.9018185400760657	0.0
hsa-miR-1295a	0.0	3.9018185400760657	0.0
hsa-miR-518e-5p	0.0	2.601212360050711	0.0
hsa-miR-483-5p	96.13201821643834	61.45364200619804	81.4016404824723
hsa-miR-296-3p	3.4746512608351208	5.852727810114098	0.0
hsa-miR-122-5p	434946.13132328616	246861.23084816756	72166.54456420593
hsa-miR-675-5p	0.0	5.852727810114098	0.0
hsa-miR-127-3p	111.76794889019638	317.9982110161994	90.97830406864551
hsa-miR-323b-3p	10.423953782505363	16.58272879532328	7.182497689629909
hsa-miR-372-3p	0.0	1.9509092700380328	0.0
hsa-miR-4286	8.6866281520878	0.0	3.192221195391071
hsa-miR-4285	2.31643417389008	0.0	0.0
hsa-miR-933	0.0	1.9509092700380328	0.0
