name	SRX362355	SRX362354	SRX362357	SRX362356	SRX362353	SRX362352	SRX362359	SRX362358	SRX349101	SRX352359	SRX362360	SRX362361	SRX362362
hsa-miR-214-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5843008489761491	0.0	2.4667725734358195	0.0	0.0
hsa-miR-4645-3p	4.043434574196014	7.600300211858368	12.575480623773428	7.614876117387885	2.9513978558094576	2.564174886983992	17.633478651283042	13.879974594860293	17.13949156996704	33.67047904674064	5.755802671350246	9.481009537895595	20.059142798926096
hsa-miR-98-5p	121.30303722588042	100.70397780712338	140.40154249365864	108.43583591160349	85.59053781847427	412.31932182702593	105.80087190769824	242.70810748460877	161.10148241020727	225.8327130349247	74.82543472755319	90.15578160580719	76.01359376435153
hsa-miR-651-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9738347482935819	1.6033561450828875	2.4667725734358195	0.0	0.0
hsa-miR-6505-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3895338993174327	0.0	0.0	0.0	0.0
hsa-miR-6866-5p	0.0	0.0	2.9589366173584537	0.0	0.0	0.0	2.71284286942816	0.9572396272317443	2.012591813140069	1.2025171088121656	2.4667725734358195	1.7238199159810172	0.0
hsa-miR-656-3p	8.086869148392028	3.800150105929184	11.835746469433815	1.5229752234775769	2.9513978558094576	6.41043721745998	6.7821071735704	11.486875526780931	9.933114432594534	26.455376393867645	5.755802671350246	6.895279663924069	0.0
hsa-miR-376a-3p	2.021717287098007	1.2667167019763947	1.4794683086792269	3.0459504469551537	8.854193567428373	3.846262330475988	0.0	4.30757832254285	7.098173276450996	21.24446892234826	0.0	4.309549789952543	4.222977431352862
hsa-miR-148a-5p	246.64950902595683	276.7775993818422	169.39912134377147	233.77669680380805	224.30623704151878	196.1593788542754	234.66090820553583	203.89204060036153	225.86473928755808	230.48244585566508	154.584414601978	258.5729873971526	239.65396922927494
hsa-miR-618	0.0	0.0	2.2192024630188403	0.0	0.0	0.0	0.0	4.30757832254285	1.42829096416392	1.2025171088121656	0.0	0.0	0.0
hsa-miR-185-5p	2.021717287098007	1.2667167019763947	1.4794683086792269	1.5229752234775769	2.9513978558094576	11.538786991427964	2.71284286942816	9.093776458701571	5.972853122867302	8.41761976168516	4.111287622393032	1.7238199159810172	2.111488715676431
hsa-miR-377-5p	29.3149006629211	18.367392178657724	22.931758784528018	14.468264623036982	38.368172125522946	14.102961878411955	78.67244321341664	4.786198136158721	21.034830563141366	13.227688196933823	21.37869563644377	18.96201907579119	19.00339844108788
hsa-miR-30b-3p	0.0	2.5334334039527895	2.9589366173584537	0.0	2.9513978558094576	0.0	5.42568573885632	4.30757832254285	3.1162711945394617	4.40922939897794	0.0	5.171459747943052	2.111488715676431
hsa-miR-1468-5p	87.9447019887633	99.43726110514699	48.82245418641449	78.43322400909521	84.11483889056954	48.719322852695846	111.22655764655457	22.01651142633012	61.935889991471804	16.83523952337032	53.44673909110942	90.50054558900341	80.23657119570439
hsa-miR-610	0.0	0.0	0.0	0.0	2.9513978558094576	0.0	0.0	1.4358594408476164	0.6492231655290546	0.8016780725414437	0.0	0.0	0.0
hsa-miR-150-3p	33.35833523711711	51.30202643004398	75.45288374264057	48.73520715128246	91.49333353009318	66.6685470615838	35.266957302566084	131.62044874436484	84.13932225256546	137.88862847712832	63.3138293848527	86.19099579905085	13.724676651896804
hsa-miR-342-3p	1071.5101621619435	1115.9774144412038	1463.933891438095	1455.9643136445636	1614.4146271277732	1119.2623381685125	652.4387100974725	2414.636959692075	1560.9921791980587	1671.4987812489103	2581.8886268628244	1341.1318946332315	529.9836676347842
hsa-miR-548a-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5193785324232436	0.0	0.0	0.0	0.0
hsa-miR-6820-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3246115827645273	0.0	0.0	0.0	0.0
hsa-miR-144-3p	12.13030372258804	14.567242072728538	21.45229047584879	14.468264623036982	13.281290351142559	101.28490803586769	20.3463215207112	35.41786620757454	42.00473880972983	118.64835473613368	18.91192306300795	13.790559327848138	5.278721789191078
hsa-miR-331-5p	4.043434574196014	13.933883721740342	14.794683086792269	5.330413282171519	8.854193567428373	10.256699547935968	9.49495004299856	14.358594408476165	14.347831958192105	14.430205305745988	8.222575244786064	17.238199159810172	2.111488715676431
hsa-miR-4709-3p	0.0	0.0	0.0	1.5229752234775769	0.0	0.0	0.0	0.0	0.1298446331058109	0.0	0.0	0.0	0.0
hsa-miR-6738-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1298446331058109	0.0	0.0	0.0	0.0
hsa-miR-6791-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1298446331058109	0.0	0.0	0.0	0.0
hsa-miR-26b-5p	1102.8467801119627	772.6971882056007	1648.1276958686587	1202.388938935547	726.0438725291266	3924.4696645289996	1020.0289189049881	3633.6816249717012	1873.0088325513223	3229.560115233206	669.3176249255857	931.7246645877398	619.7219380510326
hsa-miR-889-3p	156.68308975009552	86.13673573439483	87.28863021207438	79.194711620834	91.49333353009318	238.46826448951126	139.71140777555024	75.6219305513078	123.7419353498378	222.86650416652137	69.89188958068155	115.49593437072815	64.40040582813116
hsa-miR-5189-5p	61.66237725648921	32.30127590039806	48.82245418641449	19.037190293469713	20.659784990666203	0.0	24.41558582485344	32.06752751226343	31.097789628841713	18.839434704723928	25.4899832588368	47.405047689477975	0.0
