name	mean male	noSamples_male	stddev male	mean female	noSamples_female	stddev female	FC 	log2(FC) 	t-statistics 	p-value 	p-value_cor 
hsa-miR-4724-5p	0.019980053854973874	115.0	0.1261992464820162	0.01731739877602762	77.0	0.10930972548155338	0.866734339242864	-0.20633823083828418	-0.15102775174046867	0.8801140501519498	1.0
hsa-miR-3059-3p	1.3939212775934908	115.0	1.0528680485468973	1.2489949137379044	77.0	1.0027997053341182	0.8960297355487737	-0.15838148468381352	-0.952654190502638	0.34197566506252663	1.0
hsa-miR-671-3p	7.327787540267331	115.0	3.6019741926917113	7.3186503201211615	77.0	3.9883627763028526	0.9987530724525023	-0.0018000586938863594	-0.016497581060561123	0.9868547426977174	1.0
hsa-miR-92b-5p	11.77119186387438	115.0	5.080352027683254	10.66455359748795	77.0	4.552021289005046	0.905987577198305	-0.142436826555447	-1.541328007996557	0.12490079773408391	1.0
hsa-miR-107	323.24683583378936	115.0	69.5845232961921	316.8314912508268	77.0	46.10028238801936	0.9801534187754237	-0.028920509758290636	-0.710953926281027	0.47798462947101783	1.0
hsa-miR-24-2-5p	21.436254828075402	115.0	5.28318966478007	22.50823325719413	77.0	4.565134763944298	1.0500077293219496	0.07039994790416315	1.4535707797098214	0.14771507228070402	1.0
hsa-let-7b-5p	20221.76274539085	115.0	3534.806878748201	19955.45777156892	77.0	3164.745263322712	0.9868307735000684	-0.01912538929827851	-0.5332297238231671	0.5944977432195513	1.0
hsa-miR-3909	0.0724706606445445	115.0	0.39370715828547775	0.062254057929082784	77.0	0.20661277943954778	0.8590242916982321	-0.2192291660648845	-0.20912139371594005	0.8345775116804295	1.0
hsa-miR-3907	0.0	115.0	0.0	0.009324800258349182	77.0	0.08182479018655883	1.0093248002583493	0.013390507762658752	1.2236812629657023	0.22258783610366284	1.0
hsa-miR-939-5p	0.16546203392537737	115.0	0.7684018135397341	0.06422584036256918	77.0	0.22342010863547612	0.3881605878937445	-1.36527445426182	-1.1238525842530112	0.2624934965224279	1.0
hsa-miR-629-3p	0.0	115.0	0.0	0.056818462359339766	77.0	0.4985799837495854	1.0568184623593397	0.07972757544605623	1.223681262965703	0.22258783610366284	1.0
