name	SRX1158749	SRX1158748	SRX1158761	SRX1158760	SRX1158767	SRX1158766	SRX1158765	SRX1158764	SRX1158769	SRX1158768	SRX1158747	SRX1158746	SRX1158763	SRX1158824	SRX1158810	SRX1158816	SRX1158822	SRX1158811	SRX1158798	SRX1158799	SRX1158796	SRX1158797	SRX1158794	SRX1158795	SRX1158792	SRX1158793	SRX1158790	SRX1158791	SRX1158762	SRX1158774	SRX1158813	SRX1158812	SRX1158815	SRX1158814	SRX1158817	SRX1158775	SRX1158819	SRX1158818	SRX1158823	SRX1158776	SRX1158821	SRX1158758	SRX1158759	SRX1158778	SRX1158779	SRX1158752	SRX1158753	SRX1158750	SRX1158751	SRX1158756	SRX1158757	SRX1158754	SRX1158755	SRX1158772	SRX1158777	SRX1158773	SRX1158771	SRX1158820	SRX1158803	SRX1158789	SRX1158788	SRX1158770	SRX1158784	SRX1158787	SRX1158786	SRX1158781	SRX1158780	SRX1158783	SRX1158782	SRX1158802	SRX1158785	SRX1158800	SRX1158801	SRX1158806	SRX1158807	SRX1158804	SRX1158805	SRX1158808	SRX1158809
hsa-miR-29c-3p	2847.2911551120633	4263.318674678572	2067.8105963158023	813.1821099935802	5331.361637545239	6268.001850552928	2801.220404303531	8099.274477408233	7073.803348266918	1680.164390184939	2414.0847236103637	3317.7371331348363	15189.84139832545	131.5270288044193	8261.48429486291	2813.2373404319683	164.40415237916295	14033.573732766237	1233.5794285501484	155.5532510629472	80.28770684466544	274.1013391808286	222.17422161878605	565.5808692270984	29006.61447903392	362.7640278509157	7367.315564047247	10447.986937966274	2338.429559937642	4014.7492205407098	9350.425508994937	17221.41433726504	356.68426309031247	22594.504373628413	19270.166453265043	523.5773421905167	0.0	18056.313860073315	27035.611524233027	1272.0791309290614	82.37401923433349	2164.615063634467	656.8863586599518	528.19937909624	94.5000945000945	2972.111108003021	9206.589980196351	7444.681877714206	4132.800661248106	763.5095426650097	716.0246312473149	4802.547089041096	6808.319616938501	2924.8841046593857	1414.9274849663955	16228.939544103074	9112.443198298366	108.66021949364338	20389.11559818868	34581.570567235955	518.8049009295846	18860.446682519698	5975.671090879643	200.285318734759	265.01027495978354	149.92182647619455	653.1678641410842	8395.5223880597	5541.172730163056	15592.964281860364	252.02360126901294	15052.727370055136	4893.992321792965	298.2641029209998	15342.404389943445	23060.43754680604	319.88951117836126	177.4229319139499	16909.447142005283	516914.5082639412
hsa-let-7d-5p	10945.091687999584	939.9442747322837	207.50916195422664	256.79435052428846	165.38895590925011	15494.649812706135	979.8324025668932	11583.219596293371	4686.394718226833	5971.231717635683	4343.814868916737	16280.306252658444	22702.552298080085	153.44820027182251	117.8231820576086	60.49972775122512	0.0	13468.532330641683	86.11780916293489	5599.9170382661	11123.30807500533	78.31466833737959	6040.361650260746	123.72081514342779	32660.254465279042	159.44064127318472	85.40898249432188	13314.418167306283	215.3816699942565	11973.064164804033	0.0	22314.455754833845	267.51319731773435	166.13606157079715	256.0819462227913	719.9188455119605	0.0	0.0	6109.6371585516235	1855.291489959661	16237.97854156799	27435.84393907782	0.0	20136.2538806485	4063.5040635040637	4416.207446362136	537.2266464416635	13097.125525608326	14246.682279469163	478.0966694605818	1288.844336245167	1498.2876712328766	15271.958701182104	501.88575469474347	1238.061549345596	8486.124876114965	725.1281059653872	40.74758231011627	881.8108478927812	12674.70885680986	27454.018250561447	10094.651932671235	814.0892855620626	140.55110086649753	33388.96999339799	10030.484104716827	7371.465895306522	342.03980099502485	6767.497842576192	53.954893708859395	4601.2838378747	117.76671484395911	7688.582990350362	1864.1506432562485	76.9919928327454	10572.188849408054	7533.905749379262	332.66799733865605	21126.16066104438	515133.6759508465
hsa-miR-30d-5p	11154.067185622487	3071.6036120715703	4938.960755284809	4408.303017333618	2910.845624002802	7723.073708717	2432.4822619111337	6321.384957977157	6616.953548691346	6031.669285627947	3290.5358653032986	10336.027222458528	7664.482837123416	14979.4671693922	20736.880042139113	6806.219372012826	7233.78270468317	143.82872054079598	260.68093584455966	103.70216737529813	2691.022450103959	78.31466833737959	123.43012312154781	88.37201081673413	13759.936889374354	4291.732490784623	75.91909555050833	5201.67065743869	464.950906654268	5822.810039720392	43.08951847463105	13330.101793504606	249.67898416321873	23892.683831483944	23559.5390524968	948.9839327203116	0.0	194.99259028156928	336.31030230559395	5371.470350202117	8237.40192343335	6937.200083455038	2189.621195533173	3751.2935494998273	4819.504819504819	8923.326526616129	11018.413179960393	4032.5360170951953	5234.880837580934	3460.2798411000963	34369.182299871114	9952.910958904109	1010.0254376776898	3223.4619313271	176.86593562079943	1842.7898909811697	7702.471881143446	488.9709877213952	28703.752774980716	12558.84809162407	163.45907837507463	7926.516529118291	4194.051607293558	18538.690204291026	158.07630436197613	178.47836485261257	1352.9905757208173	23600.746268656716	1930.326565835491	17629.761519369808	3639.5173006789814	53.53032492907232	920.001383460727	198.84273528066652	419.9563245422476	119.50477222390415	121.86267092509	28454.202705699714	468.52372433767783	496392.7378052324
hsa-miR-27b-3p	11454.46946345541	772.0970828158045	7569.837147780501	12026.535416220842	8942.678133634277	4895.010969003239	4038.277398136088	10272.250556712881	918.6119625874401	7482.170917442282	722.6877835011917	8613.35601871544	480.6111350011383	5874.873953264062	55.44620332122758	30.24986387561256	31260.2752595237	10499.496599478109	437.57157088193946	155.5532510629472	2846.060780562623	430.7306758555877	104.91560465331564	26.51160324502024	3413.4352812670672	24135.509917500436	56.939321662881255	147.603896742874	3432.431693241802	270.4972879087712	4179.683292039212	80.78849571820973	0.0	30.90903471084598	704.2253521126761	294.51225498216564	0.0	233.99110833788313	0.0	5534.178146018625	29098.622294528308	13587.523471729604	22991.022553098315	3050.620903759917	1417.5014175014176	503.51058770874704	14620.991867863313	6548.562762804163	3398.0805436928867	1414.6202041805961	2434.483746240871	882.9195205479452	17918.599431393086	4380.451009664493	2741.422002122391	15872.770069375621	418.96290566889036	0.0	20127.07497894842	16819.312268852038	177.67291127725503	233.13283909171446	11252.333580543693	35.137775216624384	16842.100369154665	8666.909397242865	9097.69525053653	342.03980099502485	8402.597992460373	71.93985827847919	3031.6956740890087	139.17884481558804	89.92494725555979	178.95846175259987	55.994176605633015	103.57080259405026	18741.463266021132	24351.297405189624	170.3722633955192	452636.0525891711
hsa-miR-148a-3p	1410.5846089546003	772.0970828158045	6790.767662548843	299.5934089450032	9215.083472778924	20124.763084453865	4983.912311690783	6177.717118023131	5644.305588304645	12438.05149280793	6642.577073883294	18205.01914079115	455.3158121063415	0.0	4546.588672340662	5016.435759372416	0.0	5691.50794140007	27.930100269059963	0.0	4132.048360884936	274.1013391808286	11022.30999475422	35.34880432669365	27542.630013957158	70.212392487274	0.0	1959.8517400859382	1189.727319968274	8784.043507353255	172.3580738985242	175.04174072278775	0.0	363.18115785244026	0.0	229.06508720835106	0.0	0.0	9304.585030454766	5143.256818407534	144.15453366008362	208.63759649488836	656.8863586599518	3492.583649534322	0.0	9398.864303896611	8090.001264062697	5135.451850830633	8357.441337190614	3213.805151722433	1575.254188744093	6340.967465753425	7556.4866078108635	10067.180011000237	1149.6285815351962	6302.65113974232	2014.2447387927423	0.0	15316.126980762097	5611.790725632532	6296.727975665918	1375.4837506411152	6938.939041335277	32056.192330126425	12983.178821494657	8552.683243737194	326.5839320705421	11240.671641791045	5109.687968388064	0.0	7634.832626678922	0.0	24618.68363711825	6164.124793700662	251.97379472534857	39.83492407463471	114.24625399227187	9736.083388777999	106.48266462219951	407018.5789877958
hsa-miR-30b-5p	496.31680685439636	9365.873308939541	257.2628206683979	1069.9764605178686	498.11262015021214	4208.515528228394	101.10561968823784	7758.06335751742	132.63381278000472	2115.3148797292397	4274.621357730453	999.5746490854956	9131.611565021627	6620.193783155772	18297.247096005103	13602.355456067115	9230.118840715862	102.73480038628286	25397.771177998526	414.8086695011925	2444.622246339296	195.78667084344897	111.08711080939302	16481.380017320917	70.79717620405769	9899.947340705634	120.2052346216382	54.66810990476815	2215.354319940924	213.55049045429308	19620.094078782004	0.0	25288.914253103154	61.81806942169196	0.0	883.536764946497	354.3167591827093	584.9777708447078	298.94249093830575	3114.6920913445792	18678.30886138512	938.8691842269976	0.0	323.3873749568817	189.000189000189	1538.504573554505	3602.5786879029197	12407.803129523678	780.64012490242	1621.7552851559617	0.0	668.8784246575343	10299.76557434286	663.9427987742595	619.030774672798	12016.848364717544	10812.46575783944	28142.996848853636	35.33131944812479	3354.226508943075	49.748415157631406	116.56641954585723	1193.4293191485735	210.8266512997463	148.77769822303637	5475.716233678153	3545.768405337314	2580.8457711442784	8788.66330562747	80.93234056328909	1208.2307943190915	24270.64932284139	145.26337633590427	11711.837108031257	55.994176605633015	11209.54763460221	20.310445154181664	0.0	255.55839509327882	373851.9032020154
hsa-miR-205-5p	0.0	0.0	13537.849185738902	1754.7613952493045	17091.489278904155	1969.9434387452059	22885.554385902306	431.0035198620789	1547.3944824333882	9948.023691526652	11578.380871838242	42.53509145044662	758.8596868439026	8388.501614859631	0.0	14489.684796418416	0.0	0.0	0.0	0.0	2153.9253767293003	234.94400501213875	12.34301231215478	0.0	45.512470416894224	29.25516353636417	0.0	0.0	26215.026119300936	42.710098090858615	129.26855542389313	0.0	0.0	30.90903471084598	512.1638924455826	65.44716777381458	0.0	0.0	74.73562273457644	25889.557329140964	38571.63450647666	4224.911329021489	0.0	4117.7992411176265	189.000189000189	97.90483649892303	2528.125395019593	0.0	757.6801212288193	18115.488244682732	2291.278819991408	0.0	112.22504863085442	8784.47395301328	1503.3604527767952	2864.8414271556	580.1024847723097	0.0	0.0	9.177090311745758	21.320749353270603	2074.8822679162586	20203.053474157994	8714.168253722846	0.0	24722.82309938389	653.1678641410842	3435.945273631841	9015.76054866694	0.0	13001.452841936727	0.0	8432.19313111749	79.5370941122666	17834.145248894114	15.933969629853888	55.85372417399958	0.0	0.0	352868.01996793767
hsa-miR-222-3p	653.0484300715742	436.402698982846	4426.862121690168	85.59811684142949	3229.9490212865317	89.54288357932754	796.9501787190512	8727.821277207098	8901.202546569206	3710.866674725009	4013.22364880449	148.87282007656316	4350.795537905042	0.0	20736.880042139113	11091.616754391272	47371.88219268167	82.18784030902629	0.0	362.95758581354346	4534.871165915931	0.0	37.029036936464344	61.86040757171389	40.455529259461535	122.8716868527295	0.0	0.0	4006.782813226486	10834.128215714469	172.3580738985242	3635.4823073194375	0.0	8901.801996723643	1024.3277848911653	10373.376092149612	0.0	311.98814445051084	0.0	7902.950082516096	12376.696389958608	417.2751929897767	0.0	43.11831666091756	0.0	6433.746398500657	2507.0576833944297	68.93223960846487	390.32006245121	7493.79397606225	572.819704997852	14126.712328767124	448.90019452341767	4612.2416908933765	972.7626459143969	4072.7205153617447	4237.97093041993	380.31076822775185	23.554212965416525	45.88545155872879	21.320749353270603	13871.403925957009	3546.189976898618	14.055110086649753	27.89581841681932	3005.5756641179955	19735.000466548474	3296.0199004975125	136.2583458236817	80.93234056328909	2490.5861772467165	31133.23697874846	27.66921454017224	11194.845996301525	55.994176605633015	0.0	15.23283386563625	9780.439121756488	63.889598773319705	328898.3088085764
hsa-miR-133a-3p	1819.8282917994534	19291.237257600682	0.0	6933.447464155788	15.56601937969413	9745.250496216813	0.0	0.0	29.474180617778824	19485.071920705912	0.0	12023.252516659579	3052.3022959721416	453.0375436596665	0.0	60.49972775122512	37953.87289210391	18677.186710226222	0.0	0.0	3.691388820444388	0.0	0.0	17.674402163346826	0.0	10900.47393364929	12.65318259175139	12121.742236217257	469.5092488763687	0.0	15469.137132392547	0.0	15052.075902411187	0.0	256.0819462227913	0.0	0.0	155.99407222525542	186.8390568364411	245.1182378534404	6486.954014703762	0.0	437.92423910663456	0.0	756.000756000756	0.0	4283.768030449865	0.0	2915.9204665472744	0.0	0.0	0.0	0.0	570.9646159084361	0.0	15129.459861248763	2916.626381771891	0.0	107.95680942482576	24.472240831322022	29394.20644170907	0.0	0.0	0.0	16607.310564146435	0.0	233.27423719324435	1243.7810945273632	446.62457797762335	347.7093150126494	0.0	0.0	0.0	29746.87319798771	251.97379472534857	0.0	0.0	29563.096030161898	0.0	325895.9147265438
hsa-miR-122-5p	261.21937202862966	0.0	0.0	0.0	4895.513094913804	0.0	11.89477878685151	0.0	132.63381278000472	24.175027196905596	14792.035058045669	276.47809442790305	0.0	29.22822862320429	23952.759834770313	0.0	0.0	61.640880231769714	18.620066846039975	0.0	5.537083230666582	0.0	0.0	0.0	17739.749580273885	0.0	18290.175436376634	10.93362198095363	0.0	0.0	0.0	37674.36850325847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.22617651471449	0.0	0.0	0.0	0.0	0.0	37371.67473216034	84.2708465006531	137.86447921692974	298.4800477568076	11.239888114942309	0.0	0.0	8454.2869968577	2750.0589298342106	0.0	7727.329038652131	0.0	0.0	0.0	15876.366239320161	63.962248059811806	5268.8021634727465	1781.6194835860847	63311.24338531381	167.37491050091592	0.0	0.0	3047.2636815920396	0.0	0.0	0.0	0.0	0.0	178.95846175259987	43171.51016294306	0.0	0.0	44.355732978487474	11883.465371837465	319811.3154507373
hsa-miR-497-5p	574.6826184629853	10305.817583671826	1587.2630633691722	11512.946715172266	1050.7063081293538	7685.76417389228	3348.3802284987	646.5052797931183	2254.77481726008	72.5250815907168	4413.008380103021	6061.250531688644	430.0204892115448	131.5270288044193	0.0	6796.136084054288	117.43153741368782	41.09392015451314	111.72040107623985	103.70216737529813	6766.315707874563	430.7306758555877	8596.908075415804	88.37201081673413	45.512470416894224	8355.274705985606	75.91909555050833	82.00216485715222	738.451439980308	2505.659087997039	10104.492082300982	9169.494264016805	47831.359680410904	123.63613884338392	576.1843790012804	687.1952616250531	0.0	0.0	149.47124546915288	1026.960893075621	7537.222759941515	886.7097851032755	2189.621195533173	9227.319765436358	0.0	4993.146661445075	5372.266464416635	1413.11091197353	298.4800477568076	41.7481558555	572.819704997852	508.347602739726	4601.226993865031	82.50176789502632	884.3296781039971	232.28444003964324	177.2535370137613	108.66021949364338	47.10842593083305	32.11981609111015	348.2389061034198	6760.852333659719	605.2391547110623	36789.25065180573	12050.993556065945	2605.7841268481434	233.27423719324435	31.094527363184078	386.06531316709817	11501.38484227186	1756.7527500222375	117.76671484395911	13.83460727008612	2405.9970968960647	5795.397278683017	15.933969629853888	12653.407331055178	13550.676424927922	42.5930658488798	301470.0106112146
hsa-miR-27a-3p	9599.81192205214	637.8193292826211	1740.164551124918	213.99529210357372	1914.620383702378	3507.0962735236617	23.78955757370302	395.0865598735723	11175.626817574472	3843.8293243079897	0.0	11080.391322841344	2959.5527786912203	0.0	18324.970197665716	20.16657591707504	211.3767673446381	5609.320101091044	121.03043449925984	0.0	4748.048870296594	234.94400501213875	49.37204924861912	17.674402163346826	25572.951433137125	228.1902755836405	7098.43543397253	7270.858617334165	123.075239996718	71.1834968180977	43.08951847463105	1683.093660796036	10308.175203310031	77.27258677711495	192.06145966709346	7133.741287345791	0.0	9164.651743233757	0.0	2058.1479626659566	7846.125332070265	1486.5428750260796	19925.55287935187	7556.484994825802	0.0	4056.0575120982403	4087.136055281675	19369.95932997863	10538.64168618267	423.9043517635385	1288.844336245167	321.06164383561645	710.7586413287446	2038.972263691365	707.4637424831977	8935.208126858277	1949.7889071513744	0.0	4687.288380117889	7206.310167298357	255.84899223924722	4359.58409101506	59.67146595742867	14.055110086649753	11537.245566889524	71.39134594104503	0.0	3809.0796019900495	113.54862151973475	6978.166253012481	1059.981617102025	0.0	41.50382181025836	159.0741882245332	0.0	15.933969629853888	45.69850159690875	13972.055888223553	149.0757304710793	293231.63142630097
hsa-let-7e-5p	940.3897393030668	1208.4997817986505	123.77739484988957	299.5934089450032	68.10133478616181	4600.265643887952	1361.952171094498	10559.586236620933	368.4272577222353	223.61900157137677	61.50534327669717	451.9353466609953	14064.199529506994	8088.912271471787	83.16930498184136	45.37479581341884	93.94522993095026	6148.677803119029	24615.728370464847	518.5108368764907	150.19338263183104	274.1013391808286	486.0061097910945	176.74402163346826	21088.708861783685	109.70686326136563	142.34830415720313	303.40800997146323	2454.667286601209	2719.2095784513317	1842.0769147904773	11199.305218936823	267.51319731773435	61.81806942169196	0.0	14161.130927059132	0.0	146.24444271117696	224.2068682037293	811.425890825182	0.0	860.6300855414145	2189.621195533173	366.50569161779924	189.000189000189	405.605751209824	284.4141069397042	379.1273178465568	3937.6406300225008	230.41770635631732	0.0	13671.875	5798.294179260812	1939.773709436631	265.29890343119916	46.45688800792865	281.9942634309839	162.9903292404651	9638.089517786375	17813.879431387486	488.6005060124513	273.93108593276446	166.22765516712272	21.08266512997463	137.15444054936165	135.64355728798554	14043.109079033311	6452.114427860696	408.77503747104515	12180.31725477501	194.57704509739972	8449.761790054066	3140.4558503095495	1829.353164582132	10834.873173189988	15091.460985675363	290.6932462692251	4917.941893989799	8103.330777749383	276166.0046215982
hsa-miR-499a-5p	104.48774881145187	402.83326059955016	417.44533165060795	85.59811684142949	0.0	29295.446744369994	0.0	0.0	5644.305588304645	120.87513598452799	0.0	19076.988515525307	0.0	0.0	0.0	60.49972775122512	0.0	25683.700096570716	214.13076872945973	2385.1498496318573	4919.6984504472575	0.0	0.0	0.0	0.0	0.0	0.0	27230.185543565018	0.0	28.47339872723908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.678529544143469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35427.28566836571	6.422793208538462	0.0	0.0	0.0	19.643278070244364	0.0	30.97125867195243	34580.5536755938	0.0	0.0	59.651087026347426	78.17608096199221	0.0	0.0	0.0	23971.806626186735	28.55653837641801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57207.054940247755	0.0	0.0	20.310445154181664	6431.5812818806835	42.5930658488798	273587.10354664765
hsa-miR-26b-5p	2350.974348257667	7653.831951391453	713.5402761934811	8945.003209929382	4926.645133673192	6253.078036623039	3994.6632092509653	10308.167516701387	2122.1410044800755	979.0886014746767	1322.3648804489892	6678.00935772012	4502.567475273822	0.0	0.0	1078.9118115635147	0.0	4047.7511352195447	0.0	414.8086695011925	1636.2080946619749	21027.48844858642	22853.087295954578	176.74402163346826	45.512470416894224	13275.99321280206	12.65318259175139	92.93578683810586	7534.939693132402	5837.046739084011	107.72379618657762	40.394247859104865	5599.942930517906	61.81806942169196	192.06145966709346	7853.660132857751	0.0	0.0	112.10343410186465	2844.2167944028515	3830.3918943965077	521.593991237221	0.0	0.0	0.0	4433.6904528798	231.74482787679602	241.26283862962705	12926.48206823713	1658.6863461050577	4009.737934984964	508.347602739726	935.2087385904534	4278.305963699222	176.86593562079943	3917.8642220019824	2691.0309710271035	8312.506791263719	13149.139387943776	55.06254187047455	149.24524547289423	2541.1479460996875	656.3861255317154	14.055110086649753	102.28466752833751	1242.2094193741834	746.477559018382	5597.014925373134	204.38751873552258	98.9173051329089	924.0865379863809	21658.36946630266	83.00764362051672	6243.661887812928	0.0	2151.085900030275	30.4656677312725	199.6007984031936	10307.521935428913	270423.9245971929
hsa-miR-125a-5p	365.70712084008153	3927.6242908456143	601.8979200543649	85.59811684142949	1494.3378604506363	3104.153297416688	588.7915499491497	1939.515839379355	4833.765621315727	2465.852774084371	7149.996155916046	467.88600595491283	3086.029393165204	29.22822862320429	19517.06356907211	2218.3233508782546	0.0	41.09392015451314	37.24013369207995	29969.926371461162	2862.6720302546228	78.31466833737959	11170.426142500077	35.34880432669365	3443.7769282116633	93.61652331636533	63.26591295875695	6133.761931314987	27.350053332604	1893.4810153613987	8553.269417214264	121.18274357731458	11342.559566271937	2905.449262819522	128.04097311139566	6119.310186851664	354.3167591827093	0.0	14498.710810507828	963.5682453549036	9987.849832162936	1356.1443772167743	0.0	9658.502932045532	0.0	7846.373325127975	294.94796275228583	7100.020679671882	229.60003673600588	1106.32613017075	0.0	4441.352739726028	187.04174771809068	1147.1674393022709	176.86593562079943	3128.0971258671957	2594.347223565052	0.0	9610.118889889944	4955.62876834271	106.60374676635301	2797.5940691005735	1116.7088629175937	7132.96836897475	10433.036087890425	2170.2969166077687	93.30969487729774	8084.577114427861	45.419448607893905	0.0	748.6583449461856	53.53032492907232	48.42112544530142	1809.4688910540654	139.98544151408254	3370.034576714097	3320.7577827087025	44.355732978487474	63.889598773319705	258112.45477005103
hsa-miR-7-5p	9012.068334987724	67.1388767665917	2567.774191199669	256.79435052428846	9534.186870062655	44.77144178966377	47.57911514740605	2478.270239206954	397.9014383400141	1353.8015230267133	6242.79234258476	3700.552956188856	3870.184402903903	73.07057155801073	55.44620332122757	100.8328795853752	70.45892244821269	0.0	83.79030080717989	1555.532510629472	4642.844288913926	195.78667084344897	49.37204924861912	0.0	17304.852640734687	11.702065414545666	8895.187362001228	65.60173188572178	123.07523999671801	6121.780726356402	5235.376494667673	148.11224215005115	0.0	0.0	0.0	0.0	0.0	4991.8103112081735	12032.435260266804	3799.332686728324	41.187009617166744	1408.3037763404964	656.8863586599518	5174.197999310107	0.0	6461.71920892892	463.489655753592	275.7289584338595	183.68002938880468	2410.153151504058	286.40985249892594	16962.75684931507	5686.069130629956	2302.1921898326386	619.0307746727979	13906.095143706643	145.02562119307743	0.0	64.77408565489546	73.41672249396606	0.0	7180.491444024806	767.2045623097972	119.4684357365229	27.895818416819317	1249.3485539682881	139.96454231594663	139.92537313432837	12126.992778307667	13299.881299233843	1208.2307943190915	21.412129971628925	9566.630927264556	5925.513511363863	15622.375272971609	79.66984814926943	10987.950828412275	0.0	85.1861316977596	240799.47601102805
hsa-miR-100-5p	11049.579436811035	537.1110141327335	140.76644904497246	3809.116199443612	70.04708720862358	2954.915158117809	65.42128332768331	466.9204798505855	9608.582881395898	126.91889278375439	92.25801491504575	233.94300297745642	733.5643639491059	0.0	0.0	6957.468691390889	8854.337920992062	41.09392015451314	27622.869166100303	155.5532510629472	52.60229069133253	352.4160075182081	126.5158761995865	8324.643418936355	10831.967959220827	3443.3327482300624	161.32807804483022	38.267676933337704	6844.350846484151	0.0	129.26855542389313	0.0	107.00527892709374	8469.075510771798	0.0	8344.51389116136	0.0	13805.475391935106	0.0	54.940294691288365	0.0	1669.1007719591069	437.92423910663456	3923.7668161434976	0.0	4825.309798875493	5108.920069102094	1033.9835941269732	4040.960646553703	790.8064138012982	572.819704997852	401.32705479452056	3853.060002992668	39.28655614048873	442.16483905199857	3801.7220019821607	4270.198846240613	217.32043898728676	8747.445840031563	7210.89871245423	827.9557665520084	8952.301021121835	76.72045623097972	203.79909625642142	51.142333764168754	71.39134594104503	839.7872538956797	6218.905472636816	3633.555888631512	49.45865256645445	111.18688291279983	25095.016326749104	44.96247362777989	0.0	0.0	139.42223426122152	40.62089030836333	0.0	63.889598773319705	232413.30308039993
hsa-miR-19b-3p	417.95099524580746	234.98606868307093	3349.2706841734826	85.59811684142949	2218.1577616064133	2238.5720894831884	53.526504540831795	4345.952158609295	7456.967696298043	2405.415206092107	30.752671638348584	5210.548702679711	126.47661447398376	0.0	0.0	32562.297914103834	0.0	12595.286527358277	0.0	29451.41553458467	12397.529353462476	0.0	0.0	73.64334234727845	0.0	64.36135978000117	0.0	49.201298914291336	1326.477586631294	61.692363909018	107.72379618657762	26.929498572736577	71.3368526180625	0.0	0.0	98.17075166072189	236.21117278847288	0.0	0.0	6768.221688315256	0.0	312.9563947423325	21458.287716225095	0.0	14269.51426951427	4279.83999552435	5983.23010154637	0.0	10010.561601689857	11611.339655502783	429.61477874838897	14661.815068493152	486.30854406703577	5802.624341950185	0.0	10731.541129831518	531.7606110412839	0.0	0.0	32.11981609111015	35.53458225545101	0.0	545.5676887536335	14.055110086649753	27.89581841681932	14.278269188209006	233.27423719324435	124.37810945273631	68.12917291184085	0.0	5640.881193109378	0.0	0.0	39.7685470561333	0.0	0.0	10.155222577090832	44.355732978487474	42.5930658488798	231507.05508639498
hsa-miR-23b-3p	1776.2917297946817	973.5137131155795	728.1023226464092	599.1868178900064	6292.563334241352	7603.683197277896	2402.7453149440053	969.7579196896775	3787.432209384579	199.44397437447117	6719.458752979165	255.21054870267972	1302.7091290820329	0.0	1413.8781846913032	30.24986387561256	0.0	61.640880231769714	27.930100269059963	0.0	22.148332922666327	0.0	111.08711080939302	32140.900334046204	30.341646944596153	58.51032707272834	88.57227814225973	0.0	177.775346661926	2448.712290542561	0.0	26828.51295308881	214.01055785418748	7294.532191759651	192.06145966709346	589.0245099643313	0.0	5362.296232743155	0.0	2523.0273792845505	21293.683972075207	1095.3473815981638	0.0	194.03242497412901	0.0	1230.803658843604	610.9636371297349	21644.72323705797	390.32006245121	243.26329277339426	1432.0492624946298	615.3681506849315	673.3502917851265	392.8655614048873	0.0	10313.42913776016	177.2535370137613	0.0	67.71836227557252	9053.19959253719	142.13832902180403	606.1453816384576	68.1959610942042	35.137775216624384	27.89581841681932	135.64355728798554	513.2033218251376	606.3432835820895	68.12917291184085	13.488723427214849	4540.13105227266	0.0	0.0	139.18991469646656	17694.159807380034	55.768893704488605	12.694028221363542	23220.22621423819	276.85492801771875	230809.0286705071
hsa-miR-23a-3p	313.4632464343556	11111.484104870926	1330.0002427007742	0.0	6705.062847803246	1775.933857656663	65.42128332768331	3412.1111989081246	12703.371846262675	11730.93194729844	907.2038133312832	191.4079115270098	23853.489489793337	0.0	110.89240664245516	3347.6516022344567	21114.19042698107	0.0	46.55016711509994	103.70216737529813	16.611249691999745	117.47200250606937	37.029036936464344	0.0	40.455529259461535	23.404130829091333	12222.974383631843	10.93362198095363	273.50053332604	185.077091727054	107.72379618657762	16352.938008294286	0.0	61.81806942169196	0.0	0.0	0.0	21741.673816394974	0.0	3433.768418205523	82.37401923433349	260.7969956186105	875.8484782132691	10650.224215246637	378.000378000378	125.87764692718676	189.60940462646946	723.7885158888812	6061.440969830554	2062.5194690919134	429.61477874838897	294.3065068493151	261.85844680532693	3382.5724836960794	0.0	108.39940535183351	48.341873731025814	0.0	11.777106482708263	27.531270935237274	85.28299741308241	209.819555182543	2097.025803646779	49.19288530327414	6337.000083687455	378.37413348753864	233.27423719324435	155.4726368159204	386.06531316709817	14239.595697996476	63.005900317253236	0.0	48.42112544530142	99.42136764033326	279.9708830281651	0.0	38.08208466409062	19361.277445109783	0.0	223484.41236403142
hsa-miR-191-5p	208.97549762290373	671.3887676659169	2092.080673737349	898.7802268350097	7051.406779001441	89.54288357932754	1332.215224127369	359.16959988506574	103.15963216222589	169.2251903783392	1752.9022833858692	340.280731603573	14671.287278982116	0.0	15635.829336586177	20.16657591707504	0.0	14013.026772688982	102.41036765321986	0.0	2904.200154484622	665.6746808677265	5720.98620668374	44.186005408367066	70.79717620405769	13012.696740974781	9420.29443955891	60.13492089524497	355.550693323852	8456.599421990006	11332.543358827965	67.32374643184144	71.3368526180625	61.81806942169196	0.0	359.95942275598026	0.0	0.0	0.0	1067.1095699654086	144.15453366008362	991.0285833507197	437.92423910663456	3988.4442911348738	189.000189000189	1300.7356849142632	568.8282138794084	7134.486799476114	3627.680580428893	1694.0117087520193	23772.017757410857	2809.2893835616437	2543.767768966033	1190.3826510568085	884.3296781039971	1393.7066402378593	4866.4152889232655	0.0	47.10842593083305	6442.317398845523	589.8740654404867	6154.706952021262	375.0777860181231	63.24799538992389	3054.5921166417156	1185.0963426213475	10077.447046748157	9048.507462686566	10287.505109687969	53.954893708859395	837.6078512764254	74.94245490070125	0.0	79.5370941122666	55.994176605633015	15.933969629853888	10.155222577090832	44.355732978487474	85.1861316977596	219302.41150370686
