name	SRX1158749	SRX1158748	SRX1158761	SRX1158760	SRX1158767	SRX1158766	SRX1158765	SRX1158764	SRX1158769	SRX1158768	SRX1158747	SRX1158746	SRX1158763	SRX1158824	SRX1158810	SRX1158816	SRX1158822	SRX1158811	SRX1158798	SRX1158799	SRX1158796	SRX1158797	SRX1158794	SRX1158795	SRX1158792	SRX1158793	SRX1158790	SRX1158791	SRX1158762	SRX1158774	SRX1158813	SRX1158812	SRX1158815	SRX1158814	SRX1158817	SRX1158775	SRX1158819	SRX1158818	SRX1158823	SRX1158776	SRX1158821	SRX1158758	SRX1158759	SRX1158778	SRX1158779	SRX1158752	SRX1158753	SRX1158750	SRX1158751	SRX1158756	SRX1158757	SRX1158754	SRX1158755	SRX1158772	SRX1158777	SRX1158773	SRX1158771	SRX1158820	SRX1158803	SRX1158789	SRX1158788	SRX1158770	SRX1158784	SRX1158787	SRX1158786	SRX1158781	SRX1158780	SRX1158783	SRX1158782	SRX1158802	SRX1158785	SRX1158800	SRX1158801	SRX1158806	SRX1158807	SRX1158804	SRX1158805	SRX1158808	SRX1158809
hsa-miR-127-5p	313.4632464343556	234.98606868307093	48.54015484309395	128.39717526214423	0.0	119.39051143910338	1106.2144271771906	359.16959988506574	44.21127092666824	1269.1889278375438	30.752671638348584	212.6754572522331	7335.643639491058	29.22822862320429	3465.3877075767236	0.0	0.0	205.4696007725657	0.0	0.0	0.0	0.0	37.029036936464344	0.0	15.170823472298077	11.702065414545666	0.0	5160.6695750101135	0.0	2349.055394997224	0.0	5978.348683147519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	876.9316268032567	0.0	4068.433131650323	0.0	1767.8509830976197	472.50047250047254	41.95921564239559	252.8125395019593	103.39835941269732	4523.120723699316	324.35105703119234	0.0	240.79623287671234	4264.551847972468	11.785966842146617	176.86593562079943	123.88503468780972	32.227915820683876	0.0	11.777106482708263	32.11981609111015	28.427665804360803	0.0	605.2391547110623	14.055110086649753	5211.868740875742	21.417403782313507	0.0	31.094527363184078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51692.1648351775
hsa-miR-320c	14.926821258778837	422.01579681857635	1239.0221239091468	1677.7230900920179	3900.066155582364	77.6038324354172	1271.7784195294144	998.4914876804828	11.78967224711153	507.67557113501755	1280.8487737372184	42.53509145044662	14.454470225598143	321.51051485524715	0.0	352.9150785488132	112.73427591714032	0.0	46.55016711509994	0.0	123.20010188233145	208.83911556634558	0.0	0.0	45.512470416894224	0.0	0.0	0.0	2682.1285634840324	39.86275821813471	0.0	134.64749286368288	0.0	0.0	192.06145966709346	26.178867109525836	0.0	0.0	0.0	1618.726228386	82.37401923433349	0.0	0.0	1155.5708865125903	0.0	1673.7064906244464	68.21925669100489	0.0	73.47201175552188	1071.5742312031223	504.62688297429816	127.0869006849315	0.0	3018.9473447900414	619.030774672798	65.48208976355657	1865.9963260175964	0.0	17.665659724062394	0.0	0.0	0.0	3772.0890980231698	67.9330320854738	0.0	5108.4587526300065	93.30969487729774	2571.9616204690833	136.2583458236817	116.90226970252868	1584.7837044504404	0.0	7945.676108786129	0.0	139.98544151408254	34.52360086468342	66.00894675109042	0.0	0.0	49345.44189075791
hsa-miR-219a-2-3p	339.58518363721856	335.69438383295847	9.70803096861879	0.0	0.0	119.39051143910338	47.57911514740604	0.0	4715.868898844612	169.2251903783392	0.0	319.01318587834965	0.0	6883.24784076461	83.16930498184136	0.0	0.0	41.09392015451314	0.0	0.0	0.0	0.0	0.0	13388.35963873522	0.0	40.95722895090984	9287.43602234552	0.0	27.350053332604	0.0	0.0	0.0	107.00527892709374	0.0	0.0	98.17075166072189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	126.40626975097965	68.93223960846487	0.0	9.634189812807692	0.0	11103.381849315068	0.0	1276.8130745658837	0.0	0.0	32.227915820683876	0.0	0.0	64.2396321822203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.64179104477612	90.83889721578781	0.0	66.7121297476799	0.0	0.0	39.7685470561333	0.0	0.0	15.23283386563625	0.0	42.5930658488798	48996.276975814646
hsa-miR-199a-3p	0.0	44.7592511777278	0.0	6904.914758541979	1598.1113229819307	1004.870137945787	11.89477878685151	47.88927998467543	19.649453745185884	0.0	0.0	226.85382106904865	269.81677754449873	0.0	0.0	389.88713439678406	0.0	0.0	0.0	0.0	5.537083230666582	0.0	0.0	17.674402163346826	13.485176419820512	0.0	0.0	10.93362198095363	45.583422221006664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	400.0780433929717	0.0	834.5503859795533	0.0	2572.726227434747	0.0	4484.973938664952	140.4514108344218	0.0	168.37336027307097	9.634189812807692	0.0	0.0	0.0	34.04834865509023	235.82124749439922	20.647505781301618	139.65430188963012	0.0	17006.141761030744	0.0	0.0	0.0	0.0	0.0	2823.676730858046	14.278269188209006	0.0	3244.195688225539	30.2796324052626	11.989976379746532	0.0	0.0	0.0	1736.5598881178207	4255.55742202811	10.62264641990259	77.85670642436305	0.0	0.0	48863.97810348095
hsa-miR-15b-5p	0.0	469.97213736614185	0.0	0.0	0.0	4939.782410792903	0.0	0.0	0.0	84.6125951891696	0.0	319.01318587834965	0.0	0.0	0.0	0.0	46.97261496547513	0.0	0.0	103.70216737529813	5.537083230666582	313.25867334951835	0.0	17.674402163346826	35.398588102028846	9911.64940612018	18.979773887627083	32.80086594286089	0.0	56.94679745447816	43.08951847463105	0.0	10343.843629619061	0.0	0.0	98.17075166072189	0.0	0.0	0.0	198.630296191581	0.0	0.0	0.0	0.0	0.0	0.0	42.13542325032655	0.0	45.92000734720117	175.02111493267307	0.0	0.0	261.85844680532693	0.0	0.0	8749.380574826562	48.341873731025814	0.0	0.0	0.0	85.28299741308241	0.0	0.0	0.0	9.298606138939773	0.0	0.0	0.0	90.83889721578781	12040.933779360455	14.824917721706644	0.0	0.0	0.0	0.0	0.0	0.0	44.355732978487474	0.0	48648.22726948561
hsa-miR-193b-3p	0.0	0.0	1427.0805523869622	85.59811684142949	435.84854263143563	0.0	3598.170583022582	4238.201278643775	0.0	0.0	353.6557238410087	0.0	252.95322894796752	6839.405497829804	0.0	8933.793131264243	0.0	0.0	0.0	0.0	2306.195165572631	0.0	0.0	0.0	0.0	11.702065414545666	0.0	0.0	0.0	0.0	64.63427771194657	0.0	0.0	0.0	0.0	65.44716777381458	0.0	0.0	0.0	1908.1186963935922	0.0	0.0	0.0	0.0	0.0	55.94562085652745	63.20313487548982	0.0	45.92000734720117	2593.202757947404	0.0	0.0	0.0	35.357900526439856	442.16483905199857	123.88503468780972	96.68374746205163	0.0	0.0	0.0	10.660374676635302	0.0	3358.651083889557	0.0	0.0	4818.915851020539	233.27423719324435	124.37810945273631	0.0	0.0	6033.741512734604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48556.78823999797
hsa-miR-200c-3p	52.24387440572593	0.0	2892.9932286483995	0.0	0.0	29.847627859775844	11.89477878685151	0.0	0.0	0.0	568.9244253094488	0.0	0.0	0.0	0.0	2692.237884929518	0.0	0.0	18.620066846039975	103.70216737529813	4105.747215539271	0.0	0.0	17.674402163346826	0.0	11.702065414545666	0.0	0.0	1094.00213330416	0.0	43.08951847463105	0.0	0.0	0.0	0.0	65.44716777381458	0.0	0.0	112.10343410186465	2628.6817921524125	0.0	0.0	0.0	0.0	0.0	111.8912417130549	3455.104706526777	0.0	0.0	2652.6135951263846	716.0246312473149	3852.7397260273974	112.22504863085442	6568.712186689715	0.0	0.0	112.79770537239357	0.0	0.0	0.0	0.0	0.0	1227.5272996956755	0.0	0.0	1413.5486496326914	0.0	0.0	0.0	0.0	971.0321107717853	0.0	96.84225089060284	0.0	0.0	12802.944597587599	0.0	0.0	0.0	48542.91553299735
hsa-miR-125b-2-3p	235.0974348257667	0.0	0.0	85.59811684142949	23.349029069541192	0.0	0.0	0.0	3080.0518745578875	0.0	2706.235104174675	0.0	278.2485518427643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.34301231215478	17.674402163346826	0.0	9519.6302147329	0.0	27.334054952384076	0.0	0.0	107.72379618657762	0.0	0.0	0.0	0.0	130.89433554762917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4782.370538912063	5962.638726132212	0.0	256.9117283415385	0.0	0.0	261.85844680532693	0.0	0.0	185.8275520317146	0.0	0.0	0.0	14040.948176971011	42.641498706541206	2960.7870564647737	0.0	14.055110086649753	18.597212277879546	0.0	0.0	46.64179104477612	0.0	17.984964569619798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	149.0757304710793	44964.51846002225
hsa-miR-369-3p	313.4632464343556	67.1388767665917	0.0	0.0	0.0	29.847627859775844	83.26345150796057	0.0	0.0	0.0	30.752671638348584	2913.6537643555935	0.0	29.22822862320429	0.0	70.58301570976263	46.97261496547513	0.0	0.0	0.0	8715.3690050692	0.0	12.34301231215478	12699.057954364695	0.0	239.89234099818617	0.0	10.93362198095363	136.75026666302	71.1834968180977	0.0	0.0	107.00527892709374	0.0	0.0	359.95942275598026	0.0	0.0	0.0	21.13088257357245	0.0	104.31879824744418	0.0	0.0	0.0	0.0	10386.381831205494	275.7289584338595	252.56004040960644	4.817094906403846	0.0	4387.842465753425	149.63339817447255	0.0	0.0	0.0	580.1024847723097	0.0	0.0	64.2396321822203	0.0	93.25313563668578	0.0	0.0	0.0	0.0	0.0	715.1741293532338	136.2583458236817	35.969929139239596	148.24917721706643	0.0	0.0	0.0	0.0	0.0	30.4656677312725	0.0	0.0	43323.52386931044
hsa-miR-10a-5p	417.95099524580746	3457.6521534794724	2621.168361527073	0.0	817.2160174339418	3402.6295760144462	618.5284969162785	107.75087996551973	1621.0799339778355	24.175027196905596	76.88167909587146	42.53509145044662	0.0	0.0	0.0	0.0	0.0	4479.237296841932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.702065414545666	0.0	10.93362198095363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1479.1617801500715	0.0	0.0	0.0	1810.9692997585373	0.0	4923.214635374416	2907.344204272532	241.26283862962705	68.88001102080176	367.70491118882694	572.819704997852	80.26541095890411	0.0	290.7205154396166	0.0	1378.2210109018831	32.227915820683876	0.0	0.0	22.942725779364395	14.213832902180402	8812.421317666805	0.0	28.110220173299506	0.0	935.2266318276899	0.0	0.0	0.0	0.0	1326.8301360927446	0.0	0.0	39.7685470561333	83.99126490844952	0.0	0.0	0.0	149.0757304710793	43274.813841932526
hsa-miR-149-5p	5354.997126586908	6747.457115042465	873.7227871756911	0.0	0.0	0.0	0.0	0.0	29.474180617778824	193.40021757524477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	352.4160075182081	67.88656771685129	0.0	0.0	0.0	0.0	0.0	0.0	28.47339872723908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	414.16529844202	0.0	0.0	0.0	0.0	0.0	447.5649668522196	0.0	0.0	0.0	621.4052429260962	286.409852498926	0.0	4676.0436929522675	487.1532961420602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4989.04275656269	0.0	0.0	0.0	28.55653837641801	0.0	0.0	68.12917291184085	0.0	0.0	0.0	15294.158337080205	0.0	0.0	0.0	0.0	0.0	0.0	40960.45655570513
hsa-miR-129-5p	78.3658116085889	0.0	839.7446787855254	213.99529210357372	0.0	59.69525571955169	53.526504540831795	143.6678399540263	2637.939165291205	48.35005439381119	0.0	42.53509145044662	227.65790605317076	58.45645724640858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8337.704816860554	0.0	0.0	0.0	25.30636518350278	16.400432971430444	164.100319995624	2121.2682051793113	0.0	0.0	0.0	61.81806942169196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	437.92423910663456	5971.886857537082	0.0	0.0	63.20313487548982	172.3305990211622	45.92000734720117	4.817094906403846	0.0	7678.7243150684935	0.0	0.0	0.0	1827.3042616451935	0.0	0.0	35.33131944812479	22.942725779364395	21.320749353270603	139.87970345502868	1329.8212413369818	0.0	23.246515347349433	14.278269188209006	0.0	62.189054726368155	90.83889721578781	62.9473759936693	126.01180063450647	42.82425994325786	27.66921454017224	0.0	0.0	0.0	7580.873653798307	0.0	0.0	40912.81755702731
hsa-miR-495-3p	287.34130923149263	0.0	0.0	0.0	0.0	0.0	17.842168180277266	359.16959988506574	58.94836123555765	0.0	0.0	42.53509145044662	12925.909999241141	0.0	0.0	20.16657591707504	0.0	0.0	27.930100269059963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.65689554533677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12518.524296076748	0.0	0.0	0.0	417.2751929897767	0.0	86.23663332183511	0.0	0.0	0.0	0.0	0.0	3.211396604269231	0.0	5377.782534246576	74.81669908723627	0.0	0.0	0.0	0.0	0.0	47.10842593083305	18.354180623491516	0.0	0.0	34.0979805471021	0.0	0.0	0.0	0.0	108.83084577114427	7675.88681473407	0.0	0.0	0.0	0.0	0.0	55.994176605633015	0.0	0.0	0.0	42.5930658488798	40300.21234334305
hsa-miR-190a-5p	0.0	8996.609486723288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.2625407953584	0.0	0.0	75.88596868439026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.674402163346826	0.0	0.0	0.0	0.0	0.0	0.0	64.63427771194657	0.0	24254.52989014125	0.0	0.0	0.0	0.0	0.0	0.0	4.22617651471449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	679.2103818029424	0.0	0.0	74.81669908723627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	139.9645423159466	0.0	0.0	0.0	0.0	5492.21133772282	0.0	0.0	0.0	15.933969629853888	0.0	0.0	0.0	39851.959673293095
hsa-miR-23a-5p	0.0	0.0	592.1898890857461	85.59811684142949	4630.890765459003	0.0	1076.4774802100617	0.0	0.0	0.0	6119.781656031369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4116.183026556902	0.0	0.0	0.0	0.0	0.0	384.1229193341869	1308.9433554762918	0.0	0.0	0.0	304.2847090594433	5045.408678102926	0.0	0.0	4096.240082787168	189.000189000189	0.0	1643.2815067627355	0.0	0.0	793.2149612545	286.409852498926	0.0	0.0	1889.6833503575078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3955.3657434638435	0.0	0.0	1042.3136507392574	0.0	1166.044776119403	0.0	0.0	185.31147152133306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38910.74618066221
hsa-miR-10b-5p	78.3658116085889	335.69438383295847	0.0	171.19623368285897	287.9713585243414	59.69525571955169	11.89477878685151	0.0	0.0	761.5133567025263	1107.096178980549	42.53509145044662	0.0	0.0	0.0	0.0	0.0	4581.972097228216	0.0	0.0	11.074166461333164	0.0	12.34301231215478	17.674402163346826	2103.6875214919996	0.0	0.0	0.0	423.925826655362	0.0	0.0	0.0	10522.185761164217	0.0	0.0	65.44716777381458	0.0	0.0	0.0	1212.9126597230586	0.0	104.31879824744418	0.0	409.62400827871676	0.0	4363.758426809141	189.60940462646946	1930.1027090370164	160.72002571520412	260.1231249458077	0.0	53.51027397260274	74.81669908723627	2895.419187554019	0.0	46.45688800792865	1224.6608011859873	0.0	0.0	0.0	0.0	1352.1704667319439	17.04899027355105	0.0	0.0	0.0	93.30969487729774	0.0	0.0	17.984964569619798	459.57244937290596	0.0	0.0	0.0	0.0	15.933969629853888	0.0	3371.0357063650476	42.5930658488798	38889.95471939885
hsa-miR-3168	104.48774881145187	0.0	407.73730068198915	213.99529210357372	0.0	0.0	178.42168180277267	1652.1801594713024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.33315183415008	0.0	123.28176046353943	195.51070188341976	0.0	35.99104099933278	0.0	5258.123244977936	35.34880432669365	20.227764629730768	52.6592943654555	0.0	10.93362198095363	1025.62699997265	156.60369299981494	754.0665733060433	7472.935853934399	285.34741047225	46.36355206626897	0.0	0.0	0.0	545.979252788394	74.73562273457644	0.0	5848.555365637678	4068.433131650323	1094.8105977665864	64.67747499137633	0.0	783.2386919913843	1769.687776513715	68.93223960846487	3237.360517977683	6.422793208538462	0.0	0.0	299.2667963489451	0.0	0.0	0.0	161.13957910341938	108.66021949364338	17.665659724062394	9.177090311745758	0.0	0.0	0.0	21.08266512997463	0.0	14.278269188209006	0.0	0.0	0.0	44.9624114240495	0.0	0.0	1680.9047833154636	39.7685470561333	111.98835321126603	0.0	30.4656677312725	66.53359946773121	42.5930658488798	38281.49582330724
hsa-miR-423-3p	52.24387440572593	0.0	1723.1754969298352	0.0	0.0	1447.6099511991285	2378.9557573703023	4022.6995187127363	0.0	0.0	2168.0633505035753	42.53509145044662	0.0	0.0	0.0	20.16657591707504	0.0	0.0	3584.3628678626956	0.0	5.537083230666582	0.0	0.0	0.0	15.170823472298077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	128.04097311139566	0.0	0.0	77.99703611262771	0.0	543.0636821408119	10152.597870631604	0.0	0.0	0.0	0.0	41.95921564239559	1727.5523532633886	792.7207554973461	91.84001469440234	1079.0292590344616	286.409852498926	0.0	0.0	982.1639035122182	176.86593562079943	4459.86124876115	145.02562119307743	0.0	0.0	0.0	0.0	0.0	110.81843677808182	0.0	0.0	506.8785561814197	0.0	0.0	0.0	0.0	1430.6045601446913	0.0	20.75191090512918	0.0	0.0	0.0	0.0	0.0	0.0	38214.70157677842
hsa-miR-151a-5p	156.7316232171778	1309.208096948538	0.0	0.0	0.0	59.69525571955169	0.0	0.0	0.0	906.5635198839599	0.0	85.07018290089324	101.18129157918702	0.0	0.0	0.0	6388.275635304618	0.0	6326.167710942082	0.0	30.4539577686662	78.31466833737959	0.0	7891.620565934358	0.0	23.404130829091333	25.30636518350278	0.0	0.0	0.0	0.0	0.0	71.3368526180625	0.0	0.0	7657.318629536307	0.0	77.99703611262771	0.0	213.42191399308174	0.0	0.0	0.0	0.0	0.0	27.972810428263724	0.0	0.0	114.80001836800294	112.39888114942308	0.0	53.51027397260274	224.45009726170883	514.6538854404023	0.0	0.0	80.56978955170969	0.0	0.0	22.942725779364395	5344.401171219831	0.0	0.0	14.055110086649753	13.94790920840966	0.0	0.0	31.094527363184078	0.0	0.0	0.0	0.0	0.0	59.65282058419995	0.0	15.933969629853888	0.0	44.355732978487474	0.0	38076.80715983117
hsa-miR-17-5p	0.0	0.0	1179.525762687183	0.0	2856.3645561738726	0.0	0.0	0.0	0.0	0.0	2429.461059429538	3572.947681837516	0.0	58.45645724640858	0.0	70.58301570976263	0.0	0.0	0.0	0.0	5048.435635560256	0.0	0.0	26.51160324502024	5.056941157432692	11.702065414545666	0.0	69.24627254603966	3172.606186582064	0.0	0.0	0.0	0.0	0.0	0.0	163.61791943453647	0.0	0.0	0.0	1745.4109005770842	0.0	0.0	0.0	0.0	0.0	0.0	210.67711625163275	0.0	0.0	2671.346741984622	0.0	133.77568493150685	187.04174771809068	573.5837196511354	0.0	46.45688800792865	2900.512423861549	0.0	11.777106482708263	18.354180623491516	0.0	0.0	0.0	0.0	0.0	0.0	186.6193897545955	0.0	0.0	0.0	59.299670886826576	64.23638991488679	0.0	497.1068382016663	0.0	0.0	9237.021202412205	0.0	0.0	37207.7351582841
hsa-miR-124-5p	0.0	0.0	0.0	0.0	0.0	74.61906964943961	0.0	0.0	0.0	0.0	0.0	106.33772862611654	101.181291579187	13371.91459511597	0.0	0.0	0.0	7848.938749512012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.71009809085862	0.0	0.0	0.0	7356.350261181342	0.0	65.44716777381458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.67747499137633	0.0	27.972810428263724	0.0	0.0	0.0	0.0	0.0	294.30650684931504	0.0	561.7977528089888	0.0	1378.2210109018833	48.341873731025814	162.9903292404651	0.0	0.0	0.0	0.0	0.0	0.0	18.597212277879546	0.0	0.0	4586.442786069652	0.0	0.0	29.649835443413288	0.0	0.0	39.7685470561333	0.0	15.933969629853886	0.0	0.0	0.0	36196.199070957
hsa-miR-369-5p	182.85356042004076	100.70831514988754	859.1607407227629	0.0	31.13203875938826	1611.7719044278956	11.89477878685151	0.0	103.15963216222589	0.0	30.752671638348584	42.53509145044662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12904.619372357824	0.0	25.28470578716346	0.0	0.0	16.400432971430444	95.725186664114	28.47339872723908	0.0	0.0	0.0	61.81806942169196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	104.31879824744418	0.0	0.0	0.0	0.0	0.0	0.0	91.84001469440234	3.211396604269231	0.0	267.5513698630137	0.0	0.0	0.0	0.0	64.45583164136775	0.0	0.0	18.354180623491516	21.320749353270603	0.0	0.0	19276.583483840135	97.63536445886761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.994176605633015	0.0	0.0	0.0	0.0	36107.555265379204
hsa-miR-378c	1671.8039809832298	0.0	946.5330194403319	149.7967044725016	673.2303381717711	0.0	716.6604219078035	0.0	0.0	36.2625407953584	584.3007611286231	0.0	0.0	2199.424203896123	41.58465249092068	10.08328795853752	35.229461224106345	0.0	0.0	77.7766255314736	107.97312299799835	0.0	0.0	0.0	7.585411736149038	159.44064127318472	6.326591295875695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.02048655569783	0.0	0.0	0.0	0.0	712.1107427293915	0.0	0.0	437.92423910663456	0.0	0.0	13.986405214131862	115.87241393839801	103.39835941269732	0.0	875.9084238144327	286.409852498926	0.0	0.0	0.0	221.08241952599928	23.228444003964324	870.1537271584647	10132.565467782246	5.888553241354131	0.0	0.0	373.01254254674313	0.0	0.0	0.0	1691.974898802767	116.63711859662217	0.0	0.0	5377.50440631632	274.26097785157293	2237.567582035223	0.0	0.0	4003.5836273027608	23.90095444478083	10.155222577090832	0.0	0.0	35395.15863076021
hsa-miR-412-3p	6217.021054281386	335.69438383295847	0.0	0.0	0.0	0.0	196.26384998304994	0.0	0.0	0.0	1522.2572460982549	0.0	0.0	0.0	0.0	0.0	0.0	82.18784030902629	0.0	0.0	0.0	0.0	12.34301231215478	4065.11249756977	0.0	46.808261658182666	158.16478239689238	9758.257618001115	0.0	0.0	0.0	0.0	71.3368526180625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2275.3128555176336	0.0	7278.321164531386	0.0	2291.278819991408	0.0	0.0	0.0	0.0	0.0	515.646653130942	0.0	0.0	36.70836124698303	28.427665804360803	0.0	0.0	0.0	32.545121486289204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34923.688040769855
hsa-miR-219a-5p	0.0	0.0	0.0	0.0	0.0	0.0	53.526504540831795	0.0	0.0	0.0	0.0	0.0	50.59064578959351	29.22822862320429	0.0	0.0	46.97261496547513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.341646944596153	0.0	0.0	0.0	41.025079998906	28.47339872723908	0.0	3702.8060537512793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	608.5694181188866	0.0	0.0	1094.8105977665864	0.0	189.000189000189	83.91843128479118	0.0	0.0	0.0	0.0	0.0	160.53082191780823	0.0	23.571933684293235	1061.1956137247967	0.0	32.227915820683876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11241.31353045374	12625.445127873098	1712.2779968571176	0.0	0.0	0.0	0.0	0.0	25.388056442727084	0.0	0.0	32841.21380628584
hsa-miR-136-3p	0.0	2719.124509046964	0.0	85.59811684142949	0.0	0.0	59.47389393425755	0.0	44.21127092666824	0.0	61.50534327669717	0.0	6273.240077909595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8094.876190812846	0.0	35.106196243637	0.0	27.334054952384076	54.700106665208	0.0	43.08951847463105	0.0	13910.686260522187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	231.74482787679602	68.93223960846487	114.80001836800294	0.0	0.0	107.02054794520548	261.85844680532693	0.0	0.0	108.39940535183351	80.56978955170969	0.0	23.554212965416525	18.354180623491516	0.0	46.62656781834289	0.0	0.0	0.0	0.0	0.0	93.28358208955224	68.12917291184085	0.0	37.06229430426661	21.41212997162893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32690.69295579838
hsa-miR-411-3p	1384.4626717517372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.94836123555765	0.0	0.0	0.0	8423.342523967318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.029036936464344	0.0	0.0	0.0	0.0	0.0	27.350053332604	142.3669936361954	0.0	0.0	7383.364245969468	6011.807251259544	0.0	7624.595045649399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	508.347602739726	74.81669908723627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.355732978487474	0.0	31720.78621854374
hsa-miR-328-3p	0.0	0.0	0.0	0.0	217.92427131571782	0.0	0.0	0.0	0.0	0.0	0.0	63.80263717566993	227.65790605317076	58.45645724640858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.34880432669365	0.0	0.0	0.0	0.0	1025.62699997265	42.710098090858615	0.0	0.0	0.0	0.0	0.0	163.61791943453647	0.0	0.0	0.0	6.3392647720717346	0.0	0.0	0.0	0.0	0.0	27.972810428263724	2275.3128555176336	275.7289584338595	0.0	0.0	0.0	0.0	5199.760586562921	47.14386736858647	0.0	0.0	0.0	0.0	6283.086308524858	0.0	14.213832902180402	116.56641954585723	0.0	0.0	3045.2935105027755	2805.6798954830697	0.0	4151.119402985075	0.0	0.0	88.94950633023987	0.0	0.0	79.5370941122666	0.0	0.0	5047.145620814144	0.0	0.0	31298.99502789951
hsa-miR-193a-3p	104.48774881145187	234.98606868307093	0.0	0.0	389.15048449235326	0.0	273.5799120975847	179.58479994253287	88.42254185333648	181.31270397679197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	683.7513333150999	0.0	0.0	0.0	0.0	0.0	0.0	359.95942275598026	0.0	0.0	0.0	6.3392647720717346	0.0	0.0	0.0	0.0	0.0	0.0	63.20313487548982	0.0	0.0	531.4861380065577	0.0	0.0	374.08349543618135	0.0	0.0	0.0	0.0	0.0	0.0	36.70836124698303	27059.58438752594	0.0	0.0	42.16533025994926	37.19442455575909	0.0	0.0	0.0	408.77503747104515	0.0	22.237376582559968	0.0	0.0	0.0	0.0	0.0	0.0	155.24506542470615	0.0	31232.25703208545
