name	SRX3292449	SRX3292448	SRX3292447	SRX3292446	SRX3292445	SRX3292444	SRX3292443	SRX3292442	SRX3292441	SRX3292440	SRX3292429	SRX3292428	SRX3292416	SRX3292415	SRX3292421	SRX3292420	SRX3292423	SRX3292422	SRX3292425	SRX3292424	SRX3292427	SRX3292426	SRX3292417	SRX3292435	SRX3292450	SRX3292451	SRX3292452	SRX3292453	SRX3292454	SRX3292438	SRX3292439	SRX3292418	SRX3292419	SRX3292432	SRX3292433	SRX3292430	SRX3292431	SRX3292436	SRX3292437	SRX3292434	SRX3292413	SRX3292414
hsa-miR-625-3p	1956.9471624266146	0.0	235.94644015808413	504.84652665589664	224.28788596207042	0.0	773.6574922899201	0.0	148.80214275085564	1590.2243053230666	1887.0891649630446	9232.882287109574	3906.7422810333965	4947.8007025877	8982.789981810549	4290.545871735709	1749.998827078534	3096.189609464646	6185.0157447567	1754.4018031519047	3038.3138554288926	1562.209410451925	7066.294195104542	4270.560683289709	880.6795137722053	172.85188322126768	1364.721937905152	2325.074475041779	4720.161834120027	325.32973269147976	813.0081300813008	3825.7553185149873	3211.0195838155532	3078.520826378843	7524.9103228377835	2158.444728929114	1215.6851658138023	8716.32329635499	391.7280101849283	14517.604023776863	4009.3408197256135	0.0	126656.70597669901
hsa-miR-484	3075.2026838132515	617.5380815150268	1769.598301185631	1009.6930533117933	3314.4765369950405	3175.6113051762463	1617.96863684376	4236.597686165879	1438.420713258271	3347.8406427854034	2269.0000673960417	3967.8502390884123	1764.3352236925018	3413.982484785513	5372.883727438086	1932.0251291215468	3453.080795522255	3739.1682823566653	3154.892757411919	2618.0610098493257	3145.9706455818846	3514.971173516831	4430.278492228553	2250.0803600128575	2294.401891143377	1227.2483708710006	0.0	2543.0502070769458	3371.544167228591	792.5325818950334	1897.0189701897018	4862.642274000358	2121.769124288016	4235.74793219836	5627.740135512156	5537.527166631933	5216.137513782477	2723.851030110935	2399.3340623826857	4915.40923639689	3202.321468431807	0.0	121597.80416119297
hsa-miR-143-3p	1801.6338955673593	3499.3824619184848	2654.3974517784463	201.93861066235866	448.57577192414084	1667.1959352175295	1289.4291538165335	0.0	1140.8164277565597	669.5681285570806	5167.029856446432	4018.72011394852	2772.526780088217	775.1554434054063	4757.240800335805	6329.1949042304095	6624.66043923563	2334.507181577177	6880.161606559325	1697.225758109218	4437.852127417792	1450.623023991073	3792.8106425134447	551.0400881664141	1749.7711392053027	942.0427635559089	4435.346298191744	1089.8786601758338	3371.544167228591	2406.9508042738053	4607.046070460705	3027.233180382576	2950.0533278870807	7381.031860836022	5292.94539657234	1771.4132602935485	1936.6147408894292	1832.4088748019017	1289.4380335253888	3572.2450845907633	2532.6671131029034	3466.2045060658575	118616.52188526306
hsa-miR-99a-5p	4410.896778802846	7616.303005351996	5544.741343714977	2928.1098546042003	2541.929374236798	4525.246109876151	2487.0085596899717	977.6763891152028	992.0142850057042	2427.1844660194174	2403.7921506076877	406.9589988808628	1134.2155009451797	560.7507462932726	1846.928781306842	2209.2472778917468	2359.9179893311066	3066.5136707157835	2245.8558612084844	2181.7175082077715	4868.479288029761	2473.4982332155478	1999.7784860753884	1699.0402718464434	5318.840747650555	7238.172609890585	1364.721937905152	726.5857734505558	674.3088334457182	2854.584947751556	3523.035230352303	4624.277456647399	2541.584405564254	3404.918215199733	2295.735352730171	2024.472297478341	4636.566678917758	247.6228209191759	2807.3840729919857	1143.1184270690442	1656.9652638266455	3466.2045060658575	114456.90450882995
hsa-miR-148a-3p	2547.137576491784	617.5380815150268	3480.209992331741	2322.2940226171245	2093.353602312657	2143.5376309939666	6936.422311010311	977.6763891152028	1140.8164277565597	1339.1362571141613	1684.9010401455755	1271.7468715026962	504.0957781978576	1533.8182178021868	1567.0910871694416	11517.514042368073	3460.118324317477	1760.772365765837	4218.406511793714	11168.88900925951	2344.52565222072	2064.348149525758	3477.768616399414	872.4801395968223	2456.6323278908885	2808.8431023456	2047.0829068577277	0.0	1123.8480557428636	2040.0375719149936	2981.029810298103	2395.5664143972353	2133.1154832414277	4361.856014242795	4208.84814667198	1890.4998660275685	2699.951938028328	1089.5404120443739	2415.6560628070574	1628.943758573388	2807.39710503271	1733.1022530329287	111866.54932647359
hsa-miR-134-5p	869.7542944118287	17496.912309592422	7904.205745295818	1615.5088852988692	1096.5185535923442	317.56113051762463	127.17657407505537	0.0	248.00357125142605	0.0	1909.5545121649857	4196.764675958898	2772.526780088217	4782.874012501443	3302.084790821323	8670.655822304867	1979.891434389119	1058.441815376093	1414.057394094231	1044.215138411168	2571.8010980992594	1339.0366375302212	3152.88152696932	2112.320337971254	915.4431787895292	164.2092890602043	682.360968952576	2397.7330523868345	449.53922229714544	171.22617510077882	0.0	2490.9123413384186	1951.573739986838	10066.392196135157	5229.174970107612	4480.633540742505	1569.0820163410704	1386.687797147385	48.966001273116035	3229.30955647005	1407.9912086402583	1733.1022530329287	108357.08454851822
hsa-miR-378a-3p	3044.1400304414005	7410.45697818032	9570.577478912288	5351.373182552505	5956.08941610387	3016.830739917434	1703.6361902137626	325.89212970506765	1339.2192847577005	753.2641446267157	2269.0000673960417	1373.486621222912	2016.3831127914304	1368.8915277159304	1930.880089548062	2454.4822556500008	3595.004292892565	2552.130732402168	1651.7140989840177	1834.1473396588094	1076.5679015299224	2222.4288636786314	1589.3624090869935	1561.28024980484	5712.828951180227	3336.0413461704666	682.360968952576	1235.195814865945	449.53922229714544	2931.636726546906	542.0054200542005	3569.5131398605567	2303.3108675426056	3918.6231964689737	1753.686727779992	3498.1690434368393	3251.2510248508665	1733.3597464342313	3533.71309187654	571.5592135345221	2446.813990624839	0.0	107436.84763025084
hsa-miR-25-3p	2609.2628832354862	2264.3062988884312	3421.22338229222	1413.5702746365105	2591.771126672814	7700.857415052398	3373.711895602163	3747.7594916082776	3224.0464262685387	3682.624707063944	2538.584233819334	1220.8769966425884	2016.3831127914304	1269.9355136641764	2182.734014271722	2290.2814444553437	3270.105046846483	3145.6495073794167	2020.081991563187	2214.8194290219585	2045.4790129068529	3459.1779802864053	2773.8465893008774	1285.760205721633	3302.5481766457697	1953.2262804003249	0.0	1017.2200828307782	899.0784445942909	4728.288520997221	2981.029810298103	2097.6103927060367	1781.3783556856604	1980.6387003449427	1594.2606616181745	2396.6179403971537	3053.3487885555965	940.9667194928684	4455.906115853559	1200.2743484224966	3554.3192705918714	3466.2045060658575	107165.76609549287
hsa-miR-532-5p	3137.3279905569534	617.5380815150268	3834.129652568867	2423.263327948304	2890.8216412889074	1667.1959352175295	2458.747098784404	814.730324262669	1537.6221417588415	3515.2326749246736	3010.356525060095	1526.0962458032354	756.1436672967865	1368.8915277159304	1734.9937036518818	2264.6917076457867	1829.7574867577166	2740.078344478297	2073.554750163389	2139.5877908078974	3074.1994521465567	3236.0052073647016	2232.3681069173876	1515.3602424576386	2734.7416480294796	1521.0965723471556	1023.5414534288639	1162.5372375208894	2472.4657226343	4058.0603498884584	4065.040650406504	2359.811691794291	2235.2327138221344	2885.6496420755907	2566.7596652052607	2381.732114680401	3703.59899352577	1089.5404120443739	3884.6361010005385	571.5592135345221	2781.641168289291	0.0	93896.33897732128
hsa-let-7d-5p	846.4573043829404	411.6920543433511	530.8794903556893	302.907915993538	747.6262865402347	2381.708478882185	480.44483539465364	325.89212970506765	694.4099995039929	502.1760964178105	3527.0595107047384	3431.1730593142747	5545.053560176434	9083.337456500585	1930.880089548062	1937.3563242902046	2391.586868909605	2480.413880425751	1840.3541084902859	3007.7608957981624	1913.898491608751	2975.636972289381	2854.453045201147	6291.041006566561	446.1337010556566	773.5121774151729	1364.721937905152	2742.8612947758484	4270.6226118228815	1009.3783022190911	1355.0135501355012	2240.629283117812	1344.5435359793041	2331.1449872037388	2040.6536468712634	1860.7282145940635	1646.8293234570694	3541.0063391442154	946.6760246135766	5872.770919067215	3243.1017016088877	0.0	93464.52741232986
hsa-miR-10b-5p	5125.337806355419	1029.230135858378	1592.638471067068	1312.6009693053313	872.2306676302738	2619.879326770403	5873.084844438321	1955.3527782304056	396.80571400228166	1422.8322731837964	4785.118954013435	483.26381117102454	1386.2633900441085	296.868042155262	2546.5230166503425	157.80337699226763	131.3672041774771	3155.541486962371	451.5477392905948	589.8160435982389	3289.513032452541	1543.6116793751162	718.6896220726319	1377.6002204160352	8876.322467756701	3336.0413461704666	0.0	1307.8543922110007	0.0	4473.895346561778	7588.075880758807	4844.764912698886	2110.422765334604	860.5022068914358	2518.9318453567157	1860.7282145940635	1766.9842526363404	594.2947702060221	3394.976088269378	1143.1184270690442	2287.9857140404197	2599.6533795493933	92678.07261631818
hsa-miR-181a-5p	1770.5712421955084	2264.3062988884312	2123.5179614227573	1211.631663974152	971.9141725023051	1984.7570657351541	791.3209053559001	325.89212970506765	644.8092852537077	418.4800803481754	4627.861523599848	1551.5311832332893	378.07183364839324	1121.5014925865453	3190.149713166363	5341.857558995005	7487.930638116194	1226.6054682863135	6274.137009090369	2624.079540906451	2655.534157107142	2473.4982332155478	4154.616719378776	1653.1202644992422	1274.667717301876	1287.7465299984442	682.360968952576	508.6100414153891	899.0784445942909	900.1604633869515	1355.0135501355012	2407.4846552648833	2518.891687657431	3479.099439931753	4320.446392985253	2217.988031796124	3661.1913714624975	1584.7860538827258	1305.7600339497608	200.04572473708274	2103.401500712581	0.0	87974.42874937577
hsa-miR-23a-3p	434.87714720591435	823.3841086867022	117.97322007904206	0.0	0.0	0.0	38.85950874515581	0.0	17484.251773225536	0.0	314.5148608271741	49687.15026961034	0.0	428.8093942242673	55.967538827480055	1740.10210304987	2369.3013610580692	212.67756103351402	1550.7099994058583	1501.6234987526593	442.5890261845237	409.1500836897899	2732.005070207608	160.72002571520412	69.52733003464779	112.353724093824	1364.721937905152	145.31715469011118	0.0	102.7357050604673	0.0	393.3019486323819	113.4635895341185	853.0840844182337	494.2208051016341	148.85825716752507	480.6197167170846	0.0	130.57600339497608	228.62368541380886	197.4621816995484	0.0	85339.53267439222
hsa-miR-3615	2950.952070325847	1440.922190201729	3362.2367722526988	4139.741518578352	5607.19714905176	3255.001587805653	2027.759819974494	977.6763891152028	1388.8199990079859	3096.7525945764983	1033.4059712892863	1678.705870383559	1260.239445494644	1830.686259957449	1539.1073177557016	955.3501742234581	1191.6882093242564	1177.1455703715428	1158.5764363377102	1083.3355902824796	1614.8518522948839	1692.3935279895852	1142.0273446633603	734.7201175552187	4148.464025400652	2540.922683352635	1364.721937905152	290.63430938022236	1348.6176668914363	1274.4119603929396	813.0081300813008	2765.031881294321	1009.8259468536546	2433.1441712102664	2423.2762056596252	2143.558903212361	2247.6039693534253	1634.310618066561	2236.1140581389654	2114.769090077732	1553.9415168529679	0.0	78681.65085293759
hsa-miR-222-3p	434.87714720591435	411.6920543433511	648.8527104347313	201.93861066235866	373.81314327011734	0.0	593.490679016925	0.0	148.80214275085564	418.4800803481754	5189.495203648373	1856.7504323939365	2268.4310018903593	6267.214223277753	3973.695256751084	3974.939117751174	2683.6443139113176	2670.834487397618	3921.335630681481	1348.1509567959747	1160.3009605378054	1952.761763064906	5971.030901192483	1193.9201910272304	730.0369653638018	276.5630131540283	682.360968952576	1525.8301242461673	1573.387278040009	190.79488082658213	0.0	1668.553721470711	3211.0195838155532	2640.8516004599232	4224.790753288163	1830.9565631605585	1851.799496762885	2426.7036450079236	326.4400084874402	3572.2450845907633	2446.813990624839	0.0	76843.59868660585
hsa-miR-103a-3p	1625.6121931268704	2675.9983532317824	1749.936097839124	605.815831987076	1104.82551233168	1746.5862178469356	594.6682398879905	217.2614198033784	694.4099995039929	502.1760964178104	2269.0000673960417	771.5264353783024	1638.3112791430372	3348.01180875101	1473.8118557903083	3234.258402318999	6050.710868603082	1671.7445495192499	2574.6143029726895	3891.9834169407595	2799.0765439777983	2175.9345359866097	4498.3735134979925	1025.5468307541596	637.333858650938	509.9130555027396	0.0	339.0733609435927	1798.1568891885818	934.4056984071075	1626.0162601626016	1573.2077945295277	1596.054492779934	4250.584177144764	2279.7927461139893	1721.7938412377068	2158.076767219851	247.6228209191759	1550.590040315341	476.2993446121017	1874.459840771076	1733.1022530329287	74246.67761453864
hsa-miR-192-5p	2578.200229863635	3293.536434746809	2595.4108417389252	1312.6009693053313	1918.9074687866023	2858.050174658622	1844.0603240883029	325.89212970506765	644.8092852537077	1088.0482089052562	1797.2277761552807	864.7878726218335	0.0	32.98533801725133	1651.0423954106616	1198.4526739142486	1107.2378637815928	2502.6708344873978	1039.7480838928168	1131.4838387394789	3157.9325111544395	1729.5889901432026	824.524052720314	413.28006612481056	3047.6146331853947	2912.554232278361	1705.9024223814397	1089.8786601758338	1123.8480557428636	4075.182967398536	3252.032520325203	2282.3431261545797	4652.007170898858	1083.0458810874966	1992.8258270227182	1711.8699574265383	2403.098583585423	1535.2614896988905	1844.3860479540372	943.0727023319615	1313.5527739143872	0.0	72878.95541577811
hsa-miR-23b-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17385.050344724965	0.0	0.0	49687.15026961034	0.0	593.736084310524	0.0	123.68372791285842	140.75057590443976	24.72994895738535	17.824252866734003	81.25016927118598	0.0	0.0	251.049114559618	160.72002571520412	0.0	0.0	1364.721937905152	0.0	0.0	14.676529294352472	0.0	0.0	22.6927179068237	0.0	47.82781984854523	0.0	42.40762206327217	0.0	0.0	114.31184270690443	42.92656123903227	0.0	70115.50954479733
hsa-miR-370-3p	559.1277606933185	2881.844380403458	5780.687783873061	302.907915993538	423.654895706133	0.0	88.31706532989956	0.0	0.0	0.0	2605.980275425157	839.3529351917795	378.07183364839324	1830.686259957449	1399.1884706870014	5949.613808221982	2500.668565235546	1206.8215091204052	2281.5043669419524	2353.2456433358307	2105.2883407696263	2287.5209224474615	5604.302292669119	872.4801395968223	370.81242685145486	164.2092890602043	1023.5414534288639	1017.2200828307782	674.3088334457182	161.44182223787718	0.0	452.8931529706216	3097.555994281435	4703.089648010088	4511.757672379434	4465.747715025753	1653.8972604676146	99.04912836767036	505.98201315553234	2600.594421582076	2318.034306907742	0.0	70071.4003862508
hsa-miR-328-3p	652.3157208088716	1440.922190201729	2005.544741343715	605.815831987076	1021.7559249383207	396.9514131470308	116.57852623546742	0.0	198.40285700114083	669.5681285570806	1909.5545121649857	3306.54186590701	1260.239445494644	4238.615935216796	2826.360710787743	1642.0081119465685	1346.51384281914	1236.4974478692675	1996.3163210742084	1631.0219164808445	2392.373114510939	1878.3708387576717	1562.9038014250727	1928.6403085824493	799.5642953984495	172.85188322126768	3411.8048447628794	435.95146407033354	3371.544167228591	207.91749833666	813.0081300813008	2204.8745605148683	1656.56840719813	2106.746782389377	3794.3403746512554	2456.1612432641637	2360.690961522151	1782.8843106180664	424.37201103367227	3829.4467306812985	1845.8421332783873	1733.1022530329287	69671.48555854155
hsa-miR-4433b-3p	372.7518404622123	5763.688760806916	412.9062702766472	1110.6623586429725	149.52525730804695	0.0	42.39219135835179	0.0	198.40285700114083	334.7840642785403	763.8218048659943	3153.9322413266864	7309.388783868936	2341.958999224845	979.431929480901	2976.9393821784543	1093.1628061911488	148.3796937443121	2756.817776721526	704.1681336836118	992.8348425220397	688.1160498419193	1661.3544345857074	1607.200257152041	150.64254840840354	25.927782483190153	4776.526782668031	6975.223425125337	449.53922229714544	9.784352862901647	0.0	1668.553721470711	839.6305625524768	3449.426950038945	1705.8589079314468	535.8897258030903	466.48384269599387	1980.9825673534071	0.0	4943.987197073617	231.80343069077423	0.0	63772.88175497841
