name	SRX3432753	SRX3432752	SRX3432751	SRX3432750	SRX3432748	SRX3432749	SRX3432755	SRX3432754	SRX3432746	SRX3432747	SRX3432758	SRX3432757	SRX3432760	SRX3432759	SRX3432756
hsa-miR-200c-3p	10490.617328593047	36331.48800205845	17608.739183598693	197.05497293868353	281.5433618798692	11.613403726044451	28420.607022265383	29715.210999696974	90.57424068594892	33.45987593758542	71523.72158540075	48527.51443730759	9657.374778576435	14654.72179971651	16851.28345238457	284395.5244447666
hsa-miR-320a-3p	1876.7301467481204	1900.6941980083272	6012.7053850771745	25364.30104292599	7761.452131425323	82084.90625826415	3834.3579130065227	4182.493971944149	4534.552635135329	112016.80860513459	4045.1102410099647	15705.149397959805	1542.0962660785733	1011.8936408975743	4434.3541982751185	276307.6060318908
hsa-let-7i-5p	23739.24041562761	16606.825444485617	27027.263082999238	24873.46641292465	1989.7131619420609	2722.1818333848196	21743.768290060754	21441.384306637785	10225.454380774108	16609.709262033928	18054.124643261774	27286.795113196815	20836.828281451326	10076.49886768987	30055.63465074092	273288.8881472113
hsa-let-7b-5p	22824.342352966116	12705.349364430422	13233.779125996429	17231.040207312628	2925.52967971291	22241.41014593403	15061.780795900468	12380.720587401802	17899.168226556365	13802.000333464524	22102.62532084169	18032.477793850758	33488.87581593153	27755.352125630718	15283.803207144616	266968.255083075
hsa-miR-451a	6.998781045634552	6.8847976064744225	2.98236569768185	163287.03891160872	13631.74128266113	3936.943863129069	13.415350813287011	5.9788570116972695	33486.051566934366	47579.943583246466	10.480741114165665	17.656458291031402	44.26584962639372	7.697236435545092	14.5230560322194	262052.60270125384
hsa-let-7f-5p	33791.167879530825	18264.512710515657	26671.160503415213	5223.756371669075	1361.4932723742932	120.7793987508623	23694.242292912015	21362.387356354862	7997.310088820264	506.54309359264715	29946.862808912145	18799.9842172883	14628.520714471413	16600.94081999202	18161.538655544944	237131.20018414455
hsa-miR-30d-5p	10508.36423767305	31351.056240986825	12603.264412282235	20671.876476225185	4218.9482884684885	2952.1272271604994	18766.77151757057	13723.445489885671	8857.405953746755	10348.175529374936	31636.815769183337	21878.24358597623	6039.899124164954	14726.446048320453	15284.949167034658	223567.7890680538
hsa-let-7g-5p	16570.351695492405	22301.50749273942	20902.94976255703	14297.620493717186	1493.860673855127	357.6928347621691	17777.637827513117	18432.91060661595	9707.97714653762	2938.0012533815675	24380.828175852126	15707.026147352995	8014.524300747787	8806.435418359182	15365.833620282552	197055.15744976624
hsa-miR-146a-5p	9838.2587254942	10463.402368329273	16170.38681283099	2289.0769459178578	247.92624404346694	325.1753043292446	27748.348887066222	14126.50794794253	1000.090574240686	2517.7138851679742	20721.473256816935	40616.79053512941	9382.22228146692	2688.3181375113622	33677.038095337506	191812.73000162456
hsa-miR-200b-3p	10063.413955402768	34938.90923843246	14712.009986664565	113.37409401951655	142.87275080470977	0.0	17191.958391544154	19617.796461624926	52.8349737334702	32.892759396270414	35003.229815053346	23098.430971445723	5872.3931250105325	12571.56972075126	13151.308005426175	186562.99424930985
hsa-miR-378a-3p	8803.800004832492	9812.538949629245	14129.980018149827	2280.6413734461676	568.3393984216764	28829.113409532747	18539.58006722333	11353.968556267415	1709.5887929472858	15178.817516642035	13689.530636312576	22782.50648559548	9001.045529186913	12070.992777892978	15240.203782681227	183990.64729876138
hsa-let-7a-5p	17942.4807057745	15722.459246181847	14200.671214875758	6126.3851209998575	2159.2695000294148	311.81989004429346	12336.924299783872	20570.868975410933	9828.976424819064	1154.2158390464917	29375.625818776793	13021.0344270308	12680.805964708317	19585.466498011738	7207.774879145782	182224.77880463947
hsa-miR-99a-5p	3173.9749771359266	24145.858650378264	9813.68735434339	6525.084018301818	210.10698647751437	880.2960024341694	16461.75339380427	19768.580318944314	2819.1232413501602	5334.0146293382995	45390.51765428437	24325.554822672406	6783.112678971735	6987.691185941208	7931.177052845315	180550.53296722315
hsa-miR-22-3p	3508.0001344210327	24308.47345951626	11034.753081422845	17840.22350892821	1193.4076831922816	6601.058677883666	11526.022240415758	6966.38919909273	3690.9003079524186	17817.10037849358	11339.81252749011	10489.19740046487	1204.4838287545426	2278.6152345103033	13700.007216143465	143498.44487868206
hsa-miR-151a-3p	7318.280954955901	5090.5371436886035	5050.849335145475	11889.433264499063	462.23537025053156	6303.755542496928	5846.1117655235175	10258.260374264783	5800.525330595979	13297.181544212972	6838.683576993097	14236.150084940176	14189.719910351594	20917.123388799308	4954.177488990842	132453.02507570878
hsa-miR-27b-3p	9470.406126488526	8523.122541382258	22404.738269006542	1986.7460285324805	245.8251741786918	123.10207949607118	19979.370171638235	7465.0890650399515	1575.6143952659863	561.4453759018571	17259.859145826587	12838.767528764261	6214.44741757812	1953.3875576427765	16274.861845647449	126876.7827223898
hsa-miR-101-3p	12049.179212398285	6571.076903600297	22883.265946070307	8260.112564279063	210.10698647751437	2276.227130304713	18324.62391368265	4040.5407336611697	2577.5919328542964	3922.7451162759044	3120.4659877242575	5213.69989822313	4817.9353150181705	1600.5586794154674	16336.8495769933	112204.97989697853
hsa-miR-141-3p	1960.7696104039658	17097.57279029338	11972.920119465049	47.23920584146523	176.48986864111205	0.0	11448.325000288803	8190.232064231007	15.095706780991486	10.208097743670129	5821.003614807611	5460.890314297569	1183.2311907236888	354.8892495964199	18697.41348910521	82436.28032221994
hsa-miR-375-3p	5714.282540235354	7463.223363591505	2950.8378317349275	1243.0659594282706	25.212838377301722	1124.177480681103	2898.4610729373994	2225.7388919398886	3577.682507094982	2324.043586308899	2186.6319544520966	5568.090239635974	4974.123341256753	31104.29918644876	1790.8743469730546	75170.74514109627
hsa-miR-191-5p	3015.3637130422007	6786.355276519162	2384.188349175376	10886.61240906453	9295.133081765236	1226.375433470294	3659.0369343240322	4201.969872976995	1437.866070889439	6162.855454470183	9927.707341374857	5197.304615524315	1546.5381213221303	3671.815029343965	2507.723315813384	71906.8450190761
hsa-miR-25-3p	3582.5427071451722	2806.3257109375595	2268.7281914508358	12791.027250273313	3092.7748409490114	1354.122874456783	2505.6894130150517	2684.458189658483	5087.253185194131	9561.017770029704	3848.7610424797244	4298.08641827393	3325.9749742013096	2514.43056894473	2261.9659770181715	61983.159114027905
hsa-miR-181a-5p	2511.2848401125693	6658.729625366307	6046.746452049951	2187.8500762575754	836.2258061805071	227.62271303047126	6711.029244346827	4746.118773931834	434.0015699535052	2015.2486295628778	10406.153173236518	8660.492791750903	1752.7767388996467	1199.6026360002547	6230.958344698381	60624.841415378134
hsa-miR-30e-5p	1625.8279460771694	7131.674117661808	7953.969315717493	6990.052772941383	96.6492137796566	366.98355774300467	9839.60084859547	3163.252836530175	1128.4040818791136	2347.2953645028147	3087.1022951774967	3490.303451459243	672.1618359462341	348.12501151669846	8930.091000561406	57171.49365008917
hsa-miR-24-3p	1360.8740922067184	6174.430354928785	6785.73406671126	6081.71032918978	130.2663316160589	281.0443701702757	7332.979813996161	3996.792999429238	1045.3776945836605	2876.9822140910314	5423.434168543592	7358.959580583445	1197.4415344957984	536.0075554206854	4396.855213754423	54978.890319720915
hsa-miR-99b-5p	3777.2310211527047	3349.0943819434983	2049.7373387924827	1583.1882414868203	147.07489053426005	2194.933304222401	3216.330357485561	3136.7125444294697	1275.5872229937806	2253.154018644523	7480.454291217174	7690.6487613363915	3600.3729397831025	8724.234375717971	3056.87637203168	53535.63006177182
hsa-miR-182-5p	5222.146031788352	3943.036623218456	2455.3390736772144	2040.7336923512978	58.82995621370402	72.0031031014756	2498.9817376084084	2572.6584243991033	762.3331924400701	665.7948195038184	2631.015377692721	3004.1202606597712	3058.6193028782614	11573.378104814436	2514.530998328487	43073.52069867558
hsa-miR-143-3p	688.9355659444868	632.2710398901063	466.9532578084725	20420.833839467683	100.85135350920689	1753.6239626327122	2358.1205540688948	511.11936160973	2668.1661735402454	7198.9773754527005	344.4670246189115	1166.587422800289	758.807206379715	677.1235567390122	1465.9209682521455	41212.7586627143
hsa-miR-185-5p	56.7123448221657	144.88902425565576	185.33272549880067	11969.065068631819	836.2258061805071	5697.535867997408	256.3822599872629	76.48562201549312	1668.0755992995594	16570.01110414188	122.27531299859943	190.43751442469582	17.605735646861138	17.027219993781568	181.76512315324592	37989.826329047726
hsa-miR-26b-5p	3079.204445966401	7683.982172416023	5135.562722701056	2168.9543939209893	117.65991242740805	13.936084471253341	3370.4826756271273	3884.5557568275394	1128.4040818791136	209.26600374523764	4322.723446198105	1180.460354314671	982.6515596040923	1102.1043078166836	2925.941944991202	37305.88986290691
hsa-miR-140-3p	536.5176676173344	564.4506455576717	481.0129818118298	9107.718886234496	2487.66671989377	5599.983276698635	1222.66016717763	393.29213074506185	2143.590362900791	10713.398581981799	517.0498949655062	1522.2389398053501	378.27180589827356	320.95143440333476	615.6414221158004	36604.44491780728
hsa-miR-30a-3p	7011.556598336901	1794.979769998436	1557.6469986749776	89.07964530104871	29.41497810685201	34.84021117813335	2395.7580660728386	1836.9673603987928	77.36549725258136	54.159629695583185	2181.7409419321525	3045.739055202917	6002.549813542684	7763.246069219615	1189.8694422647252	35064.91407717824
hsa-miR-148b-3p	4796.784930328337	2660.135083154312	3007.005719041269	1591.9612368573783	205.90484674796406	271.7536471894402	3219.4978708720314	2250.0188844386103	830.2638729545317	836.4968984396355	2550.8377081693534	1953.5609923434029	4475.378001432101	4114.522749182286	2300.088999102747	35064.211440253406
hsa-miR-423-3p	315.2784223414422	1021.3134837425266	1129.4644949363692	6215.329797141354	4126.501214418382	2306.421979992428	1117.9459011072508	703.026089107135	1679.3973793853029	10424.169145911146	1392.8904940726168	1374.6813955160162	343.3118451137922	215.52262019526256	1029.0946735330465	33394.34893651407
hsa-miR-27a-3p	1393.673935122966	4908.55241889657	5409.088262402736	1453.6178483216586	44.12246716027801	20.904126706880014	6030.200190572512	2224.6208942872945	428.3406799106334	200.19213908419752	2901.942535493903	2380.468930308698	649.2743796053146	453.4760758617853	4824.566777994968	33323.0416617304
hsa-let-7c-5p	2501.715871787252	2580.915871462757	2212.755070883935	359.5128513134749	26.05326632321178	111.48867577002673	2249.2202016799242	2328.7474458440893	816.0397635293475	142.3908110268844	3998.296264033358	3023.7825887022323	4740.352107766458	5265.994332501493	1807.9632509627525	32165.2283735872
hsa-miR-186-5p	1251.1154307291479	3017.802031446878	2284.066072181771	2657.542751481287	226.9155453957155	334.4660273100802	3749.963200947422	1797.5943995900548	301.9141356198297	1894.7363645334387	2429.0864322264624	2944.8450078255946	685.36613768138	451.10470504073356	5041.769670685166	29068.287912694963
hsa-miR-361-3p	1712.3684291652537	1641.5618173646105	687.2222671944033	433.2510021460097	399.2032743072773	364.66087699779575	1848.3372231639883	2064.018101062516	135.86136102892337	1139.9042480431644	4971.364868485914	4459.516894077646	2444.93366033053	2645.7500875269084	1994.1971314241262	26942.15124231907
hsa-miR-30c-5p	1293.182178178041	3695.1496566609676	1937.8276164223257	506.1343483014132	718.5658937530991	6.968042235626671	2445.8171992001962	1683.7530733998515	181.14848137189784	96.03173432934122	4771.415618563442	2294.91918597001	1252.1869886738948	1483.2341361706435	2524.5155993506382	24890.849752581387
hsa-miR-103a-3p	905.0090442581261	2669.2120551230437	1769.5369806245637	2716.929181681986	582.6967091643065	206.71858632359124	1978.1431639036618	1538.6078129370226	417.64788760743113	2064.3042103866264	3643.804327358269	3135.2825222502915	464.20456322223856	856.6479903720791	1797.3038249039837	24746.048860117226
hsa-miR-30e-3p	4575.980794456076	1238.184608346471	1109.440039537648	244.29417878014874	37.81925756595258	27.872168942506683	1934.791706182949	1330.9519011161215	190.58329811001752	70.03889285240338	1636.2183669398298	1715.198805414479	3909.7308661493767	4380.777154975459	798.31423627106	23200.196275640494
hsa-miR-192-5p	560.7078989298253	467.549688200875	354.04941353908816	6110.728698492395	222.71340566616522	1356.445555201992	439.1664148182984	456.2888680390428	3409.742769156452	7840.953300221288	387.7874212241296	480.50790063449745	283.57809916908474	176.2200644561914	564.1299577515223	23110.56945550085
hsa-miR-16-5p	859.7206356929872	3068.7358326450253	2757.1260787997826	2380.8559744098475	63.032095943254305	83.61650682752006	3392.3447288043367	1065.792023077027	449.09727673449675	322.6893120082391	1674.3566193274878	1293.9661576141584	321.17892030059534	177.73618678440485	4250.868244263884	22161.116593233048
hsa-miR-29a-3p	1287.0999041740968	3282.48995932763	3475.876211941109	449.44730129165487	67.2342356728046	6.968042235626671	2838.216210488842	929.4449180541748	56.60890042871807	106.05079322590633	2715.9093807174627	1399.4845154962748	392.52406808858973	308.51145632568614	4140.583787519218	21456.449684987798
hsa-miR-1307-3p	131.25491754630514	610.8973398580663	314.4265549841722	2810.057901769446	189.09628782976293	2455.073547685797	390.9084167538354	722.2750921691847	1411.448584022704	9430.013848985938	705.3538769833492	1080.827482529565	201.45991790193958	165.60720815869743	419.12632017983174	21037.827297358595
hsa-miR-183-5p	2970.260457414778	1470.0584262421357	979.4941055672247	1630.4274473282856	25.212838377301722	343.75675029091576	1099.6861180558326	1136.7119611263468	1049.1516212789084	450.2905338041157	1109.561125953005	992.5451910744081	1792.0123783412228	4643.999316112206	957.6140071244666	20650.782278091152
hsa-miR-30b-5p	1826.496699972902	4642.64851929925	1894.938357341377	132.26977635610262	8.404279459100575	0.0	2039.7544046757964	1359.3393197732855	7.547853390495743	21.928506264180275	2452.609873393812	1310.7818321770453	792.5934514544056	1035.161675786337	1875.289610160329	19399.76415950442
hsa-miR-320b	171.84335103964122	119.64868096232489	666.2189060479736	1425.9427435116786	878.4473053678936	4475.8334469787815	401.1979553372804	355.0694575832316	352.5925798131583	7248.404282583266	406.67271854603547	1466.6271017866588	148.1426841156035	95.47405496513235	646.4272752674327	18858.542543906093
hsa-miR-28-3p	1492.7955603287983	692.3845712302187	630.5573189384482	712.6371624083897	46.22353702505316	975.5259129877339	1010.9957432346572	861.5387128074992	392.4883763057787	1395.6738081762326	1532.983066965298	2142.737331175882	2016.8627736025637	3451.8606669585397	809.433451045728	18164.697993190817
hsa-miR-10a-5p	822.7178210906045	950.2562069533168	939.0191425272567	1674.96726997881	25.212838377301722	229.94539377568015	2045.0957017588644	880.5689771983893	3066.3154398888955	418.24844921981776	778.5443857639394	1165.3262472080726	647.8910718044898	2852.2925985473685	532.5876954315457	17028.98923952435
hsa-miR-200a-5p	1659.1554748659053	1396.0725415158433	942.8536127099906	10.797532763763481	0.0	0.0	1136.9509814260741	2318.4840885115827	22.64356017148723	1.1342330826300142	1246.5094765114363	2417.6736102790856	2273.6550035374953	2826.751768556696	613.1452718602627	16865.827155792253
hsa-miR-19b-3p	1910.5376184018323	2132.6431272353757	2871.5921146250953	491.28774075123835	25.212838377301722	27.872168942506683	2195.397317352172	845.0603995801384	0.0	119.66159021746651	1010.8092541217551	974.8887327833767	463.70154220375684	200.67239636506952	3569.873070003097	16839.20991096018
hsa-miR-629-5p	87.59585483306101	59.59974047395769	210.4698078078334	1376.6854273798438	25.212838377301722	7160.824737479009	231.41480152920093	107.91107777209706	913.290260249985	5512.372781581869	115.28815225582231	332.9503563451636	103.11930878875809	111.9598026988377	356.722563791389	16705.41751136413
hsa-miR-429	707.2101608969771	5769.563152398797	1612.8207640820917	18.89568233658609	25.212838377301722	0.0	1610.5873948618462	1489.4645248164857	0.0	5.104048871835064	1976.143737075936	1126.22980384936	259.30733502734046	303.4577152316414	1534.2247161536775	16438.221873979874
hsa-miR-126-3p	0.0	0.6165490393857692	0.0	9724.527945364485	16.80855891820115	232.26807452088903	3.353837703321753	0.7291289038655207	2490.7916188635954	3931.2518643956296	0.0	0.0	0.0	0.0	1.815382004027425	16402.1629597134
hsa-miR-23a-3p	736.8809191658378	1267.9502258590394	1440.9086842228594	297.60699680123093	33.6171178364023	3.4840211178133353	3302.1016513427344	772.0745963031999	83.02638729545318	225.42882517271534	1855.265856225892	2417.8838062111213	824.0322651095148	394.30843012996905	2373.8388930163615	16028.408675810144
hsa-miR-532-5p	767.5329880045892	322.04411490583345	531.7131986724212	2065.0281410697658	63.032095943254305	1932.4703800137968	614.1249483415831	518.4106506483852	1437.866070889439	3008.5532516761127	624.6521704042736	895.4346704737353	994.2210430291725	1523.8195646489723	579.1068592847486	15878.010148006082
hsa-miR-205-5p	584.8981302423161	1501.194152731117	1011.448023756673	89.07964530104871	25.212838377301722	0.0	1389.9794037100153	777.9805404245105	0.0	32.892759396270414	4109.4985908643575	2024.1868255075285	364.9417489085073	949.3258270505613	2481.8541222559934	15342.492608526201
hsa-miR-125b-5p	328.88716326350936	1800.014920486753	766.0419320617095	377.9136467317218	33.6171178364023	95.22991055356451	1531.9585331506362	1137.5869158109854	215.1138216291287	339.7028082476893	4142.687604392548	2130.125575253717	787.9824254516564	776.9543808121425	733.641252377583	15197.458008059748
hsa-miR-106b-3p	1014.6566139730663	312.17933027566113	266.2826515787366	1889.5682336586092	504.25676754603444	1735.042516671041	379.3563091090605	364.126974590441	868.0031399070104	3380.0145862374425	831.4721283904761	718.8700875634213	876.5141247044437	1522.8865662931487	496.96082360250756	15160.1908541011
hsa-miR-10b-5p	10.137123339907188	32.420203654368365	8.094992607993593	5369.073166781391	0.0	768.8073266641427	2.6085404359169186	2.9894285058486347	7572.383914014855	1158.902652177217	6.113765649929971	0.0	13.078546480525416	18.776591910950906	4.992300511075419	14968.378552734124
hsa-miR-3615	47.60282028657787	101.42231697895903	31.52786594692241	1782.9425976164448	5261.07894139696	2619.9838805956283	74.15707810678097	84.7247786291735	747.2374856590786	3157.70490204196	223.93850180600637	166.4751781725818	70.67445309668543	147.88023939804813	62.40375638844273	14579.75479612025
hsa-miR-23b-3p	629.7884599913663	738.5401173731257	1249.6112273286951	76.25757514407958	0.0	3.4840211178133353	2404.018444119909	748.3049940371839	22.64356017148723	67.20331014582834	3184.049150483529	2211.0510090876105	1096.6696571266218	373.08271753498104	1242.6289817567724	14047.333225419003
hsa-miR-181b-5p	713.7645748920952	1273.89307354423	1368.8348465288814	234.84633761185572	21.010698647751436	48.7762956493867	1440.2869692598415	1199.2469167812128	60.382827123965946	270.7981484779159	2181.2169048764445	1945.1531550619593	517.8601385269583	366.20185466078163	1599.465006923413	13241.737748566691
hsa-miR-125a-5p	536.7398511425927	1436.6620199420731	550.8855495860903	751.7782186770323	100.85135350920689	120.7793987508623	953.6078536444851	604.885338646836	430.2276432582574	313.04833080588395	3891.8485337268503	1520.9777642131335	394.8714995081712	500.5536178993869	816.4680563113343	12924.185029622196
hsa-miR-100-5p	1175.6563509633183	830.7484514857085	598.1773485064739	720.0604661834772	0.0	785.0660918806049	813.8646160060787	708.2758172149668	864.2292132117626	1192.3625281148024	713.5637908561124	1013.985176142089	359.7857834690694	2455.884922116796	510.57618863271324	12742.236744783973
hsa-miR-378c	870.3484143178397	892.5643432290138	1508.1823333177115	41.50301656071588	76.68905006429274	589.9609092830582	1970.1312182790616	942.59111219087	26.4174868667351	428.11627703869885	1069.320902708561	1100.3757042089212	590.4083449174882	702.407812181833	1752.5962610089678	12561.61318617377
hsa-miR-335-5p	443.4783164154465	2302.605145759386	1611.3295812332508	39.141056268642615	0.0	0.0	1679.1547434630909	982.1366335068564	0.0	2.835582706575036	1048.4234694537054	908.0464263959007	183.85418225507846	82.5703544903928	3081.610951836554	12365.18644378488
hsa-let-7d-5p	603.4115724844589	1238.1794704378094	767.1709705044033	1507.605512140476	284.69496667703197	41.80825341376003	656.4205682668075	954.6630564092035	592.5064911539158	375.4311503505347	2204.9208476963154	904.262899619251	285.91714690502494	399.61485827871604	686.838435086251	11503.446199423961
hsa-miR-148a-5p	1183.1272720001266	933.7635201497475	630.9833711809742	49.9385890324061	33.6171178364023	137.03816396732452	838.0867771967357	940.5762859865216	18.869633476239358	102.64809397801629	1376.4706663270906	1379.7260978848824	1094.3222257070402	1832.6420204265996	465.19163853202764	11017.001473682134
hsa-miR-744-5p	45.26989327136635	115.60294488483171	73.28098571446831	1604.7833070143472	151.27703026381033	2020.7322483317346	127.44583272622661	76.99601224819898	754.7853390495743	5568.517319172055	129.61183177851538	196.74339238577846	44.26584962639372	48.51591450282967	47.88070035622333	11005.708601326354
hsa-miR-93-5p	295.9484556439753	1073.720152090317	636.9481025763379	1870.672551322023	142.87275080470977	102.19795278919118	944.664286435627	773.4599412205444	230.20952841012016	758.8019322794795	838.8086471703921	1502.0601303298856	180.08152461646534	101.93007037373349	1008.8985487382414	10461.274574801044
hsa-miR-193a-5p	218.0731300409623	784.9696853113152	622.8883785729806	770.6739010136184	29.41497810685201	908.1681713766761	598.4737057260817	530.0767131102335	369.8448161342914	1964.4916991151847	1121.0899411785872	1315.4061426818394	190.64496600458202	264.27178428704815	559.1376572404469	10247.625669900699
hsa-miR-4508	0.0	0.873444472463173	0.8521044850519571	326.6253661038453	890.8536226646609	2492.2364396091393	0.0	2.9894285058486347	396.2623030010265	6121.17238868353	0.698716074277711	2.5223511844330573	2.2635945831678606	0.23324958895591189	1.3615365030205686	10238.944545459419
hsa-miR-486-3p	0.11109176262911986	0.0	0.0	2077.1753654289996	0.0	1045.2063353440008	0.0	0.0	5668.437896262303	931.2053608392417	0.0	0.0	0.0	0.0	0.0	9722.136049637174
hsa-miR-374b-5p	901.3985619726786	1303.6415646945934	767.3200887892874	39.141056268642615	8.404279459100575	0.0	1004.2880678280137	867.9550471615158	0.0	0.0	1603.0293534116386	899.218197250385	364.4387278900255	579.8584781443969	913.817916277305	9252.511339147582
hsa-miR-7-5p	467.97405007516704	196.2681108711364	506.1500641208628	1523.8018112861218	16.80855891820115	513.3124446911647	564.1900314254596	468.2465820624378	652.8893182778819	1765.4337931136197	438.4443366092639	552.3949093908394	452.7189166335718	221.58710950811638	671.6913414901467	9011.911378473991
hsa-miR-20a-5p	322.32349162150564	1264.7133434022642	1075.2138427213945	774.2730786015395	63.032095943254305	0.0	1040.0623366634459	624.7419491287739	128.31350763842764	85.63459773856607	1091.1616026636918	580.9815561477476	115.44332374156089	63.91038737391985	1418.645395230598	8648.45050861669
hsa-miR-484	88.8734101032959	308.4800360393465	132.9282996681053	1565.6422507457046	4214.746148738938	46.453614904177805	146.07826441134745	110.68176760678604	396.2623030010265	484.3175262830161	366.12722292152057	147.55754428933386	40.49319198778061	79.07161065605412	154.76131584333797	8282.474507199771
hsa-miR-221-3p	195.02158929541994	438.058092483589	548.7552883734604	1684.415111147103	12.606419188650861	83.61650682752006	666.668405693624	328.6913098625767	415.13193647726587	1163.1560262370797	805.2702756050619	527.171397546509	116.19785526928351	65.30988490765533	956.9332388729563	8007.003337787755
hsa-miR-652-3p	359.71512739309014	574.6237047075368	695.317259802397	172.7605242202157	285.74550160941953	23.226807452088902	800.0766165590892	505.43215615957894	30.191413561982973	277.3199887030385	988.3338870658222	919.3970067258495	302.5671426167707	335.17965932964535	1384.2287780709114	7654.115573977438
hsa-miR-98-5p	389.01465402183186	1076.9159312777997	1236.8083574407892	149.00595213993603	0.0	0.0	964.4891937485958	767.9793222931551	143.40921441941913	11.342330826300143	1138.6277146429577	372.99268139803837	108.38845395735439	124.97512976257755	1101.4263002560142	7585.375236184769
hsa-miR-941	126.25578822799501	256.6899167309423	239.01530805707404	587.1158440296393	382.394715389076	1084.6919080125515	260.4813949579896	296.1721607501748	366.07088943904364	1751.8229961220607	445.7808553891802	763.0112332909998	269.61926590621636	362.00336205957547	181.76512315324595	7372.890761515765
hsa-miR-222-3p	318.7778128642595	424.3912554438711	709.8030360482802	1407.7283340756637	42.02139729550287	97.5525912987734	551.5199778795771	418.9574681611282	509.48010385846266	380.5351992223698	740.6390387343737	532.2160999153751	190.39345549534116	90.03434133698198	752.9296861703745	7166.979797800334
hsa-miR-193b-3p	450.03273041056457	1089.647668941116	600.7336619616298	9.447841168293046	0.0	0.0	613.007002440476	594.8233597734918	0.0	11.342330826300143	945.0134904606041	1013.985176142089	219.56867456728247	416.3505162863027	967.371685396114	6931.324138374263
hsa-miR-224-5p	387.7102515756284	1301.226747623666	357.457831479296	160.61329986098178	0.0	9.290722980835561	302.5906905663626	596.573269142769	188.69633476239358	34.594109020215434	1133.666830515586	512.0372904399106	205.2325755405527	1025.5984426391444	574.1145587736731	6789.402954921015
hsa-miR-146b-3p	485.2488191639956	504.95366325694494	436.27749634660205	43.190131055053925	25.212838377301722	30.194849687715575	551.1473292458747	489.24549449376434	7.547853390495743	62.382819544650786	884.2251919984433	995.0675422588412	1150.157558758514	669.659569892423	391.8955901194203	6726.406747590041
hsa-miR-335-3p	430.09175901863756	900.161597503223	294.4020995854512	8.09814957282261	0.0	0.0	761.6938072877402	515.2024834713769	52.8349737334702	6.238281954465078	1337.342566167539	611.6701622250164	575.9590661616	683.1880460518659	545.976137711248	6722.859130444457
