name	SRX2540520	SRX2540521	SRX2540509	SRX2540508	SRX2540518	SRX2540519	SRX2540514	SRX2540512	SRX2540513	SRX2540510	SRX2540511	SRX2540516	SRX2540517	SRX2540507	SRX2540515
hsa-miR-193b-5p	28.512252739033574	27.14686453714596	7.184279155087719	4.127805756891927	37.29061753552838	86.14442805475399	4.5119776331460075	0.0	263.1974733042563	2.1397056620891233	0.27641245381838925	4.574360618744515	515.3087348270994	6.9583127483247855	61.477009095603336	1048.8502341215235
hsa-miR-29b-3p	44.70935406026861	44.94314240038608	35.23717871304929	24.555152194844283	31.38989725104789	49.903740433175216	48.65088926174826	34.785729063110466	182.98491001153056	58.604160633885435	187.82226236959553	52.830115670582146	132.7673838209639	23.774235223443018	82.96734885521359	1035.9254999628445
hsa-miR-4433b-3p	97.78497946415035	59.270654239435345	138.5539551338346	81.60354457855578	86.18920940118232	9.272957154099885	22.55988816573004	93.3722201167702	60.159422469544296	158.3382189945951	42.291105434213556	43.34394160056278	19.82199469995213	66.97376020262607	35.52892084096556	1015.0647724962181
hsa-miR-548e-3p	79.51304284969926	72.84408650800833	61.921644146232246	18.73388766589413	85.17351164729634	46.36478577049942	75.33040917948118	109.849670725612	0.0	32.80882015203322	34.136938046571075	192.27312502394977	40.59089997474274	30.44261827392094	128.94203855766153	1008.9254785216024
hsa-miR-130a-3p	93.96995973146277	44.79232648629083	54.053147928755216	59.37689819529157	74.58123507105677	67.19534169637598	47.47385161831887	43.939868290244796	0.0	71.68013967998563	105.45135113171551	73.33974893659239	198.3462017428331	21.744727338514956	26.746490970165087	982.6912888176035
hsa-miR-485-5p	78.7098808007124	30.766446475432087	76.63231098760234	124.78674326604056	64.42425753219689	59.66946342638186	3.53111293028818	60.417318899086595	82.7192058956234	230.01835867458072	12.576766648736712	14.098029447933914	55.23645019891119	55.666501986598284	32.53491065773813	981.7877578278632
hsa-miR-550a-5p	103.31341156800991	41.47437637619521	88.7201457564801	54.61404539887781	28.487903668516495	39.37647023407632	146.47579562676896	21.969934145122398	85.22584849852109	59.91175853849545	48.141835706702786	32.170503367891754	27.56561895640901	54.62275507434957	149.70050916137174	981.7709120777886
hsa-miR-4508	49.595256524938684	266.94416794860194	147.1066684137009	42.86567516772386	35.984720423389255	6.450752802852093	150.366558948105	16.4774506088418	105.27898932170253	18.187498127757546	24.877120843655035	22.27188694700198	16.349989258877713	37.40093102224572	8.383228513036817	948.5408948724307
hsa-miR-10a-3p	32.92964400846131	49.3168039091485	20.86862040287385	11.113323191632112	123.77002629496386	22.84641617676783	16.870872889154636	54.924835362806	37.59963904346519	7.488969817311931	1.7966809498195302	43.268952082222704	481.7249731061615	6.088523654784187	26.54689029128326	937.1551711808563
hsa-miR-206	12.649802271543065	5.881820649714958	23.605488652431077	5.715423355696514	27.859138392301357	2.9565950346405425	7.846917622862622	76.8947695079284	0.0	4.992646544874621	0.09213748460612975	18.372431993318134	655.2621177882264	45.229032864111105	13.83898040247348	901.1973025647284
hsa-miR-651-5p	66.06007852916935	79.63080264229481	32.84241899468672	17.146270067089542	77.04792961620845	33.06010811461698	80.82325151548501	71.4022859716478	52.63949466085126	21.040439010543043	48.78679809894571	153.12859645043113	72.65960477593917	38.270720115786325	49.90016972045725	894.4389682841526
hsa-miR-424-5p	41.76442654731679	65.60492263143607	32.84241899468672	14.606081909002203	42.369106304958315	31.581810597296705	93.18214677149363	49.4323518265254	30.079711234772148	2.4963232724373103	14.235241371647048	298.98320962187506	71.08142048454171	10.43746912248718	83.43308377260452	882.1297244630808
hsa-miR-505-3p	61.44189674749489	58.36575875486381	67.73748917654135	141.61548981336918	34.67882331125013	36.28548451604303	45.708295153174774	21.969934145122398	90.23913370431644	64.90440508337007	5.528249076367786	43.64389967392307	13.635512277674076	86.10912026051922	108.18356795395133	880.0470596479815
hsa-miR-452-5p	222.6766780816073	37.55316260971858	34.895070181854635	38.1028223713101	56.15357582198243	110.60353243223484	8.82778232572045	27.462417681403	0.0	42.080878021086086	3.455155672729866	27.29618467578694	161.98483566903556	27.833250993299142	44.91015274841153	843.8354992861804
hsa-miR-495-3p	69.87509826185693	38.00561035200435	68.76381477012531	108.59304375823378	57.60457261324812	30.909857180332946	7.846917622862622	104.3571871893314	0.0	203.6286555088149	22.112996305471142	21.596981281941314	11.741691127997122	67.84354929616666	27.345293006810575	840.2252682751972
hsa-miR-99b-3p	45.378655767757664	30.766446475432087	24.289705714820382	105.41780856062461	39.757312080680066	24.862276427659108	31.78001637259362	54.924835362806	0.0	36.018378645166905	2.211299630547114	62.46626877728165	79.22485142815262	155.69224774376707	94.01191975334146	786.8020227406304
hsa-miR-200a-3p	18.87430815119124	20.36014840285947	102.63255935839598	19.05141118565505	55.42807742634958	15.454928590166473	29.22976814516327	60.417318899086595	15.039855617386074	32.095584931336845	1.934887176728725	23.996645868823684	293.6685329432398	54.79671289305769	31.73650794221081	774.7172475316513
hsa-miR-378d	83.02687681401679	81.66681748258077	26.102880930152047	12.859702550317158	17.092742201109896	14.17821709793533	76.64476788131066	71.4022859716478	150.39855617386075	11.946689946664272	31.621584716823737	78.30655470131661	45.55691987834008	15.656203683730768	54.61074574206842	771.071545771875
hsa-miR-485-3p	39.15414988810949	42.07764003257624	57.816341771896404	135.58254293791177	66.60075271909544	73.78048518262082	0.3923458811431311	82.387253044209	0.0	26.033085555417664	0.4146186807275839	20.547128025180278	60.160385188071274	120.03089490860256	37.52492762978385	762.5025514453456
hsa-miR-29c-3p	36.47694305815328	52.18230627695835	32.15820193229741	13.653511349719452	28.826469586478492	18.277132941414266	66.89497273490386	60.417318899086595	80.21256329272573	14.502449487492948	86.19461684903439	55.367261041087964	123.07733227178345	15.3662739858839	77.91079832354059	761.5181520305607
hsa-miR-4497	4.818972293921168	38.91050583657588	69.44803183251462	42.86567516772386	44.83580085011	6.853924853030349	90.23955266292016	87.87973658048959	240.63768987817718	16.047792465668422	3.178743218911477	31.870545294531453	18.622574638490057	24.35409461913675	37.72452830866568	758.2881685008665
hsa-miR-4732-5p	109.23003866221313	36.19581938286128	42.76356639933166	29.212163818004406	46.722096678755406	22.84641617676783	72.78016095205082	21.969934145122398	97.75906151300948	72.03675729033381	127.70255366409584	17.39756825489717	12.120455357932512	32.182196461002135	16.56685634719181	757.4856451035697
hsa-miR-760	79.31225233745255	38.00561035200435	51.31627967919799	70.17269786716277	45.12600020836314	34.135233581758996	21.971369344015343	60.417318899086595	60.159422469544296	43.863966072827026	3.86977435345745	25.196478162264867	58.07718192342662	75.67165113803205	67.26542878317638	734.5606651717704
hsa-miR-200b-3p	43.77233166978394	44.33987874400507	98.52725698406014	55.88413947792147	20.60415443597288	55.50335224120655	28.445076382877005	27.462417681403	67.67935027823734	65.61764030406644	15.4790974138298	19.122327176718873	40.338390488119146	76.54144023157265	59.481002306785044	718.7978558165593
hsa-miR-4446-3p	35.3391301554219	13.57343226857298	75.60598539401838	100.33743224444991	11.317774971872428	16.39566337391574	4.315804692574442	27.462417681403	37.59963904346519	228.2352706228398	8.706992295279262	12.448260044452287	5.428953962407271	113.94237125381837	13.772446842846202	704.4815748473371
hsa-miR-210-3p	57.82766752705401	80.53569812686635	37.974046962606515	60.96451579409615	40.33771079718634	64.77630939530644	33.937918718880844	27.462417681403	67.67935027823734	34.23529059342597	46.71370469530779	41.16924556870063	26.008477122230182	53.057134705976495	25.94808825463777	698.6275762219158
hsa-miR-374a-5p	22.689327883878832	28.504207764003258	54.053147928755216	70.17269786716277	35.83962074426269	62.760449144415155	18.832602294870295	16.4774506088418	30.079711234772148	53.49264155222808	145.80756938920035	52.71763139307203	30.74302999642257	47.8384001447329	23.353279429173995	693.361767375792
hsa-miR-320e	46.80928816751551	52.5970500407203	25.786430538796992	12.820012110347044	37.92542863170712	13.052695124521032	57.331541882040035	93.3722201167702	114.67889908256882	11.545495135022561	6.340210659459304	11.060953955160917	167.01661325144116	9.567680028946581	29.740501153392522	689.6450198784102
hsa-miR-7704	2.8110671714540145	6.334268392000724	226.47584765086046	158.76175988045873	1.8862958286454046	3.2253764014260464	38.64606929259841	10.984967072561199	30.079711234772148	31.73896732098866	12.162147968009128	3.8994549536838488	5.997100307310358	128.72878584400854	10.778436659618766	672.5102559783966
hsa-miR-574-3p	27.90988120229343	16.288118722287575	131.0275674475522	197.18210577152976	12.188373046631844	23.383978910338836	30.995324610307357	0.0	22.55978342607911	60.624993759191824	12.023941741099934	23.471719240443164	14.582422852512554	77.41122932511324	18.16366177824644	667.8131018336273
hsa-miR-26b-3p	35.13833964317518	41.62519229029047	76.63231098760234	77.15821530190294	41.35340855107233	29.297168979619922	34.33026460002397	16.4774506088418	22.55978342607911	43.50734846247884	8.154167387642483	50.46794584286981	14.519295480856655	82.62996388635683	87.4250973502411	661.2759527990538
hsa-miR-499a-5p	38.15019732687591	38.00561035200435	26.342356901988303	11.748370231153947	58.91046972538725	16.798835424093994	55.713115122324616	76.8947695079284	30.079711234772148	7.488969817311931	13.40600401019188	79.26392088545823	142.7309873139865	16.525992777271366	49.10176700492993	661.1610776356787
hsa-let-7i-3p	36.94545425339562	50.22169939372003	17.447535090927317	18.416364146133212	35.404321706882975	24.190323010695348	53.5552127760374	109.849670725612	15.039855617386074	9.272057869052867	36.76285635784577	73.56471749161261	132.25184361910738	13.046836403108973	34.331316767674586	660.3000652291921
hsa-miR-1260a	21.584980066521897	18.77658130485929	50.289954085614035	90.97048841150286	7.327533795891764	12.229552188740426	25.110136393160392	10.984967072561199	278.23732892164236	8.023896232834211	1.0365467018189598	23.734182554633424	13.383002791050483	42.619665583489315	50.698572435984566	655.0073885403051
hsa-miR-148b-5p	52.205533184145985	20.812596145145235	39.68458961857978	36.832728292266424	23.79634737675741	49.052599438354456	34.91878342173867	21.969934145122398	60.159422469544296	44.220583683175214	148.15707524665666	43.11897304554255	16.286861887221814	32.182196461002135	29.341299795628863	652.739524210882
hsa-miR-1304-3p	40.55968347383649	45.2447742285766	48.579411429640764	46.35843388509395	33.22782651998443	32.25376401426047	91.22041736577799	21.969934145122398	15.039855617386074	58.485288097102696	11.471116833463155	64.41599625412357	20.516395788167014	37.40093102224572	81.83627834154989	648.5801070163312
hsa-miR-4732-3p	51.80395215965255	64.24757940457877	36.6056128378279	22.226646383264224	47.88289411176796	61.68532367727314	40.60779869831407	82.387253044209	90.23913370431644	14.621322024275674	3.455155672729866	34.79513650979434	44.50479701740844	34.79156374162393	12.574842769555227	642.4290117565915
hsa-miR-136-3p	36.34308271665547	39.815401321147405	34.55296165065998	72.39536250548919	69.93804533900654	19.35225840855628	6.669879979433229	49.4323518265254	0.0	152.9889548393723	30.40536992002282	35.99496880323552	38.57082408175398	43.48945467702991	10.778436659618766	640.727352728507
hsa-miR-548o-3p	50.59920908617226	65.1524748891503	43.78989199291562	22.861693422786058	46.141697962249125	39.645251600861826	29.22976814516327	60.417318899086595	37.59963904346519	31.73896732098866	47.865423252884405	64.36600324189686	18.18068303689877	13.046836403108973	38.12372966642934	608.7585879640571
hsa-miR-7706	66.8632405781562	35.74337164057552	46.8688687736675	50.16871612222496	33.95332491561728	47.84308328781969	33.937918718880844	43.939868290244796	30.079711234772148	31.382349710640472	12.853179102555101	42.59404641716204	18.18068303689877	41.74987648994872	63.87221724218528	600.0304555613493
hsa-miR-10527-5p	55.61897189234014	30.766446475432087	34.55296165065998	24.449311021590646	44.54560149185686	48.11186465460519	41.5886634011719	21.969934145122398	30.079711234772148	42.437495631434274	13.40600401019188	41.39421412372086	19.82199469995213	26.093672806217945	116.9659978247518	591.8028450638203
hsa-miR-873-5p	10.039525612335765	25.337073568002896	22.92127159004177	5.397899835935597	14.945266950036666	2.8222043512477906	78.46917622862622	82.387253044209	82.7192058956234	12.83823397253474	17.27577836364933	29.620859744329234	65.08432017723136	1.7395781870811964	139.32127385951665	590.9189213804016
hsa-miR-410-3p	27.709090690046715	49.76925165143426	30.789767807518796	55.88413947792147	66.31055336084229	32.92571743122423	7.846917622862622	49.4323518265254	22.55978342607911	85.94484409391312	10.227260791280402	45.14369004072456	42.80035798269918	45.229032864111105	14.570849558373517	587.1436086255568
hsa-miR-96-5p	19.6774702001781	22.169939372002535	20.86862040287385	13.653511349719452	51.220186731679064	52.68114788995876	34.33026460002397	0.0	30.079711234772148	6.41911698626737	248.0801773020044	40.26937134861974	19.82199469995213	4.3489454677029915	9.980033944091451	573.600491529846
hsa-miR-18a-5p	36.34308271665547	30.313998733146324	37.460884165814534	36.832728292266424	22.56300010418157	73.04133642396069	32.17236225373675	21.969934145122398	30.079711234772148	40.119481164171056	101.23606121098507	34.120230844733676	21.021414761414203	40.880087396408115	13.473045824523458	571.6273592718919
hsa-miR-10399-3p	46.98497986573138	21.71749162971677	36.94772136902255	57.154233556965146	25.537543526276245	53.218710623529766	39.03841517374155	49.4323518265254	22.55978342607911	35.66176103481872	26.25918311274698	31.19563962947079	7.5121572270519215	39.14050920932692	47.704562252757135	540.0650434637604
hsa-miR-6842-3p	49.19367550044525	26.694416794860196	42.421457868137004	54.29652187911689	18.427659249074335	20.83055592587655	52.37817513260801	32.9549012176836	15.039855617386074	51.70955350048714	16.861159682921745	24.14662490550383	21.52643373466139	45.229032864111105	61.07780773783968	532.7878316107127
hsa-miR-10b-3p	24.295651981852554	25.337073568002896	8.552713279866332	1.5876175988045873	71.24394245114566	15.858100640344729	13.535932899438023	43.939868290244796	15.039855617386074	0.7132352206963744	0.0	18.672390066678428	243.67165459176823	3.4791563741623928	36.72652491425654	522.6537174946476
hsa-miR-1185-1-3p	25.70118556757956	22.848610985431183	43.78989199291562	120.97646102890955	15.235466308289805	29.297168979619922	2.157902346287221	32.9549012176836	15.039855617386074	124.81616362186551	18.381428178922885	9.073731719148956	10.98416266812634	39.14050920932692	11.976040732909741	522.3734801744029
hsa-miR-324-3p	31.524110422734303	29.40910324857479	46.52676024247285	57.78928059648698	17.992360211694628	28.222043512477907	41.392490460600335	27.462417681403	15.039855617386074	31.382349710640472	42.84393034185034	40.26937134861974	14.203658622577164	40.880087396408115	55.88819008691212	520.8260095008388
hsa-miR-23a-5p	33.93359656969489	13.120984526287215	13.684341247786131	11.748370231153947	13.058971121391261	9.138566470707133	48.06237044003356	137.31208840701498	150.39855617386075	9.272057869052867	1.2438560421827518	3.0745702519430345	14.32991336588896	6.088523654784187	49.30136768381176	513.7681340555935
hsa-miR-1908-5p	71.68221287207737	55.65107230114922	39.68458961857978	31.43482845633083	33.082726840857866	19.486649091949033	21.775196403443775	0.0	67.67935027823734	36.018378645166905	5.942867757095369	14.322998002954137	22.662726424467564	60.01544745430128	28.742497758983376	508.1815419055939
hsa-miR-618	28.913833763527006	20.812596145145235	33.52663605707602	19.05141118565505	22.635549943744856	22.712025493375076	82.78498092120067	27.462417681403	15.039855617386074	5.705881765570995	2.902330765093087	95.76161492027451	15.466206055695134	9.567680028946581	102.19554758749645	504.53856793158974
hsa-miR-25-5p	29.91778632476058	24.432178083431364	41.053023743358395	41.27805756891927	20.45905475684631	18.814695674985273	53.162866894894265	38.4473847539642	52.63949466085126	30.312496879595912	21.007346490197584	14.622956076314432	15.213696569071539	33.05198555454273	64.27141859994894	498.68444263168215
hsa-miR-454-5p	26.50434761656642	42.530087774862004	40.02669814977443	50.16871612222496	30.325832937453043	31.044247863725698	29.425941085734834	16.4774506088418	30.079711234772148	39.941172358996965	22.527614986198724	44.843731967364256	14.582422852512554	42.619665583489315	34.530917446556415	495.6285585890736
hsa-miR-378g	43.37075064529051	36.19581938286128	23.605488652431077	16.19369950780679	13.058971121391261	16.39566337391574	46.6891598560326	49.4323518265254	82.7192058956234	14.621322024275674	17.413984590558524	31.68307149868127	20.516395788167014	14.78641459019017	59.081800949021385	485.76409970277217
hsa-miR-766-3p	21.88616583489197	8.596507103429554	54.737364991144524	176.2255534673092	8.125582031087896	9.407347837492637	6.866052920004795	10.984967072561199	30.079711234772148	34.59190820377416	5.66645530327698	12.52324956279236	4.671425502536489	73.06228385741025	26.746490970165087	484.1710658926492
hsa-miR-374a-3p	33.73280605744817	17.193014206859107	34.895070181854635	35.24511069346184	20.31395507771974	34.94157768211551	31.976189313165186	0.0	0.0	44.93381890387158	64.68051419350309	62.841216368982025	19.885122071608027	48.7081892382735	32.93411201550179	482.2806960043642
hsa-miR-1304-5p	47.58735140247153	39.36295357886164	44.132000524110275	38.1028223713101	33.372926199111	39.24207955068357	51.00496454860704	0.0	37.59963904346519	30.312496879595912	19.487077994196444	17.472557773237245	15.15056919741564	26.963461899758546	42.11574324406592	481.90664420689006
hsa-miR-95-3p	20.681422761411678	45.2447742285766	49.26362849203007	16.51122302756771	24.521845772390257	17.470788841057754	13.535932899438023	27.462417681403	52.63949466085126	20.68382140019486	26.81200802038376	34.870126028134415	33.7731438359057	24.35409461913675	68.46303285646735	476.28775512494923
hsa-miR-4326	32.126481959474454	18.550357433716407	57.132124709507096	84.14373273664313	16.83156277868207	25.399839161230116	10.789511731436106	0.0	30.079711234772148	67.40072835580737	20.730934036379196	19.197316695058948	9.342851005072978	58.27586926722008	26.1476889335196	476.14871003851965
hsa-miR-889-3p	18.87430815119124	32.57623744457515	42.421457868137004	56.20166299768239	28.149337750554498	15.858100640344729	3.53111293028818	0.0	0.0	159.40807182563967	23.49505857456309	23.246750685422942	8.711577288513993	47.8384001447329	15.369252273900834	475.6813285755466
hsa-miR-9985	11.076943258943794	44.189062829909815	14.311540221642995	4.8157733830405824	8.585064348322032	3.0013919291047935	76.47475133281532	102.52635934390453	47.6262094550559	7.07291593857238	7.509204995399576	41.98163201738477	88.10476837441568	4.928804863396723	13.406512264896183	475.61093455680515
hsa-miR-12136	11.846640222556204	95.46647362229663	16.079100966148705	31.75235197609175	17.557061174314917	13.573459022667945	12.555068196580196	98.8647036530508	75.19927808693038	7.132352206963744	1.2438560421827518	6.224130022226143	9.405978376728877	16.525992777271366	58.28339823349407	471.7098445795044
hsa-miR-4791	1.0039525612335767	3.167134196000362	79.0270707059649	104.78276152110277	0.0	0.0	10.59333879086454	0.0	0.0	158.3382189945951	84.02938596079034	0.29995807336029606	0.252509486623594	27.833250993299142	0.598802036645487	469.92638332048017
hsa-miR-1294	24.295651981852554	47.959460682291194	19.50018627809524	20.0039817449378	22.055151227238575	31.85059196408221	69.64139390290578	38.4473847539642	37.59963904346519	25.31985033472129	19.487077994196444	24.971509607244645	21.778943221284983	26.093672806217945	37.92412898754751	466.92862453004557
hsa-miR-1284	32.52806298396788	18.550357433716407	14.710666841370092	7.938087994022937	42.22400662583175	19.486649091949033	32.957054016023015	71.4022859716478	67.67935027823734	6.775734596615557	1.3820622690919464	26.5462894923862	29.354227819992804	19.135360057893163	60.67860638007602	451.3488018528219
hsa-miR-10395-3p	9.43715407559562	5.429372907429192	8.552713279866332	5.0803763161746796	2.031395507771974	3.2253764014260464	5.100496454860704	0.0	15.039855617386074	266.749972540444	122.58892326845564	0.29995807336029606	0.9469105748384775	2.609367280621795	0.998003394409145	448.0898756926399
hsa-miR-3182	1.8071146102204378	39.815401321147405	71.8427915508772	55.566615958160554	6.384385881569061	3.4941577682115503	19.02877523544186	49.4323518265254	120.31884493908859	5.349264155222808	1.7966809498195302	13.948050411253766	4.860807617504185	24.35409461913675	16.766457026073635	434.76579387025265
hsa-miR-2355-3p	37.14624476564234	25.337073568002896	24.289705714820382	19.68645822517688	28.149337750554498	18.68030499159252	42.56952810402973	27.462417681403	0.0	19.970586179498483	4.146186807275839	75.13949737675416	19.00133886842545	20.87493824497436	58.4829989123759	420.9366171905264
hsa-miR-6503-3p	37.34703527788905	37.10071486743281	6.8421706238930655	5.0803763161746796	26.698340959288803	19.755430458734537	55.32076924118149	43.939868290244796	45.11956685215822	5.705881765570995	2.902330765093087	60.74150985545995	36.36136607379754	0.0	32.93411201550179	415.8494733624208
hsa-miR-125b-2-3p	20.480632249164962	23.52728259885983	18.81596921570593	8.573135033544771	22.345350585491715	10.616863988027402	6.669879979433229	16.4774506088418	52.63949466085126	7.488969817311931	4.284393034185034	11.39840678769125	150.55878139931792	9.567680028946581	51.49697515151188	414.9412651388855
hsa-miR-3605-3p	10.842687661322627	19.907700660573703	16.76331802853801	13.653511349719452	44.69070117098343	27.14691804533589	15.497662305153678	54.924835362806	37.59963904346519	3.566176103481872	0.6910311345459732	19.197316695058948	42.674103239387385	16.525992777271366	71.65664371857662	395.3382372962201
hsa-miR-1291	17.067193540970802	30.766446475432087	15.394883903759398	50.803763161746794	10.30207721798644	5.913190069281085	47.47385161831887	43.939868290244796	45.11956685215822	15.33455724497205	4.284393034185034	17.322578736557098	6.691501395525242	9.567680028946581	67.86423081982186	387.84578238990633
hsa-miR-132-3p	51.2015806229124	19.45525291828794	22.579163058847115	36.197681252744594	8.125582031087896	29.565950346405426	52.37817513260801	21.969934145122398	0.0	14.621322024275674	13.682416464010268	25.871383827325534	12.18358272958841	13.916625496649571	52.2953778670392	374.0440279169044
hsa-miR-548k	26.303557104319708	43.8874310017193	26.342356901988303	19.05141118565505	25.537543526276245	22.443244126589573	19.911553468013903	21.969934145122398	22.55978342607911	29.599261658899536	25.844564432019396	28.945954079268567	17.139081404576444	21.744727338514956	22.754477392528507	374.03488119157095
hsa-miR-191-3p	33.93359656969489	8.596507103429554	37.63193843141186	60.0119452348134	17.41196149518835	20.02421182552004	34.7226104811671	10.984967072561199	0.0	24.606615114024915	2.764124538183893	26.246331419025903	12.309837472900208	33.92177464808333	49.10176700492993	372.26818841093456
hsa-miR-18a-3p	19.476679687931387	31.218894217717853	33.52663605707602	34.292540134179085	19.733556361213463	43.542581419251626	19.81346699772812	0.0	37.59963904346519	18.544115738105734	6.910311345459732	31.94553481287153	14.203658622577164	25.22388371267735	28.343296401219717	364.374794551474
hsa-miR-548j-5p	18.071146102204377	41.17274454800471	27.368682495572262	39.37291645035376	18.717858607327475	25.534229844622867	8.631609385148884	16.4774506088418	30.079711234772148	38.514701917604214	5.528249076367786	28.720985524248345	5.870845563998561	26.093672806217945	23.952081465819482	354.10688563110466
hsa-miR-132-5p	34.134387081941604	21.71749162971677	10.605364467034251	7.3030409545011015	4.933389090303366	13.976631072846201	53.751385716608965	32.9549012176836	52.63949466085126	5.705881765570995	2.625918311274698	43.19396256388263	17.360027205372088	0.0	50.49897175710274	351.4008474946902
hsa-miR-146b-3p	16.464822004230655	14.930775495430279	21.89494599645781	50.486239641985875	13.058971121391261	17.470788841057754	11.378030553150802	32.9549012176836	15.039855617386074	53.84925916257627	29.85254501238604	11.848343897731693	9.27972363341708	20.00514915143376	29.740501153392522	348.25485249971155
hsa-miR-511-5p	28.71304325128029	8.144059361143787	55.76369058472849	8.89065855330569	23.94144705588398	4.703673918746318	6.277534098290098	38.4473847539642	30.079711234772148	6.062499375919182	0.8292373614551678	11.098448714330953	86.48449916858095	11.307258216027776	23.552880108055824	344.2960257564849
hsa-miR-331-5p	14.858497906256934	67.8671613428649	12.315907123007518	15.558652468284956	32.502328124351585	29.02838761283442	20.401985819442817	10.984967072561199	0.0	12.124998751838364	10.227260791280402	34.0452413263936	49.30247726325673	11.307258216027776	21.556873319237532	342.0819971376387
hsa-miR-411-3p	15.260078930750364	12.216089041715682	38.31615549380117	64.45727451146625	7.400083635455048	13.035896289096938	2.746421168001918	38.4473847539642	0.0	90.93749063878774	6.357486437822954	11.173438232671028	9.21659626176118	23.484305525596152	3.99201357763658	337.04071449852717
hsa-miR-7976	23.09090890837226	40.267849063433175	18.473860684511276	19.68645822517688	19.298257323833752	21.63690002623306	46.88533279660417	16.4774506088418	0.0	17.83088051740936	20.592727809470002	32.99538806963257	18.24381040855467	17.395781870811966	18.36326245712827	331.2388687700132
hsa-miR-3177-3p	14.456916881763503	15.83567098000181	32.50031046349206	43.183198687484776	7.1098842772019095	11.288817404991162	13.928278780581154	10.984967072561199	75.19927808693038	37.801466696907845	8.845198522188456	4.274402545384219	4.923934989160084	25.22388371267735	24.351282823583137	329.907491924909
hsa-miR-3150b-3p	21.484584810398538	26.694416794860196	7.868496217477025	6.667993914979267	15.525665666542945	11.087231379902034	64.14855156690194	16.4774506088418	30.079711234772148	1.4264704413927487	2.764124538183893	42.44406738048189	13.319875419394585	3.4791563741623928	57.08579416020309	320.5535905084945
hsa-miR-369-5p	37.14624476564234	9.501402588001087	31.131876338713447	46.04091036533303	15.235466308289805	13.304677655882442	0.3923458811431311	10.984967072561199	0.0	100.56616611818879	13.12959155637349	8.02387846238792	8.83783203182579	17.395781870811966	7.185624439745844	318.8767654549003
hsa-miR-9-5p	36.94545425339562	28.05176002171749	29.421333682740187	22.544169903025143	17.411961495188343	44.61770688639365	17.459391710869333	0.0	0.0	14.264704413927488	9.536229656734433	22.871803093722576	15.339951312383338	22.614516432055552	24.95008486022862	306.0290677223818
hsa-miR-3928-3p	18.47272712669781	11.763641299429915	20.86862040287385	21.909122863503306	13.49427015877097	14.379803123024457	37.861377530312154	32.9549012176836	45.11956685215822	10.34191070009743	3.040536992002282	21.67197080028139	15.529333427351032	13.046836403108973	20.359269245946557	300.8138881432419
hsa-miR-454-3p	17.87035558995766	14.478327753144512	18.131752153316622	36.515204772505506	9.431479143227023	51.47163173942399	10.004819969149844	10.984967072561199	0.0	10.698528310445615	49.61603546040087	26.92123708408657	6.565246652213444	15.656203683730768	20.558869924828386	298.90465930899205
hsa-miR-145-5p	10.441106636829197	10.858745814858384	15.052775372564744	39.05539293059285	20.89435379422602	4.83806460213907	21.57902346287221	10.984967072561199	0.0	7.132352206963744	4.146186807275839	45.218679559064626	54.920813340631696	20.00514915143376	30.33930319003801	295.4669139420514
hsa-miR-196b-5p	8.834782538855475	29.40910324857479	29.421333682740183	22.54416990302514	27.27873967579508	44.886488253179145	15.301489364582114	0.0	0.0	21.040439010543043	29.576132558567654	28.770978536475063	9.532233120040674	16.525992777271366	10.778436659618766	293.90031932926854
hsa-miR-1287-5p	21.484584810398538	28.504207764003258	11.973798591812864	19.368934705415967	28.294437429681068	14.782975173202713	20.00963993829969	21.969934145122398	15.039855617386074	28.529408827854976	8.292373614551678	13.948050411253766	14.961187082447946	13.916625496649571	26.746490970165087	287.8225045782456
hsa-miR-2115-3p	22.086956347138685	13.120984526287215	13.342232716591479	10.160752632349359	12.913871442264693	16.664444740701242	61.205957458328456	21.969934145122398	0.0	0.0	0.5528249076367785	31.870545294531453	25.061566547391706	6.088523654784187	52.09577718815737	287.134371601285
hsa-miR-4485-3p	4.818972293921168	50.67414713600579	14.368558310175437	19.05141118565505	4.062791015543948	9.67612920427814	10.200992909721409	21.969934145122398	82.7192058956234	14.977939634623862	0.27641245381838925	1.0498532567610361	7.954048828643211	10.43746912248718	31.137705905565326	283.3755712979457
hsa-miR-330-5p	36.142292204408754	21.265043887431002	12.315907123007518	17.146270067089542	8.415781389341035	15.99249132373748	32.56470813487988	27.462417681403	0.0	13.194851582882926	8.568786068370068	21.746960318621465	14.708677595824351	13.916625496649571	35.52892084096556	278.9697337146122
hsa-miR-181c-3p	23.49248993286569	17.193014206859107	31.4739848699081	31.43482845633083	8.053032191524611	5.106845968924574	26.287174036589786	10.984967072561199	15.039855617386074	31.382349710640472	6.910311345459732	31.270629147810862	3.9770244143216056	20.00514915143376	15.26945193445992	277.8811080570764
hsa-miR-483-5p	13.25217380828321	21.71749162971677	6.500062092698412	3.8102822371310094	37.00041817727524	11.82638013856217	2.354075286858787	10.984967072561199	67.67935027823734	1.783088051740936	0.4146186807275839	3.4495178436434046	81.43430943610907	3.4791563741623928	7.385225118627673	273.0711162263352
hsa-let-7f-1-3p	12.85059278378978	9.04895484571532	20.184403340484543	29.847210857526242	18.427659249074335	11.960770821954922	18.04791053258403	0.0	0.0	40.65440757969334	18.24322195201369	30.745702519430345	17.170645090404392	20.00514915143376	21.95607467700119	269.1427034011059
