name	SRX2742138	SRX2742139	SRX2742130	SRX2742131	SRX2742132	SRX2742133	SRX2742134	SRX2742135	SRX2742136	SRX2742137	SRX2742158	SRX2742159	SRX2742152	SRX2742153	SRX2742150	SRX2742151	SRX2742156	SRX2742157	SRX2742154	SRX2742155	SRX2742129	SRX2742128	SRX2742127	SRX2742126	SRX2742125	SRX2742124	SRX2742123	SRX2742122	SRX2742149	SRX2742148	SRX2742161	SRX2742160	SRX2742166	SRX2742165	SRX2742164	SRX2742141	SRX2742140	SRX2742143	SRX2742142	SRX2742145	SRX2742144	SRX2742147	SRX2742146	SRX2742163	SRX2742162
hsa-miR-3191-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5951135818904557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-200b-3p	0.0	0.0	0.0	0.0	6.508785232868063	2.034919213707216	0.0	0.0	0.0	1.679154679951019	4.326865246704876	8.933648865703844	12.451837106149746	4.546760329929463	6.000666073934206	6.537996813816219	6.646870071968986	7.80615749703366	6.84380619174024	6.900342947044468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.118633631236626	3.6397519145095067	6.594534669483754	4.131793184469416	9.18385262617668	2.3799686605726773	12.309793179061534	2.5483793899816836	0.0	4.451145891870539	0.0	0.0	0.0	0.0	0.0	4.564585906033435	8.301088791558623
hsa-miR-3615	4536.26110804355	4868.645227518675	2876.912318582768	4683.210666958513	11683.269492998174	3365.756379471735	4062.321135219915	2716.106240416964	5935.078525334906	3658.458258943283	5011.375328733588	5147.938144647481	4311.583944059851	5090.718202128297	8710.300176652941	7170.003172485121	7929.300566479503	7220.695684756136	6148.118414510297	9607.00246802266	0.0	0.0	0.0	0.0	8000.0	0.0	0.0	0.0	5822.714259253182	5787.205544070116	5670.567089681642	7112.8819670641	9242.737328309226	5695.740998482532	5041.680959704302	6698.096679143107	6364.917157313051	3441.8485608888936	2270.8363440446847	4387.298378572104	3930.8407006001507	3021.878766595792	6267.618630604941	3132.3592975172514	3333.924785909732
hsa-miR-3611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6161137148761272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8206528786041023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6917573992965519
hsa-miR-3127-5p	0.0	0.0	0.0	0.0	0.0	0.0	7.433341510008994	0.0	0.0	0.0	0.0	0.6161137148761272	0.0	0.8266836963508115	1.333481349763157	1.8679990896617769	0.0	1.1151653567190944	0.0	1.1500571578407446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.112478842043023	0.7279503829019014	0.0	0.0	0.0	0.0	0.0	0.0	1.1899265577328566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-450a-2-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.112478842043023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7022439855436053	0.0
hsa-miR-361-3p	852.3411927285595	1100.7113829429788	791.3042411453669	1240.344013060093	1656.485841764922	1604.5338000081397	990.4927562086984	556.0267117478896	645.7265773584593	1049.0518862993993	765.4224621420926	751.6587321488752	573.3258911048948	877.9380855245618	583.731460858822	841.8449230742408	830.4433296166252	1042.1220258539936	1483.0230460710154	1328.8910458849805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1578.6074768590495	908.482077861573	695.723407630536	1069.445802580167	739.5702497197574	1303.7468322617126	1081.6204940002067	1384.7256510312973	1229.7890974169075	1061.5982952111233	1226.2656562836294	885.4127865888403	810.9704558730905	1266.031593104935	580.8041513926634	1991.5639430016647	522.9685938681932
hsa-miR-3180-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2465725727187458	0.0	1.2593660099632642	0.0	0.0	1.0827684440130216	1.2400255445262172	0.0	0.0	0.0	1.115165356719094	2.0828975366165947	2.300114315681489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7279503829019013	0.0	0.0	0.0	0.0	1.6413057572082048	0.637094847495421	0.0	0.0	0.0	0.0	0.0	0.0	3.6187174541598957	0.0	0.0
hsa-miR-3179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8266836963508113	0.0	0.0	0.0	1.1151653567190944	0.5951135818904556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.893675947150582	0.7279503829019015	0.0	0.0	1.080453250138433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.024031323908769	0.0	0.0	0.0
hsa-miR-29b-3p	48.19968090590995	60.079260120203024	69.52026924791338	38.00073569424305	0.0	49.85552073582679	72.4750797225877	97.72590691326546	0.0	36.941402958922424	87.25844914188167	72.90678959367506	33.565821764403665	25.764975202933627	57.78419182307014	43.067756789424294	42.51227316863497	32.339795344853734	40.26935237458749	23.192819349788348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.92798887372827	104.21822981878887	112.59557343081522	20.199877790739365	13.145514543350934	49.979341872026225	45.13590832322563	20.38703511985347	11.304302298462138	38.94752655386721	91.89977172377314	38.25547002885268	53.84713288493357	43.51667346403853	56.0901205394784	58.98849478566285	84.27910981429658
hsa-miR-3176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5566659080514809	0.0	0.0	1.4877839547261391	1.725085736761117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7327260743870838	0.0	0.0	0.951987464229071	0.0	0.0	1.1899265577328566	0.0	0.0	0.0	0.0	0.0	0.0	1.7556099638590132	0.0
hsa-miR-937-3p	0.0	0.0	0.0	0.0	6.508785232868063	2.034919213707216	3.716670755004497	2.246572572718746	8.305164982102369	1.2593660099632644	0.8653730493409753	3.3886254318186997	6.496610664078129	2.89339293722784	10.001110123223677	3.7359981793235537	6.646870071968986	8.921322853752756	6.248692609849784	14.375714473009308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.781197105107557	2.547826340156655	1.8318151859677094	2.065896592234708	5.942492875761382	2.855962392687213	1.6413057572082046	3.5040216612248147	11.899265577328567	2.2255729459352693	1.4030499499812694	3.523530134236431	0.0	0.0	0.0	4.213463913261632	2.421150897537932
hsa-miR-3175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6161137148761272	0.0	1.2400255445262172	0.0	0.0	0.0	1.1151653567190944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7279503829019014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-1178-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3772643948231387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-125b-1-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6226663632205923	0.0	1.1151653567190944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7327260743870838	0.0	0.0	0.0	0.8206528786041023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4723-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7279503829019014	0.0	0.0	1.080453250138433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4728-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1902271637809114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4559007658038028	0.0	0.0	0.0	0.951987464229071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-5010-3p	119.5840184501057	189.88013075027126	208.5608077437401	334.02646675239635	647.6241306703723	372.3902161084205	314.05867879787996	283.068144162562	251.2312407085967	188.90490149448965	105.57551201959897	113.98103725208354	179.73956170616157	264.5387828322597	141.01565273745385	418.43179608423804	154.955158552777	245.33637847820074	479.0664334218168	547.4272071321944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	276.4509922476912	211.8335614244533	195.63786186135138	242.3985334888724	302.52691003876123	289.4041891256376	455.0520211859747	504.89766664012103	499.1741909689334	285.9861235526821	260.2657657215255	238.0899647848331	119.11638486667124	233.7756179114628	211.69497106835396	280.89759421744213	79.55210091910347
hsa-miR-4781-3p	1.2202450862255683	2.9668770429729885	0.0	2.2800441416545825	0.0	5.08729803426804	0.0	0.0	0.0	1.2593660099632644	3.028805672693413	2.464454859504509	0.0	3.306734785403246	0.6667406748815785	2.4906654528823693	1.2462881384941848	1.1151653567190944	5.9511358189045565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.112478842043023	0.7279503829019014	6.960897706677296	2.7545287896462773	1.080453250138433	0.951987464229071	3.6929379537184603	5.4153062037110775	0.0	0.0	1.4030499499812694	1.5100843432441846	3.2634625990868833	4.048062647817538	0.0	2.106731956630816	0.0
hsa-miR-3609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8308587589961233	1.1151653567190944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.112478842043023	0.0	0.0	0.0	0.0	0.0	0.0	1.2741896949908418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-365b-3p	3.355673987120313	9.642350389662214	2.300303026585369	6.270121389550102	4.881588924651047	9.665866265109274	15.795850708769112	14.041078579492163	3.1144368682883887	4.617675369865303	5.1922382960458515	3.080568574380636	1.0827684440130214	4.753431254017166	6.167351242654601	7.004996586231663	7.270014141216079	12.266818923910037	11.7534932423365	6.325314368124095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.018464367580808	6.551553446117112	5.495445557903128	6.886321974115694	8.373512688572855	12.137840168920654	6.154896589530767	8.441506729314327	2.379853115465713	5.007539128354356	10.52287462485952	3.2718494103624	4.079328248858604	11.132172281498228	3.6187174541598965	9.480293804838672	2.421150897537932
hsa-miR-4804-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6226663632205923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-431-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6161137148761272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-30d-5p	4876.709487100484	5592.1923663737125	6535.927666204561	7037.926254252283	3267.4101868997677	9304.668104676244	8212.913200871188	7405.264842824166	5346.4499572284	5260.161929281561	5271.852616585221	5234.656150016296	5797.142249245717	5393.904447764957	4518.668238841178	7730.247232792848	6440.609385048198	5837.890642424459	14450.2504386731	4085.8655675187056	0.0	0.0	9569.377990430621	5555.555555555556	12000.0	0.0	0.0	0.0	13523.570923585497	6773.578312902192	5233.31280479115	5536.947183287723	6542.414542900747	12884.436337742303	15745.046128898306	9707.254917575854	2953.3977162929505	6165.39345347718	6544.526491687631	3743.2474061784596	4099.724890102897	8756.465515060312	7338.758997036271	12213.778518567156	6855.142887679005
hsa-miR-5698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.523530134236431	0.0	0.0	0.0	0.0	0.0
hsa-miR-29b-2-5p	5.491102888015058	6.675473346689224	0.0	2.2800441416545825	0.0	19.33173253021855	13.008347642515739	3.369858859078119	17.648475586967535	8.81556206974285	9.951790067421214	9.549762580579971	6.496610664078129	4.133418481754058	22.33581260853288	16.81199180695599	10.801163866949603	6.690992140314566	7.438919773630696	24.72622889357601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.124788420430228	13.467082083685176	36.26994068216065	10.32948296117354	17.287252002214927	9.995868374405244	27.902197872539478	14.33463406864697	11.899265577328567	5.563932364838172	15.433549449793963	18.121012118930214	4.895193898630325	0.0	36.187174541598964	15.80048967473112	17.2939349824138
