name	SRX2742138	SRX2742139	SRX2742130	SRX2742131	SRX2742132	SRX2742133	SRX2742134	SRX2742135	SRX2742136	SRX2742137	SRX2742158	SRX2742159	SRX2742152	SRX2742153	SRX2742150	SRX2742151	SRX2742156	SRX2742157	SRX2742154	SRX2742155	SRX2742129	SRX2742128	SRX2742127	SRX2742126	SRX2742125	SRX2742124	SRX2742123	SRX2742122	SRX2742149	SRX2742148	SRX2742161	SRX2742160	SRX2742166	SRX2742165	SRX2742164	SRX2742141	SRX2742140	SRX2742143	SRX2742142	SRX2742145	SRX2742144	SRX2742147	SRX2742146	SRX2742163	SRX2742162
hsa-miR-377-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8395773399755095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-30b-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6161137148761272	0.0	0.0	0.0	0.0	0.0	0.0	0.5951135818904557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-1468-5p	1.8303676293383524	4.450315564459483	3.067070702113825	0.0	0.0	6.1047576411216475	0.0	2.246572572718746	5.1907281138139805	0.8395773399755095	5.624924820716339	3.080568574380636	2.165536888026043	2.066709240877029	7.334147423697363	4.981330905764739	3.323435035984493	5.575826783595471	5.653579027959329	6.325314368124095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.781197105107557	1.8198759572547534	4.029993409128961	2.7545287896462773	4.862039625622948	2.3799686605726773	2.872285075114358	16.564466034880944	8.329485904129998	0.0	0.0	3.0201686864883692	6.526925198173767	0.0	0.0	2.457853949402619	5.879937894020691
hsa-miR-610	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5951135818904557	1.1500571578407446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6687182630645343	0.0	0.0	0.0	0.0	0.0	0.0	1.9112845424862626	0.0	0.0	0.0	0.0	0.0	2.024031323908769	3.6187174541598965	0.0	0.0
hsa-miR-150-3p	1.2202450862255683	0.0	3.067070702113825	0.0	9.763177849302094	0.0	0.0	0.0	0.0	0.0	0.0	1.2322274297522544	2.165536888026043	0.0	0.6667406748815785	1.8679990896617769	2.0771468974903082	7.80615749703366	2.6780111185070505	3.450171473522234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3374365261290686	4.731677488862359	3.297267334741877	0.0	3.2413597504152993	3.3319561248017484	0.0	2.5483793899816836	1.1899265577328566	0.0	1.4030499499812694	0.0	0.0	0.0	0.0	4.213463913261632	0.0
hsa-miR-342-3p	241.60852707266253	462.83281870378624	177.89010072260186	272.4652749277226	478.39571461580266	513.817101461072	336.358703327907	378.5474785031087	106.92899914456801	207.37560297395086	242.30445381547307	234.12321165292835	111.52514973334121	100.02872725844819	162.35135433366437	138.85459899819207	149.13914723980412	331.76169362393057	332.6684922767647	222.5360600421841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	711.9864589075346	286.0845004804472	352.4412417801873	273.38698237239305	149.642775144173	332.2436250159458	141.1522951199056	230.30978736959463	172.53935087126422	278.19661824190865	298.14811437101974	152.01515721991458	181.12217424932203	494.87565869569397	202.6481774329542	471.20571429975917	131.43390586634487
hsa-miR-6749-3p	1.2202450862255683	0.0	0.0	2.2800441416545825	0.0	0.0	0.0	2.246572572718746	2.076291245525592	0.0	0.8653730493409753	0.6161137148761272	0.0	4.546760329929463	1.6668516872039463	1.5566659080514809	1.6617175179922465	3.90307874851683	4.165795073233189	4.025200052442607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.091925574352852	0.0	2.065896592234708	0.0	0.0	1.6413057572082046	1.5927371187385522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-6780a-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.076291245525592	0.0	0.0	0.0	0.0	0.0	0.6667406748815785	0.0	0.0	0.0	0.0	1.1500571578407446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-7-5p	430.1363928945126	433.1640482740562	253.03333292439055	322.6262460441235	185.5003791367398	431.40287330592946	986.7760854536939	425.72550253020245	286.5281918825318	503.746403985306	346.14921973639036	343.17533918600293	257.69888967509894	349.6872035563933	537.3929839545518	308.21984979419324	505.5775548491413	593.825552452918	197.8752659785764	163.3081164133858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	266.9949220903254	606.0186937658323	623.1835262662144	678.9913466478076	372.2161446726902	401.26271617255367	726.2777975646299	221.07191208091092	162.424975130535	326.0464365795169	1024.9279884613181	561.7513756868368	518.8905532548146	282.35236968527335	341.9687994181103	1255.2611241591967	678.6140087099169
hsa-miR-4797-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5951135818904557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-4754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0827684440130214	0.0	0.0	0.0	0.0	0.0	0.0	1.1500571578407446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
