name	SRX387062	SRX387063	SRX387064
hsa-miR-93-3p	33.443127652258994	35.64855498996866	23.36305308377699	92.45473572600464
hsa-miR-224-5p	58.60509988586338	32.74692842101772	0.0	91.3520283068811
hsa-miR-183-5p	70.38982105856418	9.119397788131518	11.681526541888495	91.19074538858419
hsa-miR-10399-3p	65.29372541631518	24.87108487672232	0.0	90.1648102930375
hsa-miR-140-5p	83.13006016418665	6.632289300459286	0.0	89.76234946464594
hsa-miR-629-5p	31.850597764056186	29.845301852066786	26.283434719249115	87.97933433537209
hsa-miR-25-5p	8.758914385115451	33.575964583575136	43.805724532081854	86.14060350077244
hsa-miR-7704	0.6370119552811238	6.21777121918058	78.85030415774735	85.70508733220905
hsa-miR-33b-5p	35.513416506922646	37.30662731508348	11.681526541888495	84.50157036389461
hsa-miR-3677-3p	15.447539915567251	57.20349521646134	11.681526541888495	84.3325616739171
hsa-miR-150-3p	1.1147709217419666	4.1451808127870535	78.85030415774735	84.11025589227637
hsa-miR-379-5p	65.29372541631518	18.238795576263037	0.0	83.53252099257821
hsa-miR-130b-5p	43.476065947936696	39.79373580275571	0.0	83.26980175069241
hsa-miR-424-3p	5.892360586350395	4.559698894065759	70.08915925133097	80.54121873174712
hsa-miR-2355-5p	69.75280910328306	10.362952031967634	0.0	80.1157611352507
hsa-miR-154-5p	59.71987080760535	20.311385982656564	0.0	80.03125679026192
hsa-let-7b-3p	11.466215195060228	62.1777121918058	5.840763270944247	79.48469065781028
hsa-miR-494-3p	68.63803818154108	9.533915869410222	0.0	78.1719540509513
hsa-miR-1468-5p	42.04278904855417	24.87108487672232	8.761144906416371	75.67501883169287
hsa-miR-5189-5p	27.39151407708832	46.426025103215	0.0	73.81753918030331
hsa-miR-22-5p	45.705607791420626	21.55494022649268	5.840763270944247	73.10131128885756
hsa-miR-203a-3p	35.513416506922646	5.38873505662317	29.203816354721237	70.10596791826705
hsa-miR-10401-3p	3.185059776405619	10.77747011324634	55.48725107397035	69.4497809636223
hsa-miR-6842-3p	27.073008099447758	34.81951882741125	5.840763270944247	67.73329019780326
hsa-miR-452-5p	13.69575703854416	53.887350566231696	0.0	67.58310760477586
hsa-miR-320c	9.306441327630893	43.39412142300503	13.044371305108818	65.74493405574475
hsa-miR-376a-5p	57.01256999766058	8.704879706852813	0.0	65.71744970451338
hsa-miR-10399-5p	56.53481103119973	7.046807381737991	0.0	63.58161841293772
hsa-miR-100-5p	28.028526032369445	26.114639120558437	8.761144906416371	62.90431005934425
hsa-miR-1296-5p	42.04278904855417	19.482349820099152	0.0	61.52513886865332
hsa-miR-598-3p	42.679801003835294	4.974216975344464	11.681526541888495	59.33554452106825
hsa-miR-331-5p	16.880816814949778	24.456566795443617	17.522289812832742	58.85967342322614
hsa-miR-664a-5p	45.38710181378007	13.264578600918572	0.0	58.651680414698646
hsa-miR-3120-3p	31.532091786415627	26.943675283115848	0.0	58.47576706953147
hsa-miR-2110	13.217998072083319	18.65331365754174	26.283434719249115	58.15474644887418
hsv2-miR-H10	2.229541843483933	12.43554243836116	40.885342896609735	55.550427178454825
hsa-miR-299-3p	41.405777093273045	14.093614763475982	0.0	55.49939185674903
hsa-miR-539-5p	43.635318936756974	9.948433950688928	0.0	53.583752887445904
hsa-miR-4732-5p	0.7962649441014047	2.9016265689509373	49.646487803026105	53.344379316078445
hsa-miR-628-3p	36.787440417484895	9.533915869410222	5.840763270944247	52.16211955783936
hsa-miR-128-1-5p	17.836334747871465	28.187229526951963	5.840763270944247	51.86432754576768
hsa-miR-369-5p	42.99830698147585	8.290361625574107	0.0	51.28866860704996
hsa-miR-378d	10.855745404582485	34.6122597867719	4.380572453208186	49.848577644562575
hsa-miR-548o-3p	40.29100617153108	9.533915869410222	0.0	49.8249220409413
hsa-miR-760	11.306962206239946	23.2130125516075	14.601908177360619	49.12188293520806
hsa-miR-4523	12.262480139161632	36.477591152526074	0.0	48.740071291687705
hsa-miR-3158-3p	6.210866563990956	13.264578600918572	29.203816354721237	48.67926151963077
hsa-miR-30a-3p	21.260274007507505	21.55494022649268	5.840763270944247	48.65597750494443
hsa-let-7f-1-3p	8.758914385115451	39.37921772147701	0.0	48.138132106592465
hsa-miR-199b-5p	39.919415864283756	7.875843544295401	0.0	47.795259408579156
hsa-miR-29c-5p	36.15042846220377	11.60650627580375	0.0	47.756934738007516
hsa-miR-548j-5p	21.180647513097366	26.529157201837144	0.0	47.709804714934506
hsa-miR-1185-5p	32.965368685798154	13.679096682197276	0.0	46.64446536799543
hsa-miR-548e-3p	33.92088661871984	11.191988194525045	0.0	45.112874813244886
hsa-miR-548e-5p	29.461802931751972	14.093614763475982	0.0	43.55541769522795
hsa-miR-99b-3p	31.213585808775065	11.60650627580375	0.0	42.82009208457882
hsa-miR-454-5p	39.01698226096883	3.316144650229643	0.0	42.33312691119848
hsa-miR-2277-5p	9.395926340396576	19.482349820099152	11.681526541888495	40.559802702384225
hsa-miR-7849-3p	24.04720131186242	15.337169007312099	0.0	39.38437031917452
hsa-miR-1287-5p	10.510697262138542	19.482349820099152	8.761144906416371	38.754191988654064
hsa-miR-490-3p	5.4146016198895515	33.16144650229643	0.0	38.57604812218598
hsa-miR-4785	16.243804859668657	21.969458307771383	0.0	38.21326316744004
hsa-miR-5010-5p	0.9555179329216856	1.6580723251148215	35.044579625665484	37.658169883701994
hsa-miR-3182	1.4332768993825284	3.7306627315083483	32.12419799019336	37.28813762108423
hsa-miR-487a-3p	26.595249132986915	9.948433950688928	0.0	36.543683083675845
hsa-miR-409-5p	19.11035865843371	16.995241332426918	0.0	36.105599990860625
hsa-miR-502-3p	15.28828692674697	20.725904063935268	0.0	36.01419099068224
hsa-miR-4746-5p	18.791852680793152	11.191988194525045	5.840763270944247	35.824604146262445
hsa-miR-340-3p	33.283874663438716	2.487108487672232	0.0	35.77098315111095
hsa-miR-10527-5p	12.10322715034135	14.508132844754687	8.761144906416371	35.37250490151241
hsa-miR-532-3p	11.466215195060228	3.316144650229643	20.442671448304868	35.22503129359474
hsa-miR-125b-2-3p	4.936842653428709	30.25981993334549	0.0	35.196662586774195
hsa-miR-590-3p	35.035657540461806	0.0	0.0	35.035657540461806
hsa-miR-190b-5p	11.306962206239946	23.627530632886206	0.0	34.93449283912615
hsa-miR-424-5p	24.04720131186242	4.559698894065759	5.840763270944247	34.44766347687242
hsa-miR-320d	4.125410758011087	29.963735589574988	0.0	34.08914634758607
hsa-miR-1180-3p	3.9813247205070232	0.8290361625574107	29.203816354721237	34.014177237785674
hsa-miR-132-3p	24.524960278323263	9.119397788131518	0.0	33.644358066454785
hsa-miR-4286	16.562310837309216	16.580723251148214	0.0	33.143034088457426
hsa-miR-193a-5p	5.09609564224899	1.243554243836116	26.283434719249115	32.62308460533422
hsa-miR-939-5p	4.299830698147585	16.580723251148214	11.681526541888495	32.56208049118429
hsa-miR-942-5p	26.276743155346356	6.21777121918058	0.0	32.494514374526936
hsa-miR-329-3p	25.161972233604388	7.046807381737991	0.0	32.20877961534238
hsa-miR-18a-3p	15.447539915567251	7.875843544295401	8.761144906416371	32.084528366279024
hsa-miR-543	16.721563826129497	15.337169007312099	0.0	32.058732833441596
