name	SRX387062	SRX387063	SRX387064
hsa-miR-487b-3p	1992	584	8
hsa-let-7a-5p	114894	37442	548
hsa-let-7f-1-3p	55	95	0
hsa-miR-7706	146	115	22
hsa-miR-7705	29	2	0
hsa-miR-7704	4	15	27
hsa-miR-597-5p	5	3	0
hsa-miR-486-3p	505	399	210
hsa-miR-504-5p	0	4	3
hsa-miR-370-3p	1358	486	2
hsa-miR-6772-5p	2	0	0
hsa-miR-3194-3p	2	0	0
hsa-miR-665	81	26	0
hsa-miR-4732-5p	5	7	17
hsa-miR-5094	4	0	0
hsa-miR-4449	14	10	0
hsa-miR-551a	4	0	0
hsa-miR-556-3p	26	0	0
hsa-miR-1197	117	2	0
hsa-miR-4443	0	0	4
hsa-miR-6842-5p	4	3	0
hsa-miR-146b-3p	426	227	9
hsa-miR-2278	11	0	0
hsa-miR-3177-5p	2	0	0
hsa-miR-545-5p	30	0	0
hsa-miR-6836-5p	2	0	0
hsa-miR-155-5p	1092	72	6
hsa-let-7a-3p	362	452	0
hsa-miR-539-5p	274	24	0
hsa-miR-4435	112	8	0
hsa-miR-597-3p	2	0	0
hsa-miR-423-5p	26595	37333	20474
hsa-miR-22-5p	287	52	2
hsa-miR-24-2-5p	1110	271	0
hsa-miR-6772-3p	27	13	0
hsa-miR-149-5p	11	0	0
hsa-miR-643	7	0	2
hsa-miR-641	113	16	0
hsa-miR-6877-5p	4	5	0
hsa-miR-6516-5p	70	11	0
hsa-miR-4732-3p	28	18	127
hsa-miR-23b-5p	3	0	0
hsa-miR-16-5p	106516	2554	913
hsa-miR-1179	7	0	0
hsa-miR-4424	2	0	0
hsa-miR-1287-5p	66	47	3
hsa-miR-4785	102	53	0
hsa-miR-6842-3p	170	84	2
hsa-miR-4421	3	0	0
hsa-miR-3135a	2	0	0
hsa-miR-656-5p	2	2	0
hsa-miR-10396a-5p	0	0	2
hsa-miR-376a-5p	358	21	0
hsa-miR-6755-5p	2	0	0
hsa-miR-636	4	4	4
hsa-miR-3177-3p	38	28	0
hsa-miR-545-3p	12	0	0
hsa-miR-30b-5p	9434	3432	17
hsa-miR-4639-5p	2	0	0
hsa-miR-219a-1-3p	20	6	0
hsa-miR-150-5p	555	103	353
hsa-miR-342-5p	63	44	42
hsa-miR-539-3p	115	5	0
hsa-miR-548a-5p	32	3	0
hsa-miR-4775	13	0	0
hsa-miR-423-3p	19029	6201	1309
hsa-miR-22-3p	790036	447223	9995
hsa-miR-144-5p	694	66	28
hsa-miR-4762-5p	9	0	0
hsa-miR-889-5p	8	6	0
hsa-miR-412-5p	35	23	0
hsa-miR-15a-5p	9128	337	258
hsa-miR-34c-5p	10	3	0
hsa-miR-3685	2	0	0
hsa-miR-3120-5p	9	9	0
hsa-miR-3684	6	0	0
hsa-miR-6516-3p	8	0	0
hsa-miR-208b-3p	11	0	0
hsa-miR-23b-3p	5612	849	25
hsa-miR-138-5p	43	11	0
hsa-miR-191-5p	688771	148033	2748
hsa-miR-184	10	0	0
hsa-miR-4767	10	10	0
